"12ng -- Kuolleet viikoittain sukupuolen, iän ja maakunnan mukaan (Pikaennakko), 1990W01-2022W14*"

"Alue";"Viikko";"Yhteensä Yhteensä Kuolleet";"0 - 4 Yhteensä Kuolleet";"5 - 9 Yhteensä Kuolleet";"10 - 14 Yhteensä Kuolleet";"15 - 19 Yhteensä Kuolleet";"20 - 24 Yhteensä Kuolleet";"25 - 29 Yhteensä Kuolleet";"30 - 34 Yhteensä Kuolleet";"35 - 39 Yhteensä Kuolleet";"40 - 44 Yhteensä Kuolleet";"45 - 49 Yhteensä Kuolleet";"50 - 54 Yhteensä Kuolleet";"55 - 59 Yhteensä Kuolleet";"60 - 64 Yhteensä Kuolleet";"65 - 69 Yhteensä Kuolleet";"70 - 74 Yhteensä Kuolleet";"75 - 79 Yhteensä Kuolleet";"80 - 84 Yhteensä Kuolleet";"85 - 89 Yhteensä Kuolleet";"90 - Yhteensä Kuolleet"
"MK14 Etelä-Pohjanmaa";"2008W27";37;0;0;0;0;0;0;0;0;2;0;2;1;0;3;2;2;9;9;7
"MK14 Etelä-Pohjanmaa";"2008W28";33;0;0;0;0;0;0;0;0;0;1;2;1;3;2;5;4;3;8;4
"MK14 Etelä-Pohjanmaa";"2008W29";43;1;0;0;0;0;0;0;0;0;1;1;1;2;2;2;6;12;12;3
"MK14 Etelä-Pohjanmaa";"2008W30";36;0;0;0;0;0;0;0;2;1;1;0;0;2;4;2;3;5;10;6
"MK14 Etelä-Pohjanmaa";"2008W31";38;0;0;0;0;0;1;0;0;0;0;0;1;2;3;0;7;6;10;8
"MK14 Etelä-Pohjanmaa";"2008W32";29;0;0;0;2;0;0;0;0;0;0;1;0;1;1;6;2;5;5;6
"MK14 Etelä-Pohjanmaa";"2008W33";37;0;0;0;0;0;0;1;0;0;0;1;2;4;1;4;4;10;7;3
"MK14 Etelä-Pohjanmaa";"2008W34";35;0;0;0;0;0;0;0;0;0;1;0;0;3;5;6;3;10;6;1
"MK14 Etelä-Pohjanmaa";"2008W35";28;0;0;0;0;0;0;0;1;0;1;2;2;2;2;4;2;8;2;2
"MK14 Etelä-Pohjanmaa";"2008W36";41;0;0;0;0;0;0;0;0;0;0;4;3;2;4;6;4;8;5;5
"MK14 Etelä-Pohjanmaa";"2008W37";27;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;8;4;6;4
"MK14 Etelä-Pohjanmaa";"2008W38";30;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;5;10;4
"MK14 Etelä-Pohjanmaa";"2008W39";65;0;0;0;1;9;1;0;1;1;0;3;2;6;2;2;5;10;11;11
"MK14 Etelä-Pohjanmaa";"2008W40";43;0;0;0;0;0;0;0;1;0;0;3;0;4;1;3;5;9;13;4
"MK14 Etelä-Pohjanmaa";"2008W41";42;0;0;0;0;1;0;0;0;0;3;1;1;3;3;2;11;3;5;9
"MK14 Etelä-Pohjanmaa";"2008W42";43;1;0;0;1;0;1;0;0;0;1;4;2;2;2;3;6;5;6;9
"MK14 Etelä-Pohjanmaa";"2008W43";46;0;0;0;0;0;0;0;0;0;0;2;3;3;2;2;6;11;11;6
"MK14 Etelä-Pohjanmaa";"2008W44";40;0;0;0;0;0;0;0;1;2;1;1;2;4;2;6;6;5;7;3
"MK14 Etelä-Pohjanmaa";"2008W45";40;0;0;0;0;0;0;0;1;0;0;3;1;1;4;3;3;5;8;11
"MK14 Etelä-Pohjanmaa";"2008W46";35;0;0;0;0;0;0;0;0;1;2;1;1;2;1;4;4;8;6;5
"MK14 Etelä-Pohjanmaa";"2008W47";46;0;0;0;0;0;0;0;0;1;3;2;2;3;1;5;8;4;9;8
"MK14 Etelä-Pohjanmaa";"2008W48";46;0;0;0;0;0;0;0;0;0;0;1;3;5;3;5;6;7;11;5
"MK14 Etelä-Pohjanmaa";"2008W49";49;0;0;0;0;1;0;0;0;0;0;3;0;2;4;5;7;7;14;6
"MK14 Etelä-Pohjanmaa";"2008W50";39;0;0;0;0;1;0;0;0;0;0;0;1;5;3;4;4;9;4;8
"MK14 Etelä-Pohjanmaa";"2008W51";45;0;0;0;0;0;0;0;0;0;1;1;1;2;2;4;9;10;7;8
"MK14 Etelä-Pohjanmaa";"2008W52";46;0;0;0;0;0;0;0;1;0;0;0;2;3;1;4;8;8;12;7
"MK14 Etelä-Pohjanmaa";"2009W01";45;0;0;0;0;0;0;0;1;0;1;0;2;3;0;3;3;12;8;12
"MK14 Etelä-Pohjanmaa";"2009W02";50;0;0;0;0;0;0;0;0;0;1;1;2;6;2;2;4;14;8;10
"MK14 Etelä-Pohjanmaa";"2009W03";39;0;0;0;0;0;0;0;1;0;0;0;3;1;3;4;6;5;11;5
"MK14 Etelä-Pohjanmaa";"2009W04";37;0;0;0;0;0;0;0;1;1;0;1;3;2;0;1;3;9;10;6
"MK14 Etelä-Pohjanmaa";"2009W05";45;0;0;0;1;0;0;0;0;0;2;0;4;0;2;4;5;11;7;9
"MK14 Etelä-Pohjanmaa";"2009W06";58;0;0;0;0;1;2;0;0;0;2;1;5;2;4;5;1;15;7;13
"MK14 Etelä-Pohjanmaa";"2009W07";61;0;0;0;0;0;0;0;1;0;2;3;0;6;6;7;7;11;9;9
"MK14 Etelä-Pohjanmaa";"2009W08";42;0;0;0;0;0;0;0;0;1;0;0;0;2;5;1;6;10;8;9
"MK14 Etelä-Pohjanmaa";"2009W09";42;0;1;0;0;0;0;0;1;1;2;0;1;1;6;3;5;7;11;3
"MK14 Etelä-Pohjanmaa";"2009W10";49;0;0;0;0;0;0;0;0;0;0;3;5;3;2;3;7;9;10;7
"MK14 Etelä-Pohjanmaa";"2009W11";42;0;0;0;0;0;1;0;1;1;0;1;1;1;2;7;9;4;6;8
"MK14 Etelä-Pohjanmaa";"2009W12";53;1;0;0;0;0;1;0;0;0;2;4;2;1;3;3;7;13;15;1
"MK14 Etelä-Pohjanmaa";"2009W13";39;0;0;0;0;0;0;0;0;0;0;1;1;3;3;0;4;11;7;9
"MK14 Etelä-Pohjanmaa";"2009W14";45;0;0;0;0;0;0;1;1;1;2;1;4;2;2;5;4;6;11;5
"MK14 Etelä-Pohjanmaa";"2009W15";36;0;0;0;0;0;0;0;0;0;0;1;1;3;3;4;4;6;9;5
"MK14 Etelä-Pohjanmaa";"2009W16";38;0;0;0;0;0;0;0;0;2;1;1;1;0;4;3;5;3;10;8
"MK14 Etelä-Pohjanmaa";"2009W17";41;0;0;0;0;0;0;0;0;1;1;2;2;3;2;2;4;6;12;6
"MK14 Etelä-Pohjanmaa";"2009W18";39;0;0;0;0;0;0;0;0;0;0;2;1;6;1;3;6;6;8;6
"MK14 Etelä-Pohjanmaa";"2009W19";51;0;0;0;0;0;0;1;0;0;0;4;1;5;3;3;4;11;9;10
"MK14 Etelä-Pohjanmaa";"2009W20";37;0;0;0;0;0;0;1;0;1;0;1;2;4;0;4;6;6;7;5
"MK14 Etelä-Pohjanmaa";"2009W21";26;0;0;0;0;0;0;0;0;0;0;0;1;2;4;2;2;8;4;3
"MK14 Etelä-Pohjanmaa";"2009W22";42;0;0;0;0;0;0;0;0;2;1;1;1;2;4;1;5;5;11;9
"MK14 Etelä-Pohjanmaa";"2009W23";40;0;0;0;0;0;0;0;0;0;1;2;0;2;3;3;3;6;12;8
"MK14 Etelä-Pohjanmaa";"2009W24";45;0;0;0;0;1;1;0;1;0;0;0;2;5;1;6;5;6;11;6
"MK14 Etelä-Pohjanmaa";"2009W25";33;0;0;0;0;0;1;0;0;1;0;2;3;1;2;6;3;5;3;6
"MK14 Etelä-Pohjanmaa";"2009W26";30;1;0;0;0;0;0;0;0;0;1;1;1;1;3;2;4;7;6;3
"MK14 Etelä-Pohjanmaa";"2009W27";35;0;0;0;0;0;0;0;1;0;2;0;2;1;1;1;5;7;9;6
"MK14 Etelä-Pohjanmaa";"2009W28";34;0;0;0;1;1;0;0;0;1;0;0;0;2;0;4;4;8;6;7
"MK14 Etelä-Pohjanmaa";"2009W29";38;0;0;0;0;0;0;0;0;1;0;2;1;2;6;2;4;4;4;12
"MK14 Etelä-Pohjanmaa";"2009W30";38;0;0;0;0;0;0;0;0;0;0;3;1;5;3;4;3;5;7;7
"MK14 Etelä-Pohjanmaa";"2009W31";30;1;1;0;0;0;0;0;0;1;2;1;3;3;3;3;3;3;3;3
"MK14 Etelä-Pohjanmaa";"2009W32";34;0;0;0;0;0;0;0;1;0;2;0;2;1;3;0;4;9;8;4
"MK14 Etelä-Pohjanmaa";"2009W33";29;0;0;0;0;0;0;0;2;1;0;3;1;2;2;0;1;3;7;7
"MK14 Etelä-Pohjanmaa";"2009W34";32;0;0;0;0;0;0;0;1;1;0;1;1;5;2;1;3;9;8;0
"MK14 Etelä-Pohjanmaa";"2009W35";41;0;0;0;0;0;0;0;0;0;2;2;2;2;1;6;6;9;6;5
"MK14 Etelä-Pohjanmaa";"2009W36";43;0;0;0;0;0;0;0;0;0;0;1;4;3;1;4;2;7;12;9
"MK14 Etelä-Pohjanmaa";"2009W37";33;0;0;0;0;0;0;0;0;0;0;2;3;0;0;5;5;5;11;2
"MK14 Etelä-Pohjanmaa";"2009W38";36;1;0;0;0;1;1;0;0;0;0;1;3;0;0;3;1;11;9;5
"MK14 Etelä-Pohjanmaa";"2009W39";46;0;0;0;0;0;0;0;0;0;1;1;0;4;5;2;6;7;10;10
"MK14 Etelä-Pohjanmaa";"2009W40";36;2;0;0;0;0;0;1;0;0;1;0;3;4;2;4;2;7;5;5
"MK14 Etelä-Pohjanmaa";"2009W41";39;0;0;0;0;0;1;0;0;0;1;0;3;2;2;3;6;5;13;3
"MK14 Etelä-Pohjanmaa";"2009W42";45;0;0;0;0;0;0;0;1;0;0;0;2;7;2;1;7;11;7;7
"MK14 Etelä-Pohjanmaa";"2009W43";42;0;0;0;0;0;1;0;0;0;2;1;3;4;3;4;5;6;7;6
"MK14 Etelä-Pohjanmaa";"2009W44";37;0;0;0;0;0;0;0;0;0;0;1;3;0;0;5;4;10;9;5
"MK14 Etelä-Pohjanmaa";"2009W45";40;0;0;1;0;0;0;0;1;0;0;1;0;2;5;2;4;5;8;11
"MK14 Etelä-Pohjanmaa";"2009W46";35;0;0;0;0;0;0;0;0;0;1;1;2;3;1;4;4;6;6;7
"MK14 Etelä-Pohjanmaa";"2009W47";36;0;0;0;0;0;0;0;0;1;1;2;0;3;2;2;5;6;8;6
"MK14 Etelä-Pohjanmaa";"2009W48";41;1;0;0;1;0;0;0;0;0;2;1;1;6;4;1;2;6;7;9
"MK14 Etelä-Pohjanmaa";"2009W49";52;0;0;0;0;0;0;0;0;0;2;2;1;3;3;5;9;9;8;10
"MK14 Etelä-Pohjanmaa";"2009W50";42;0;0;0;0;1;1;0;0;0;0;0;1;3;2;1;9;8;8;8
"MK14 Etelä-Pohjanmaa";"2009W51";42;1;0;0;0;0;0;0;0;0;0;0;4;3;3;8;4;6;8;5
"MK14 Etelä-Pohjanmaa";"2009W52";46;0;0;0;0;0;0;2;1;0;0;1;2;0;6;5;1;10;7;11
"MK14 Etelä-Pohjanmaa";"2009W53";51;0;0;0;0;0;0;0;0;0;1;2;4;3;2;4;8;11;8;8
"MK14 Etelä-Pohjanmaa";"2010W01";49;0;0;0;0;0;0;0;0;0;1;0;1;3;1;5;8;8;9;13
"MK14 Etelä-Pohjanmaa";"2010W02";60;0;0;0;0;1;0;0;0;2;4;2;1;3;3;4;6;7;11;16
"MK14 Etelä-Pohjanmaa";"2010W03";43;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;11;12;10
"MK14 Etelä-Pohjanmaa";"2010W04";54;0;0;0;0;0;0;0;0;1;2;1;1;2;3;4;11;9;8;12
"MK14 Etelä-Pohjanmaa";"2010W05";52;0;0;0;0;0;0;1;0;0;1;1;2;4;5;3;7;12;8;8
"MK14 Etelä-Pohjanmaa";"2010W06";43;0;0;0;0;0;1;0;2;0;0;0;2;2;4;5;5;7;4;11
"MK14 Etelä-Pohjanmaa";"2010W07";43;0;0;0;0;0;0;0;0;1;0;1;1;3;3;7;9;4;6;8
"MK14 Etelä-Pohjanmaa";"2010W08";44;0;0;0;0;0;0;0;0;0;0;0;2;5;1;6;5;7;8;10
"MK14 Etelä-Pohjanmaa";"2010W09";45;0;0;0;0;0;0;0;0;1;0;1;1;4;3;7;5;9;10;4
"MK14 Etelä-Pohjanmaa";"2010W10";38;0;0;0;0;0;0;0;0;1;1;1;3;0;5;4;4;3;9;7
"MK14 Etelä-Pohjanmaa";"2010W11";43;0;0;0;0;0;0;1;0;0;1;1;1;4;3;3;4;9;9;7
"MK14 Etelä-Pohjanmaa";"2010W12";41;0;0;0;0;0;0;0;1;0;2;0;3;4;0;2;3;9;12;5
"MK14 Etelä-Pohjanmaa";"2010W13";44;0;0;0;0;0;0;0;0;1;1;1;2;1;4;3;2;11;12;6
"MK14 Etelä-Pohjanmaa";"2010W14";47;0;0;0;0;0;0;0;0;0;1;2;1;5;4;4;5;9;5;11
"MK14 Etelä-Pohjanmaa";"2010W15";48;0;0;0;0;0;0;0;0;0;0;1;1;5;4;4;6;14;9;4
"MK14 Etelä-Pohjanmaa";"2010W16";39;0;0;0;0;0;0;1;0;0;1;0;2;2;2;4;5;10;7;5
"MK14 Etelä-Pohjanmaa";"2010W17";52;0;0;0;0;1;0;1;0;1;0;2;1;4;4;3;3;10;7;15
"MK14 Etelä-Pohjanmaa";"2010W18";47;0;0;0;0;1;0;0;0;1;1;1;1;1;2;4;3;16;9;7
"MK14 Etelä-Pohjanmaa";"2010W19";53;1;1;0;0;1;0;0;0;0;0;4;3;1;1;2;11;4;8;16
"MK14 Etelä-Pohjanmaa";"2010W20";50;0;0;0;0;0;0;0;2;2;2;1;2;4;2;4;8;9;8;6
"MK14 Etelä-Pohjanmaa";"2010W21";53;0;0;0;1;0;0;1;0;2;0;2;2;4;5;5;7;8;7;9
"MK14 Etelä-Pohjanmaa";"2010W22";34;0;0;0;0;0;0;0;0;1;1;3;2;1;0;4;5;8;4;5
"MK14 Etelä-Pohjanmaa";"2010W23";40;0;0;0;0;0;0;0;2;0;0;1;1;0;1;4;4;9;6;12
"MK14 Etelä-Pohjanmaa";"2010W24";39;0;0;0;0;0;0;0;1;0;0;0;0;4;5;3;2;4;11;9
"MK14 Etelä-Pohjanmaa";"2010W25";40;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;6;9;8;7
"MK14 Etelä-Pohjanmaa";"2010W26";39;0;0;0;0;2;0;0;0;0;0;0;3;4;1;3;7;5;9;5
"MK14 Etelä-Pohjanmaa";"2010W27";35;0;0;0;0;1;0;0;0;0;2;1;1;1;2;5;3;9;6;4
"MK14 Etelä-Pohjanmaa";"2010W28";35;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;3;9;7;9
"MK14 Etelä-Pohjanmaa";"2010W29";42;0;0;0;1;0;0;0;0;0;0;3;1;1;1;4;5;6;9;11
"MK14 Etelä-Pohjanmaa";"2010W30";36;0;0;0;1;0;0;0;0;0;1;1;0;3;4;4;2;6;8;6
"MK14 Etelä-Pohjanmaa";"2010W31";41;0;0;0;0;0;0;0;0;0;0;3;2;2;4;2;7;7;9;5
"MK14 Etelä-Pohjanmaa";"2010W32";43;0;0;1;0;0;0;0;0;0;0;1;0;3;2;2;4;12;8;10
"MK14 Etelä-Pohjanmaa";"2010W33";43;0;0;0;0;1;0;0;0;0;1;4;0;2;3;6;4;9;7;6
"MK14 Etelä-Pohjanmaa";"2010W34";42;0;0;0;0;0;1;0;0;0;0;2;2;2;2;2;5;7;10;9
"MK14 Etelä-Pohjanmaa";"2010W35";49;0;0;0;1;1;0;1;0;1;1;1;0;4;5;4;8;3;6;13
"MK14 Etelä-Pohjanmaa";"2010W36";38;0;0;0;0;0;0;0;0;0;0;1;4;3;1;3;5;4;11;6
"MK14 Etelä-Pohjanmaa";"2010W37";46;0;0;0;0;0;0;0;1;0;1;1;1;5;2;2;8;6;10;9
"MK14 Etelä-Pohjanmaa";"2010W38";29;0;0;0;0;0;0;0;0;0;0;1;4;3;0;1;4;6;4;6
"MK14 Etelä-Pohjanmaa";"2010W39";38;0;0;1;0;0;0;1;0;0;1;1;1;5;2;5;3;5;7;6
"MK14 Etelä-Pohjanmaa";"2010W40";33;0;0;0;0;0;0;0;0;1;1;1;1;1;2;5;4;6;4;7
"MK14 Etelä-Pohjanmaa";"2010W41";43;0;0;1;0;0;0;0;0;0;0;3;2;2;3;5;6;10;4;7
"MK14 Etelä-Pohjanmaa";"2010W42";43;0;0;0;0;0;0;0;0;0;0;2;2;2;2;5;6;6;8;10
"MK14 Etelä-Pohjanmaa";"2010W43";35;1;0;0;0;0;0;1;0;2;0;1;0;3;2;1;4;8;7;5
"MK14 Etelä-Pohjanmaa";"2010W44";42;1;0;0;0;0;0;0;0;0;1;2;2;6;2;3;4;6;9;6
"MK14 Etelä-Pohjanmaa";"2010W45";40;0;0;0;0;0;0;0;0;0;0;2;1;0;1;4;4;11;8;9
"MK14 Etelä-Pohjanmaa";"2010W46";39;0;0;0;0;1;0;0;0;0;2;2;1;4;0;1;7;6;11;4
"MK14 Etelä-Pohjanmaa";"2010W47";27;0;0;0;0;0;0;1;0;0;1;0;2;1;1;2;5;0;8;6
"MK14 Etelä-Pohjanmaa";"2010W48";44;0;0;0;0;0;0;0;0;0;0;2;0;3;4;5;5;10;5;10
"MK14 Etelä-Pohjanmaa";"2010W49";44;1;0;0;0;0;1;0;0;0;0;1;2;3;2;6;8;5;9;6
"MK14 Etelä-Pohjanmaa";"2010W50";38;0;0;0;0;0;0;1;1;0;1;2;2;2;2;5;5;5;7;5
"MK14 Etelä-Pohjanmaa";"2010W51";55;0;0;0;0;0;0;0;0;0;0;1;4;5;2;1;8;12;14;8
"MK14 Etelä-Pohjanmaa";"2010W52";50;0;0;0;0;0;0;1;0;0;2;1;6;3;2;1;9;4;11;10
"MK14 Etelä-Pohjanmaa";"2011W01";43;0;0;0;0;0;1;0;0;0;0;3;0;3;3;2;4;7;13;7
"MK14 Etelä-Pohjanmaa";"2011W02";40;0;0;0;1;0;0;0;0;0;0;0;0;3;2;4;8;3;11;8
"MK14 Etelä-Pohjanmaa";"2011W03";39;0;0;0;0;0;0;0;0;0;1;3;1;4;1;4;5;4;6;10
"MK14 Etelä-Pohjanmaa";"2011W04";55;0;0;0;1;0;0;0;1;0;0;0;3;2;2;6;7;14;12;7
"MK14 Etelä-Pohjanmaa";"2011W05";49;0;0;0;0;1;0;0;0;1;0;0;3;2;4;8;3;7;7;13
"MK14 Etelä-Pohjanmaa";"2011W06";38;0;0;0;0;0;0;0;0;0;0;1;0;3;1;3;6;6;7;11
"MK14 Etelä-Pohjanmaa";"2011W07";30;1;0;0;0;0;0;0;1;2;3;0;0;0;1;4;4;4;6;4
"MK14 Etelä-Pohjanmaa";"2011W08";35;0;0;0;0;0;0;0;0;0;1;0;0;2;1;3;7;5;9;7
"MK14 Etelä-Pohjanmaa";"2011W09";39;0;0;0;0;1;0;0;0;0;0;1;2;1;2;6;6;8;5;7
"MK14 Etelä-Pohjanmaa";"2011W10";46;0;0;0;0;0;0;0;0;0;1;1;0;0;4;2;7;8;8;15
"MK14 Etelä-Pohjanmaa";"2011W11";52;0;0;0;0;0;0;0;0;0;2;2;3;1;5;3;3;10;14;9
"MK14 Etelä-Pohjanmaa";"2011W12";40;1;0;0;0;0;0;0;0;0;1;2;1;3;2;4;6;6;8;6
"MK14 Etelä-Pohjanmaa";"2011W13";42;0;0;0;0;0;0;0;0;0;1;0;2;3;4;2;7;5;7;11
"MK14 Etelä-Pohjanmaa";"2011W14";45;0;0;0;0;0;0;0;0;1;1;3;0;0;4;7;2;11;7;9
"MK14 Etelä-Pohjanmaa";"2011W15";43;0;0;0;0;0;0;0;0;0;0;3;1;0;3;8;4;7;8;9
"MK14 Etelä-Pohjanmaa";"2011W16";49;1;0;0;0;0;1;0;0;0;2;4;0;4;5;1;5;7;10;9
"MK14 Etelä-Pohjanmaa";"2011W17";50;0;0;0;0;0;0;0;0;0;0;2;1;5;2;3;6;11;10;10
"MK14 Etelä-Pohjanmaa";"2011W18";48;0;0;0;0;0;0;0;0;0;1;2;1;3;1;4;10;5;10;11
"MK14 Etelä-Pohjanmaa";"2011W19";49;0;0;0;0;0;0;0;0;0;1;0;1;4;1;4;5;12;11;10
"MK14 Etelä-Pohjanmaa";"2011W20";40;0;0;0;0;0;0;0;0;0;0;2;0;3;1;3;11;7;5;8
"MK14 Etelä-Pohjanmaa";"2011W21";44;0;0;0;0;0;0;0;1;0;1;0;2;0;2;1;5;14;9;9
"MK14 Etelä-Pohjanmaa";"2011W22";50;0;0;0;0;0;0;1;0;1;1;1;3;1;1;4;10;13;10;4
"MK14 Etelä-Pohjanmaa";"2011W23";57;0;0;0;0;0;0;0;1;1;3;5;1;2;3;5;6;7;13;10
"MK14 Etelä-Pohjanmaa";"2011W24";32;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;7;2;3;11
"MK14 Etelä-Pohjanmaa";"2011W25";44;0;0;0;1;0;0;0;0;1;0;0;3;2;7;3;5;7;10;5
"MK14 Etelä-Pohjanmaa";"2011W26";39;0;0;0;0;0;3;0;0;0;1;0;2;5;3;4;4;4;5;8
"MK14 Etelä-Pohjanmaa";"2011W27";50;0;0;0;0;0;0;0;0;1;0;2;3;1;2;4;7;14;9;7
"MK14 Etelä-Pohjanmaa";"2011W28";41;0;0;0;0;0;0;0;0;0;0;1;0;4;1;4;10;4;12;5
"MK14 Etelä-Pohjanmaa";"2011W29";42;0;0;0;0;1;1;0;0;0;0;0;4;2;0;4;8;9;6;7
"MK14 Etelä-Pohjanmaa";"2011W30";42;0;0;1;0;0;0;0;0;1;1;1;1;1;4;4;3;10;9;6
"MK14 Etelä-Pohjanmaa";"2011W31";32;0;1;0;0;1;0;0;0;0;2;0;2;1;2;4;3;2;9;5
"MK14 Etelä-Pohjanmaa";"2011W32";35;2;0;0;0;1;0;1;0;1;0;0;3;2;1;0;3;8;3;10
"MK14 Etelä-Pohjanmaa";"2011W33";35;0;0;0;0;0;0;0;1;0;1;0;5;4;2;4;5;9;1;3
"MK14 Etelä-Pohjanmaa";"2011W34";43;0;0;0;1;0;0;0;0;0;1;0;2;2;2;3;6;10;8;8
"MK14 Etelä-Pohjanmaa";"2011W35";30;0;0;0;0;0;0;0;0;1;0;1;0;1;2;3;2;7;6;7
"MK14 Etelä-Pohjanmaa";"2011W36";36;0;0;0;0;0;0;0;0;2;1;0;1;4;2;3;4;4;9;6
"MK14 Etelä-Pohjanmaa";"2011W37";27;0;0;0;0;0;0;0;0;0;1;0;1;4;0;2;2;7;10;0
"MK14 Etelä-Pohjanmaa";"2011W38";43;0;0;0;1;0;0;1;0;0;0;4;1;3;3;1;3;10;8;8
"MK14 Etelä-Pohjanmaa";"2011W39";37;0;0;0;0;0;0;0;0;0;0;1;2;3;1;3;6;7;7;7
"MK14 Etelä-Pohjanmaa";"2011W40";42;0;0;0;0;0;0;0;0;0;1;3;1;1;3;4;5;12;6;6
"MK14 Etelä-Pohjanmaa";"2011W41";39;0;0;0;0;0;0;0;0;1;1;0;3;1;5;4;2;6;10;6
"MK14 Etelä-Pohjanmaa";"2011W42";38;0;0;0;0;1;0;0;0;0;1;0;0;1;1;6;2;8;7;11
"MK14 Etelä-Pohjanmaa";"2011W43";40;0;0;0;0;0;0;0;0;0;0;0;2;1;4;1;5;8;9;10
"MK14 Etelä-Pohjanmaa";"2011W44";47;0;1;0;0;0;0;0;0;0;1;2;1;7;2;6;4;5;12;6
"MK14 Etelä-Pohjanmaa";"2011W45";44;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;8;8;13
"MK14 Etelä-Pohjanmaa";"2011W46";50;0;0;0;0;0;0;0;0;0;1;0;3;6;2;11;2;12;9;4
"MK14 Etelä-Pohjanmaa";"2011W47";41;0;0;0;0;1;0;0;0;1;2;1;0;0;0;1;6;10;10;9
"MK14 Etelä-Pohjanmaa";"2011W48";51;0;0;0;0;1;1;0;0;0;0;1;0;4;0;4;6;12;13;9
"MK14 Etelä-Pohjanmaa";"2011W49";52;0;0;0;1;0;0;1;0;0;1;1;2;4;4;4;3;9;11;11
"MK14 Etelä-Pohjanmaa";"2011W50";50;0;0;0;0;0;0;0;0;0;0;1;2;4;2;4;7;13;6;11
"MK14 Etelä-Pohjanmaa";"2011W51";38;0;0;0;0;0;0;0;0;0;0;0;1;4;3;3;5;9;7;6
"MK14 Etelä-Pohjanmaa";"2011W52";39;0;0;0;0;0;0;0;0;0;0;1;1;4;2;4;7;5;9;6
"MK14 Etelä-Pohjanmaa";"2012W01";47;0;0;0;0;0;0;1;0;0;2;1;1;2;4;3;4;7;14;8
"MK14 Etelä-Pohjanmaa";"2012W02";49;0;0;0;1;1;1;0;0;0;0;1;2;3;2;1;4;17;6;10
"MK14 Etelä-Pohjanmaa";"2012W03";46;1;0;0;0;0;0;0;0;0;2;0;2;1;1;4;6;8;12;9
"MK14 Etelä-Pohjanmaa";"2012W04";41;0;0;0;0;0;0;0;0;1;1;1;2;1;3;1;8;8;10;5
"MK14 Etelä-Pohjanmaa";"2012W05";40;0;0;0;0;1;0;0;0;0;0;2;2;2;0;3;3;8;10;9
"MK14 Etelä-Pohjanmaa";"2012W06";56;0;0;0;0;0;0;2;0;0;1;0;3;6;4;2;5;11;9;13
"MK14 Etelä-Pohjanmaa";"2012W07";58;0;0;0;0;0;0;0;0;0;1;3;3;2;2;8;12;5;10;12
"MK14 Etelä-Pohjanmaa";"2012W08";38;0;0;0;0;0;1;0;0;0;1;1;5;1;4;3;3;3;11;5
"MK14 Etelä-Pohjanmaa";"2012W09";50;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;6;8;16;11
"MK14 Etelä-Pohjanmaa";"2012W10";49;0;0;0;0;1;0;0;0;1;0;2;1;1;4;4;7;7;10;11
"MK14 Etelä-Pohjanmaa";"2012W11";45;0;0;0;0;0;1;0;1;0;0;3;4;1;5;4;3;7;7;9
"MK14 Etelä-Pohjanmaa";"2012W12";43;0;0;0;0;0;0;0;0;0;1;3;0;2;2;2;6;5;13;9
"MK14 Etelä-Pohjanmaa";"2012W13";38;0;0;0;0;0;0;0;0;0;0;0;1;4;2;2;2;8;9;10
"MK14 Etelä-Pohjanmaa";"2012W14";48;0;0;0;0;0;0;0;0;0;1;5;1;1;2;5;7;10;6;10
"MK14 Etelä-Pohjanmaa";"2012W15";42;0;0;0;1;0;0;0;1;0;0;0;1;4;4;1;3;6;13;8
"MK14 Etelä-Pohjanmaa";"2012W16";33;0;0;0;0;0;0;0;0;0;0;1;1;0;3;3;3;7;11;4
"MK14 Etelä-Pohjanmaa";"2012W17";41;0;0;0;0;0;0;0;0;1;0;1;0;3;3;5;4;11;5;8
"MK14 Etelä-Pohjanmaa";"2012W18";41;0;0;0;0;0;0;0;0;0;0;1;4;1;6;5;7;5;6;6
"MK14 Etelä-Pohjanmaa";"2012W19";32;0;0;0;0;1;0;0;0;2;0;0;1;1;4;0;3;4;7;9
"MK14 Etelä-Pohjanmaa";"2012W20";37;0;0;0;0;0;0;0;1;0;1;0;1;2;3;8;4;5;4;8
"MK14 Etelä-Pohjanmaa";"2012W21";42;0;0;0;1;0;1;0;0;1;0;1;1;6;2;5;3;10;5;6
"MK14 Etelä-Pohjanmaa";"2012W22";36;0;0;0;0;0;0;0;0;0;1;1;1;1;0;5;4;6;7;10
"MK14 Etelä-Pohjanmaa";"2012W23";41;0;0;0;0;0;0;0;1;0;0;2;1;2;4;6;3;11;8;3
"MK14 Etelä-Pohjanmaa";"2012W24";42;0;0;0;0;0;0;0;1;1;0;1;1;2;2;2;6;10;7;9
"MK14 Etelä-Pohjanmaa";"2012W25";37;0;0;0;2;0;0;0;0;0;0;0;2;3;4;1;5;6;6;8
