"12ng -- Kuolleet viikoittain sukupuolen, iän ja maakunnan mukaan (Pikaennakko), 1990W01-2022W14*"

"Alue";"Viikko";"Yhteensä Yhteensä Kuolleet";"0 - 4 Yhteensä Kuolleet";"5 - 9 Yhteensä Kuolleet";"10 - 14 Yhteensä Kuolleet";"15 - 19 Yhteensä Kuolleet";"20 - 24 Yhteensä Kuolleet";"25 - 29 Yhteensä Kuolleet";"30 - 34 Yhteensä Kuolleet";"35 - 39 Yhteensä Kuolleet";"40 - 44 Yhteensä Kuolleet";"45 - 49 Yhteensä Kuolleet";"50 - 54 Yhteensä Kuolleet";"55 - 59 Yhteensä Kuolleet";"60 - 64 Yhteensä Kuolleet";"65 - 69 Yhteensä Kuolleet";"70 - 74 Yhteensä Kuolleet";"75 - 79 Yhteensä Kuolleet";"80 - 84 Yhteensä Kuolleet";"85 - 89 Yhteensä Kuolleet";"90 - Yhteensä Kuolleet"
"MK02 Varsinais-Suomi";"2011W19";86;0;0;1;0;0;0;0;0;0;2;3;3;4;5;9;14;15;18;12
"MK02 Varsinais-Suomi";"2011W20";76;0;0;0;0;0;1;1;0;2;1;3;2;6;8;6;10;13;12;11
"MK02 Varsinais-Suomi";"2011W21";72;0;0;0;0;0;1;0;0;1;2;2;4;5;3;3;11;14;16;10
"MK02 Varsinais-Suomi";"2011W22";94;0;0;0;0;2;0;1;0;0;0;2;4;8;1;12;11;18;19;16
"MK02 Varsinais-Suomi";"2011W23";82;0;0;0;1;3;1;1;1;0;1;4;5;4;6;4;12;9;17;13
"MK02 Varsinais-Suomi";"2011W24";60;0;0;0;0;0;0;0;2;2;1;3;8;2;2;4;12;10;6;8
"MK02 Varsinais-Suomi";"2011W25";77;1;0;0;0;0;0;0;1;1;1;2;3;6;6;11;7;10;11;17
"MK02 Varsinais-Suomi";"2011W26";96;0;0;0;0;1;0;1;0;1;2;0;3;7;12;8;9;13;22;17
"MK02 Varsinais-Suomi";"2011W27";67;0;0;0;0;0;0;0;0;0;2;1;3;5;3;6;7;11;13;16
"MK02 Varsinais-Suomi";"2011W28";83;0;0;0;0;0;1;0;0;1;1;2;1;7;8;5;9;17;13;18
"MK02 Varsinais-Suomi";"2011W29";83;0;0;0;1;0;0;2;0;1;1;3;3;7;7;13;8;10;15;12
"MK02 Varsinais-Suomi";"2011W30";86;0;0;0;0;2;0;0;0;2;1;2;4;7;7;10;7;19;11;14
"MK02 Varsinais-Suomi";"2011W31";76;0;0;0;0;0;1;0;1;0;0;3;1;5;7;6;10;12;17;13
"MK02 Varsinais-Suomi";"2011W32";70;0;0;0;1;1;1;0;0;0;2;1;4;5;7;5;8;10;13;12
"MK02 Varsinais-Suomi";"2011W33";83;0;0;0;0;0;0;2;0;2;2;3;2;5;6;7;13;15;15;11
"MK02 Varsinais-Suomi";"2011W34";83;0;0;0;0;0;0;0;1;0;2;2;6;8;5;6;8;13;17;15
"MK02 Varsinais-Suomi";"2011W35";85;0;0;0;0;0;1;0;1;0;2;1;4;6;5;13;4;15;18;15
"MK02 Varsinais-Suomi";"2011W36";80;0;0;0;0;0;0;0;1;2;0;1;4;0;8;8;13;13;13;17
"MK02 Varsinais-Suomi";"2011W37";78;0;0;0;2;0;1;0;1;0;3;2;1;5;7;4;11;17;11;13
"MK02 Varsinais-Suomi";"2011W38";75;0;0;0;0;0;0;0;1;1;1;1;4;10;2;5;9;14;14;13
"MK02 Varsinais-Suomi";"2011W39";84;1;0;0;0;0;1;0;0;1;0;1;5;9;2;6;4;17;22;15
"MK02 Varsinais-Suomi";"2011W40";94;0;0;0;0;1;2;0;1;1;2;3;4;8;9;7;5;14;23;14
"MK02 Varsinais-Suomi";"2011W41";82;0;0;0;0;1;1;1;1;0;3;5;5;1;9;11;8;15;9;12
"MK02 Varsinais-Suomi";"2011W42";81;0;0;0;0;1;1;1;0;1;6;1;2;3;4;4;10;17;13;17
"MK02 Varsinais-Suomi";"2011W43";86;0;0;0;0;0;0;0;3;2;2;1;3;3;6;7;14;11;19;15
"MK02 Varsinais-Suomi";"2011W44";74;0;0;0;0;0;2;0;0;0;1;1;3;5;4;6;10;15;13;14
"MK02 Varsinais-Suomi";"2011W45";71;0;0;0;0;0;0;2;0;0;0;1;2;2;1;7;7;19;18;12
"MK02 Varsinais-Suomi";"2011W46";78;0;0;0;1;1;0;2;0;2;3;4;4;3;1;7;8;10;17;15
"MK02 Varsinais-Suomi";"2011W47";81;0;0;0;1;0;0;0;0;1;2;1;1;5;3;5;10;23;18;11
"MK02 Varsinais-Suomi";"2011W48";87;1;0;0;0;0;1;1;0;1;2;6;6;6;9;3;11;13;14;13
"MK02 Varsinais-Suomi";"2011W49";82;0;0;0;0;1;0;1;0;0;2;2;6;4;5;12;7;10;18;14
"MK02 Varsinais-Suomi";"2011W50";82;0;0;0;0;0;2;1;1;1;0;1;7;6;5;6;8;15;15;14
"MK02 Varsinais-Suomi";"2011W51";104;1;0;0;0;0;1;0;0;1;2;2;1;11;11;4;11;22;23;14
"MK02 Varsinais-Suomi";"2011W52";107;0;0;0;0;0;0;2;0;0;1;1;1;9;7;9;16;11;33;17
"MK02 Varsinais-Suomi";"2012W01";88;0;0;0;0;1;0;0;0;1;0;1;5;6;11;3;12;16;18;14
"MK02 Varsinais-Suomi";"2012W02";102;0;0;0;0;1;1;0;0;0;3;3;5;10;5;6;6;21;19;22
"MK02 Varsinais-Suomi";"2012W03";96;0;0;0;1;0;0;0;0;1;1;3;4;4;7;9;11;15;17;23
"MK02 Varsinais-Suomi";"2012W04";94;1;0;0;1;1;0;0;0;0;2;1;4;10;4;6;9;22;12;21
"MK02 Varsinais-Suomi";"2012W05";109;0;0;0;0;0;0;0;0;3;1;4;2;1;10;15;15;13;25;20
"MK02 Varsinais-Suomi";"2012W06";87;0;0;0;0;0;0;0;1;1;0;3;4;4;5;7;8;22;16;16
"MK02 Varsinais-Suomi";"2012W07";104;1;0;0;0;0;0;1;1;0;1;2;2;5;6;13;11;19;23;19
"MK02 Varsinais-Suomi";"2012W08";80;0;0;0;0;0;0;1;1;1;1;0;1;2;7;6;4;12;20;24
"MK02 Varsinais-Suomi";"2012W09";113;1;1;0;0;0;0;0;0;1;2;2;4;7;10;5;8;31;11;30
"MK02 Varsinais-Suomi";"2012W10";104;1;0;0;0;0;0;1;1;1;0;2;4;3;10;4;12;18;26;21
"MK02 Varsinais-Suomi";"2012W11";94;0;0;0;0;0;0;2;0;2;2;1;4;10;4;7;9;16;21;16
"MK02 Varsinais-Suomi";"2012W12";87;0;0;0;0;0;0;0;0;2;1;2;2;3;8;8;11;18;15;17
"MK02 Varsinais-Suomi";"2012W13";77;0;0;0;0;0;1;1;0;1;0;2;4;11;2;4;7;14;16;14
"MK02 Varsinais-Suomi";"2012W14";94;1;0;1;0;1;0;0;0;0;4;2;2;8;5;8;11;15;20;16
"MK02 Varsinais-Suomi";"2012W15";101;1;0;0;0;0;0;0;0;1;3;2;2;8;4;7;8;23;20;22
"MK02 Varsinais-Suomi";"2012W16";85;1;0;1;0;0;1;0;0;0;2;1;4;2;5;7;9;21;17;14
"MK02 Varsinais-Suomi";"2012W17";93;0;0;0;0;0;0;0;2;2;3;3;4;4;7;10;11;12;18;17
"MK02 Varsinais-Suomi";"2012W18";73;1;0;0;0;0;0;0;0;1;0;3;2;6;8;7;10;7;14;14
"MK02 Varsinais-Suomi";"2012W19";111;0;0;0;0;0;0;0;1;0;2;7;3;6;11;10;10;19;23;19
"MK02 Varsinais-Suomi";"2012W20";73;0;0;1;0;0;1;0;0;0;2;0;4;5;3;7;6;12;15;17
"MK02 Varsinais-Suomi";"2012W21";93;0;0;0;0;1;1;0;2;1;2;2;4;5;6;8;4;21;17;19
"MK02 Varsinais-Suomi";"2012W22";102;1;0;0;0;0;0;0;0;1;1;1;5;4;11;8;14;15;19;22
"MK02 Varsinais-Suomi";"2012W23";61;1;0;0;0;1;0;0;2;0;0;3;4;8;2;6;5;12;6;11
"MK02 Varsinais-Suomi";"2012W24";76;0;0;0;0;1;0;0;0;0;1;1;0;7;7;4;8;17;16;14
"MK02 Varsinais-Suomi";"2012W25";81;1;0;0;0;0;0;0;1;3;1;2;6;6;5;8;8;13;14;13
"MK02 Varsinais-Suomi";"2012W26";86;0;0;0;0;0;0;1;1;0;0;0;2;6;6;9;9;13;25;14
"MK02 Varsinais-Suomi";"2012W27";86;0;0;0;0;0;0;1;0;0;2;1;5;9;7;7;13;12;13;16
"MK02 Varsinais-Suomi";"2012W28";93;0;0;0;0;1;0;2;0;3;0;1;4;3;5;12;7;14;21;20
"MK02 Varsinais-Suomi";"2012W29";86;1;0;0;0;0;0;0;0;1;2;2;4;10;5;11;14;10;11;15
"MK02 Varsinais-Suomi";"2012W30";77;0;0;0;0;1;0;0;0;0;1;1;6;5;10;9;7;18;7;12
"MK02 Varsinais-Suomi";"2012W31";93;0;0;0;0;0;0;1;3;1;2;0;6;10;4;11;10;13;16;16
"MK02 Varsinais-Suomi";"2012W32";94;0;0;0;0;0;0;1;1;1;4;2;2;8;4;7;8;19;24;13
"MK02 Varsinais-Suomi";"2012W33";76;1;0;0;0;0;0;0;0;2;0;1;4;4;5;10;13;10;17;9
"MK02 Varsinais-Suomi";"2012W34";84;0;0;1;0;0;0;0;2;2;1;2;3;6;7;9;11;11;18;11
"MK02 Varsinais-Suomi";"2012W35";73;0;0;0;0;1;0;0;0;0;1;0;3;3;5;4;11;13;16;16
"MK02 Varsinais-Suomi";"2012W36";51;0;0;0;0;0;1;1;1;0;1;1;1;3;6;9;8;7;8;4
"MK02 Varsinais-Suomi";"2012W37";68;1;0;0;0;0;0;0;1;0;2;1;3;3;8;6;9;10;17;7
"MK02 Varsinais-Suomi";"2012W38";96;0;0;0;0;0;0;1;1;1;0;3;2;11;14;5;14;14;18;12
"MK02 Varsinais-Suomi";"2012W39";80;0;0;0;0;0;0;0;1;1;1;2;3;6;6;5;8;19;14;14
"MK02 Varsinais-Suomi";"2012W40";82;0;0;0;0;0;0;0;1;1;1;3;3;4;8;7;11;13;16;14
"MK02 Varsinais-Suomi";"2012W41";99;3;0;0;0;0;1;0;0;0;5;2;4;6;10;3;11;14;25;15
"MK02 Varsinais-Suomi";"2012W42";91;1;0;0;2;0;1;0;1;1;2;2;5;6;6;4;13;15;16;16
"MK02 Varsinais-Suomi";"2012W43";95;0;0;0;0;0;0;0;2;0;3;0;2;8;5;6;15;18;15;21
"MK02 Varsinais-Suomi";"2012W44";100;0;0;0;0;0;0;0;1;1;2;0;7;8;8;8;11;17;20;17
"MK02 Varsinais-Suomi";"2012W45";101;1;0;0;0;0;2;1;0;0;1;3;4;8;10;11;10;11;16;23
"MK02 Varsinais-Suomi";"2012W46";87;1;1;0;1;0;0;0;0;0;1;1;3;4;11;7;20;12;14;11
"MK02 Varsinais-Suomi";"2012W47";92;2;0;0;0;1;1;0;0;0;1;1;5;6;7;2;16;13;18;19
"MK02 Varsinais-Suomi";"2012W48";109;0;0;0;0;0;2;0;0;0;1;2;6;5;7;8;8;20;26;24
"MK02 Varsinais-Suomi";"2012W49";81;1;0;0;0;1;0;0;0;0;0;2;2;3;5;8;7;16;21;15
"MK02 Varsinais-Suomi";"2012W50";108;0;0;0;0;0;0;0;0;1;2;3;7;7;10;9;14;20;18;17
"MK02 Varsinais-Suomi";"2012W51";83;0;0;0;0;1;1;0;0;1;1;1;0;8;5;7;9;11;21;17
"MK02 Varsinais-Suomi";"2012W52";83;0;0;0;0;0;0;1;1;3;0;3;2;6;6;9;11;12;14;15
"MK02 Varsinais-Suomi";"2013W01";106;0;0;0;0;1;1;0;0;1;1;4;5;9;2;10;18;19;18;17
"MK02 Varsinais-Suomi";"2013W02";110;0;0;0;0;0;0;0;0;0;1;0;3;5;8;11;17;19;18;28
"MK02 Varsinais-Suomi";"2013W03";81;1;0;0;0;0;0;0;0;0;1;2;5;4;5;6;7;16;18;16
"MK02 Varsinais-Suomi";"2013W04";86;0;0;0;1;0;0;1;0;1;0;1;2;4;12;9;10;17;11;17
"MK02 Varsinais-Suomi";"2013W05";73;0;0;0;0;0;0;1;0;0;0;1;4;6;5;9;7;11;10;19
"MK02 Varsinais-Suomi";"2013W06";98;0;0;0;0;0;0;2;0;1;2;2;4;7;6;11;12;17;13;21
"MK02 Varsinais-Suomi";"2013W07";89;0;0;1;0;0;1;0;1;0;1;3;4;7;7;2;7;18;17;20
"MK02 Varsinais-Suomi";"2013W08";81;0;0;0;0;0;0;0;1;1;1;3;2;4;5;8;10;13;13;20
"MK02 Varsinais-Suomi";"2013W09";103;0;0;0;0;0;0;0;1;2;3;1;6;3;10;9;11;13;26;18
"MK02 Varsinais-Suomi";"2013W10";104;0;0;0;0;0;0;1;1;1;1;4;0;5;6;5;15;22;16;27
"MK02 Varsinais-Suomi";"2013W11";109;0;0;0;0;0;0;0;0;0;2;1;2;5;5;13;16;19;30;16
"MK02 Varsinais-Suomi";"2013W12";125;0;0;0;0;0;1;0;1;1;5;4;7;7;16;11;14;14;24;20
"MK02 Varsinais-Suomi";"2013W13";103;0;0;0;0;0;0;0;0;0;0;3;4;9;5;14;10;15;25;18
"MK02 Varsinais-Suomi";"2013W14";94;0;0;0;0;2;0;1;2;2;1;0;3;7;8;6;11;15;21;15
"MK02 Varsinais-Suomi";"2013W15";96;0;0;0;1;1;0;0;2;0;2;3;4;3;6;11;14;16;18;15
"MK02 Varsinais-Suomi";"2013W16";90;0;0;0;1;1;0;1;1;0;4;2;3;5;8;10;9;11;16;18
"MK02 Varsinais-Suomi";"2013W17";85;0;0;0;0;0;0;1;1;0;2;0;2;5;6;10;10;15;18;15
"MK02 Varsinais-Suomi";"2013W18";93;1;0;1;0;0;0;0;0;2;1;1;3;4;9;4;14;17;13;23
"MK02 Varsinais-Suomi";"2013W19";69;0;0;0;0;0;0;0;2;0;0;1;2;8;3;3;11;15;12;12
"MK02 Varsinais-Suomi";"2013W20";97;0;0;0;0;0;1;0;1;0;2;4;1;4;7;9;14;22;19;13
"MK02 Varsinais-Suomi";"2013W21";71;0;0;0;0;1;0;1;0;0;0;2;0;3;6;6;11;12;13;16
"MK02 Varsinais-Suomi";"2013W22";85;0;0;0;0;0;1;1;1;0;3;2;5;7;6;3;5;14;20;17
"MK02 Varsinais-Suomi";"2013W23";86;0;0;0;0;0;0;0;0;0;1;2;2;3;12;6;10;14;19;17
"MK02 Varsinais-Suomi";"2013W24";89;0;0;0;0;0;0;0;0;1;4;4;4;11;3;6;4;20;17;15
"MK02 Varsinais-Suomi";"2013W25";82;0;0;0;0;0;0;0;0;2;1;2;4;3;10;5;14;16;15;10
"MK02 Varsinais-Suomi";"2013W26";79;0;0;0;0;0;0;1;0;1;1;2;2;4;6;6;17;8;18;13
"MK02 Varsinais-Suomi";"2013W27";82;0;0;0;1;0;1;0;1;0;1;1;5;7;6;5;10;9;22;13
"MK02 Varsinais-Suomi";"2013W28";78;0;0;0;0;0;1;1;0;1;2;1;4;3;7;2;9;20;16;11
"MK02 Varsinais-Suomi";"2013W29";95;0;0;0;0;0;1;0;0;2;2;3;6;4;9;11;4;16;16;21
"MK02 Varsinais-Suomi";"2013W30";79;0;0;0;1;1;0;1;0;1;1;4;4;6;8;4;6;13;13;16
"MK02 Varsinais-Suomi";"2013W31";74;0;0;0;0;1;0;0;0;0;2;2;4;4;8;10;10;9;13;11
"MK02 Varsinais-Suomi";"2013W32";87;1;0;0;0;0;0;0;0;1;0;4;1;8;8;9;9;14;15;17
"MK02 Varsinais-Suomi";"2013W33";95;0;0;0;0;0;2;0;2;0;3;1;1;6;7;13;11;14;14;21
"MK02 Varsinais-Suomi";"2013W34";82;0;0;0;0;0;2;0;0;0;2;3;2;2;6;6;8;23;14;14
"MK02 Varsinais-Suomi";"2013W35";90;1;0;0;0;0;0;0;0;1;1;2;5;2;5;6;9;14;21;23
"MK02 Varsinais-Suomi";"2013W36";79;0;0;0;0;1;0;0;0;2;0;1;1;8;6;10;7;10;16;17
"MK02 Varsinais-Suomi";"2013W37";102;0;0;0;1;0;0;1;1;3;2;3;6;8;12;10;9;15;18;13
"MK02 Varsinais-Suomi";"2013W38";79;1;0;0;0;0;2;3;0;0;2;1;5;5;6;6;4;10;8;26
"MK02 Varsinais-Suomi";"2013W39";101;2;0;0;0;0;0;0;0;1;2;5;7;8;11;7;7;17;19;15
"MK02 Varsinais-Suomi";"2013W40";80;2;0;0;0;0;1;0;1;2;1;2;4;7;14;5;11;12;9;9
"MK02 Varsinais-Suomi";"2013W41";94;1;0;0;0;1;0;0;0;1;1;0;3;5;9;12;10;9;24;18
"MK02 Varsinais-Suomi";"2013W42";95;0;0;0;0;0;0;0;1;0;4;0;3;7;10;6;11;8;27;18
"MK02 Varsinais-Suomi";"2013W43";85;0;0;0;0;0;0;0;0;2;0;1;2;6;9;9;7;14;20;15
"MK02 Varsinais-Suomi";"2013W44";74;0;0;0;0;1;0;1;0;1;0;1;4;4;5;7;8;13;15;14
"MK02 Varsinais-Suomi";"2013W45";91;0;0;0;0;0;0;0;0;2;2;2;7;2;10;6;6;18;16;20
"MK02 Varsinais-Suomi";"2013W46";85;1;0;0;0;0;0;0;0;2;1;2;4;9;7;7;4;18;13;17
"MK02 Varsinais-Suomi";"2013W47";91;0;0;0;0;1;0;1;0;0;0;6;3;2;5;17;9;15;17;15
"MK02 Varsinais-Suomi";"2013W48";77;0;0;0;0;0;1;2;0;1;0;3;4;4;7;8;14;14;9;10
"MK02 Varsinais-Suomi";"2013W49";98;0;0;0;0;0;1;0;2;0;2;6;1;8;6;10;8;11;20;23
"MK02 Varsinais-Suomi";"2013W50";99;0;0;0;0;0;0;0;2;0;2;2;6;6;13;9;6;14;21;18
"MK02 Varsinais-Suomi";"2013W51";79;0;0;0;0;0;0;0;1;2;0;1;4;5;5;8;8;14;12;19
"MK02 Varsinais-Suomi";"2013W52";99;0;0;0;1;1;1;0;0;0;1;2;6;9;7;14;11;15;14;17
"MK02 Varsinais-Suomi";"2014W01";92;0;1;0;0;0;0;0;1;0;0;0;6;6;5;5;7;11;27;23
"MK02 Varsinais-Suomi";"2014W02";96;0;0;0;0;0;1;0;0;0;1;2;2;2;12;9;12;19;18;18
"MK02 Varsinais-Suomi";"2014W03";95;0;0;0;0;0;0;1;1;0;1;3;4;6;10;10;9;11;19;20
"MK02 Varsinais-Suomi";"2014W04";91;0;0;0;0;0;0;1;1;0;0;1;5;3;3;8;21;13;18;17
"MK02 Varsinais-Suomi";"2014W05";99;0;0;0;0;1;1;0;0;0;1;1;3;6;14;6;15;11;28;12
"MK02 Varsinais-Suomi";"2014W06";91;0;0;0;0;0;1;0;1;1;0;2;6;3;6;12;9;14;17;19
"MK02 Varsinais-Suomi";"2014W07";82;0;1;0;0;1;0;0;1;1;1;0;2;3;5;8;9;11;19;20
"MK02 Varsinais-Suomi";"2014W08";67;0;0;0;0;1;0;0;0;0;1;1;1;4;3;8;9;15;12;12
"MK02 Varsinais-Suomi";"2014W09";83;2;0;0;0;0;0;1;0;0;0;2;5;3;5;10;7;11;18;19
"MK02 Varsinais-Suomi";"2014W10";90;1;0;0;0;0;0;1;0;0;0;2;3;7;6;9;11;19;18;13
"MK02 Varsinais-Suomi";"2014W11";106;0;0;0;0;1;1;0;1;0;3;4;3;5;11;8;17;15;23;14
"MK02 Varsinais-Suomi";"2014W12";92;0;0;0;0;1;0;0;0;1;0;2;2;7;12;6;10;20;15;16
"MK02 Varsinais-Suomi";"2014W13";98;1;0;0;0;1;0;1;0;0;0;4;2;7;8;8;13;12;17;24
"MK02 Varsinais-Suomi";"2014W14";83;0;0;0;0;1;0;1;1;1;2;2;1;4;7;4;10;10;16;23
"MK02 Varsinais-Suomi";"2014W15";107;2;0;0;0;0;0;0;0;1;0;6;4;4;15;12;9;16;21;17
"MK02 Varsinais-Suomi";"2014W16";85;0;0;0;0;1;0;0;2;0;0;1;2;5;11;6;9;14;13;21
"MK02 Varsinais-Suomi";"2014W17";98;0;0;0;0;0;1;0;1;1;2;1;1;7;5;5;9;16;29;20
"MK02 Varsinais-Suomi";"2014W18";99;1;0;0;0;0;0;0;0;0;2;0;3;8;5;11;9;18;26;16
"MK02 Varsinais-Suomi";"2014W19";89;0;0;0;1;0;1;1;0;0;1;1;1;2;12;7;7;13;17;25
"MK02 Varsinais-Suomi";"2014W20";91;0;0;0;0;0;1;0;0;2;0;2;3;6;8;8;7;14;13;27
"MK02 Varsinais-Suomi";"2014W21";90;0;1;0;0;0;0;0;1;0;1;2;3;8;8;8;6;12;23;17
"MK02 Varsinais-Suomi";"2014W22";79;0;0;0;0;0;0;0;0;1;2;2;1;4;6;9;10;18;12;14
"MK02 Varsinais-Suomi";"2014W23";94;0;0;0;0;0;1;1;2;0;2;3;1;6;5;5;8;20;18;22
"MK02 Varsinais-Suomi";"2014W24";82;0;0;1;0;0;2;0;0;0;0;2;1;7;6;5;17;16;15;10
"MK02 Varsinais-Suomi";"2014W25";86;0;1;0;0;0;0;1;0;1;1;2;4;4;8;7;13;10;14;20
"MK02 Varsinais-Suomi";"2014W26";95;0;0;0;0;0;0;1;0;2;3;1;6;5;8;7;8;16;19;19
"MK02 Varsinais-Suomi";"2014W27";96;2;0;0;0;0;1;0;0;0;1;1;1;2;7;8;12;20;24;17
"MK02 Varsinais-Suomi";"2014W28";63;0;0;0;0;1;0;1;2;2;0;1;2;4;5;0;9;10;15;11
"MK02 Varsinais-Suomi";"2014W29";89;0;0;0;0;0;0;1;0;0;1;3;2;6;6;8;11;17;24;10
"MK02 Varsinais-Suomi";"2014W30";83;0;0;0;0;0;0;1;0;0;1;2;6;2;6;10;10;12;19;14
"MK02 Varsinais-Suomi";"2014W31";92;0;0;0;0;1;1;0;0;0;2;2;2;0;9;8;12;12;17;26
"MK02 Varsinais-Suomi";"2014W32";87;0;0;0;0;0;1;0;1;1;0;2;1;2;14;4;14;15;19;13
"MK02 Varsinais-Suomi";"2014W33";73;1;0;0;0;0;0;0;1;1;2;0;1;3;14;6;7;13;13;11
"MK02 Varsinais-Suomi";"2014W34";83;0;0;0;0;0;0;0;0;1;1;2;2;8;7;9;12;17;12;12
"MK02 Varsinais-Suomi";"2014W35";73;1;0;0;0;0;1;0;2;0;0;4;5;4;9;4;9;12;10;12
"MK02 Varsinais-Suomi";"2014W36";78;0;0;0;0;1;1;0;0;1;0;1;4;5;6;11;14;10;14;10
"MK02 Varsinais-Suomi";"2014W37";79;0;0;0;0;0;1;0;0;1;3;1;2;7;3;7;12;7;16;19
"MK02 Varsinais-Suomi";"2014W38";87;0;0;0;0;0;0;0;0;0;0;0;4;11;9;5;5;15;17;21
"MK02 Varsinais-Suomi";"2014W39";85;0;0;0;0;0;0;0;2;1;2;3;7;3;6;5;13;13;14;16
"MK02 Varsinais-Suomi";"2014W40";100;0;0;0;0;0;0;1;1;1;1;5;4;6;10;10;11;13;18;19
"MK02 Varsinais-Suomi";"2014W41";80;0;0;0;0;0;0;1;0;0;2;1;2;3;7;10;8;13;11;22
"MK02 Varsinais-Suomi";"2014W42";84;0;0;0;0;0;0;0;0;0;4;1;2;2;8;8;13;14;17;15
"MK02 Varsinais-Suomi";"2014W43";74;0;0;0;0;0;0;1;0;0;0;2;3;5;5;8;10;10;19;11
"MK02 Varsinais-Suomi";"2014W44";99;1;0;0;0;0;1;0;2;0;1;0;6;4;10;5;21;16;22;10
"MK02 Varsinais-Suomi";"2014W45";94;0;0;0;0;0;0;0;1;0;1;1;8;10;7;6;13;15;15;17
"MK02 Varsinais-Suomi";"2014W46";83;2;0;0;0;0;0;0;1;0;1;3;0;4;5;12;12;12;16;15
"MK02 Varsinais-Suomi";"2014W47";78;2;0;0;0;1;1;2;1;0;0;1;2;3;4;7;7;17;13;17
"MK02 Varsinais-Suomi";"2014W48";83;1;0;0;0;0;0;0;1;2;1;1;2;4;7;6;8;15;18;17
"MK02 Varsinais-Suomi";"2014W49";120;0;0;0;0;1;1;0;1;4;0;1;2;7;10;8;19;16;25;25
"MK02 Varsinais-Suomi";"2014W50";95;0;0;0;1;0;1;0;2;0;2;4;0;6;7;7;12;9;26;18
"MK02 Varsinais-Suomi";"2014W51";93;1;0;0;0;0;0;0;1;2;4;0;4;6;9;7;14;12;21;12
"MK02 Varsinais-Suomi";"2014W52";97;0;0;0;0;0;0;0;0;1;2;2;0;7;7;12;18;15;11;22
"MK02 Varsinais-Suomi";"2015W01";116;1;0;0;2;0;0;0;2;1;1;2;4;9;3;7;10;18;19;37
"MK02 Varsinais-Suomi";"2015W02";103;0;0;0;0;0;0;2;0;1;0;4;4;6;6;8;11;16;21;24
"MK02 Varsinais-Suomi";"2015W03";99;0;0;0;0;0;0;1;1;1;2;3;0;5;10;5;7;12;20;32
"MK02 Varsinais-Suomi";"2015W04";90;0;0;0;0;0;1;0;1;0;0;1;3;4;9;4;9;11;22;25
"MK02 Varsinais-Suomi";"2015W05";87;0;0;0;0;0;0;0;0;1;0;1;2;4;7;12;14;9;14;23
"MK02 Varsinais-Suomi";"2015W06";84;0;0;0;0;0;0;0;1;1;0;1;1;1;5;9;16;15;15;19
"MK02 Varsinais-Suomi";"2015W07";87;0;0;0;0;0;0;0;1;0;3;1;1;3;6;12;11;10;18;21
"MK02 Varsinais-Suomi";"2015W08";91;0;0;0;0;1;0;0;0;1;1;0;4;8;8;10;9;15;18;16
"MK02 Varsinais-Suomi";"2015W09";111;0;0;0;0;0;0;0;0;0;0;1;6;5;11;14;17;14;21;22
"MK02 Varsinais-Suomi";"2015W10";93;0;0;0;0;0;0;1;1;0;0;2;4;3;9;11;12;14;19;17
"MK02 Varsinais-Suomi";"2015W11";98;0;1;0;1;1;1;0;0;0;2;1;4;10;9;11;6;14;21;16
"MK02 Varsinais-Suomi";"2015W12";72;0;0;0;0;1;1;0;1;0;2;4;2;2;4;6;11;10;10;18
"MK02 Varsinais-Suomi";"2015W13";101;0;0;0;0;0;0;0;1;0;2;1;2;7;13;5;17;16;16;21
"MK02 Varsinais-Suomi";"2015W14";81;0;0;0;0;2;0;0;0;0;1;3;1;4;5;4;11;13;20;17
"MK02 Varsinais-Suomi";"2015W15";105;0;0;0;0;1;0;1;2;0;3;0;3;4;12;10;8;18;17;26
"MK02 Varsinais-Suomi";"2015W16";78;1;0;0;0;1;0;0;0;1;0;1;12;6;8;2;9;13;13;11
"MK02 Varsinais-Suomi";"2015W17";86;1;0;0;1;0;0;1;0;2;2;3;2;4;13;5;5;11;13;23
"MK02 Varsinais-Suomi";"2015W18";95;2;0;0;0;0;1;0;0;0;1;1;3;5;8;5;9;20;15;25
"MK02 Varsinais-Suomi";"2015W19";87;0;0;0;0;0;0;0;0;1;3;1;2;5;9;7;14;10;16;19
"MK02 Varsinais-Suomi";"2015W20";101;0;0;0;0;1;0;1;1;0;2;2;3;7;7;3;12;19;16;27
"MK02 Varsinais-Suomi";"2015W21";89;0;0;0;0;0;0;0;0;1;1;0;2;4;10;5;16;12;14;24
"MK02 Varsinais-Suomi";"2015W22";86;2;0;0;0;0;0;0;0;0;3;0;3;5;7;5;19;16;12;14
"MK02 Varsinais-Suomi";"2015W23";79;0;0;0;0;0;0;0;0;0;1;1;0;6;10;7;9;11;18;16
"MK02 Varsinais-Suomi";"2015W24";76;0;0;0;0;0;0;0;0;1;1;2;2;4;8;8;6;12;14;18
"MK02 Varsinais-Suomi";"2015W25";78;0;0;0;0;2;0;1;0;0;2;2;4;6;9;5;8;14;12;13
"MK02 Varsinais-Suomi";"2015W26";90;0;0;0;0;0;0;0;1;1;1;1;2;5;15;4;12;13;19;16
"MK02 Varsinais-Suomi";"2015W27";88;1;0;0;1;0;2;1;1;2;2;5;4;2;10;7;5;13;18;14
"MK02 Varsinais-Suomi";"2015W28";79;0;0;0;0;0;0;0;0;1;1;1;2;4;7;6;9;15;15;18
