group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
75to84;2018-04;20493.56;21571.25;21030.11;22116.96;22881
75to84;2018-05;20484.14;21561.18;21020.36;22106.56;22730
75to84;2018-06;20450.35;21523.38;20984.58;22066.71;22987
75to84;2018-07;20392.78;21458.6;20923.43;21998.26;23556
75to84;2018-08;20312.4;21368.11;20838.02;21902.61;23726
75to84;2018-09;20210.54;21253.66;20729.91;21781.75;25571
75to84;2018-10;20088.89;21117.45;20601.03;21638.11;26014
75to84;2018-11;19949.42;20962.02;20453.63;21474.55;24041
75to84;2018-12;19794.38;20790.24;20290.27;21294.25;22707
75to84;2018-13;19626.21;20605.18;20113.71;21100.6;22188
75to84;2018-14;19447.55;20410.05;19926.86;20897.08;21278
75to84;2018-15;19261.11;20208.14;19732.73;20687.3;20616
75to84;2018-16;19069.74;20002.7;19534.36;20474.73;19777
75to84;2018-17;18876.26;19796.94;19334.77;20262.73;18756
75to84;2018-18;18683.53;19593.88;19136.9;20054.44;18661
75to84;2018-19;18494.33;19396.4;18943.57;19852.78;18446
75to84;2018-20;18311.33;19207.17;18757.47;19660.41;18034
75to84;2018-21;18137.12;19028.59;18581.07;19479.64;18459
75to84;2018-22;17974.07;18862.84;18416.66;19312.55;18531
75to84;2018-23;17824.39;18711.84;18266.32;19160.93;18434
75to84;2018-24;17690.07;18577.28;18131.87;19026.29;17419
75to84;2018-25;17572.86;18460.58;18014.9;18909.89;17748
75to84;2018-26;17474.26;18362.96;17916.77;18812.78;18473
75to84;2018-27;17395.52;18285.37;17838.59;18735.81;18346
75to84;2018-28;17337.61;18228.58;17781.24;18679.61;17816
75to84;2018-29;17301.27;18193.13;17745.33;18644.63;18054
75to84;2018-30;17286.93;18179.35;17731.27;18631.14;19252
75to84;2018-31;17294.78;18187.38;17739.21;18639.25;19837
75to84;2018-32;17324.77;18217.12;17769.08;18668.86;19187
75to84;2018-33;17376.52;18268.31;17820.56;18719.76;17987
75to84;2018-34;17449.43;18340.47;17893.1;18791.51;17965
75to84;2018-35;17542.63;18432.91;17985.93;18883.52;17604
75to84;2018-36;17654.97;18544.7;18098.01;18995.01;18014
75to84;2018-37;17785.06;18674.75;18228.09;19124.99;17991
75to84;2018-38;17931.23;18821.69;18374.66;19272.28;18126
75to84;2018-39;18091.6;18983.93;18535.97;19435.43;18129
75to84;2018-40;18264;19159.67;18710.05;19612.83;18446
75to84;2018-41;18446.14;19346.83;18894.7;19802.51;19091
75to84;2018-42;18635.49;19543.11;19087.5;20002.28;18447
75to84;2018-43;18829.38;19745.96;19285.86;20209.67;18723
75to84;2018-44;19025.04;19952.65;19487.01;20421.94;19468
75to84;2018-45;19219.64;20160.19;19688.04;20636.05;19663
75to84;2018-46;19410.29;20365.5;19885.98;20848.82;19270
75to84;2018-47;19594.14;20565.36;20077.79;21056.81;19919
75to84;2018-48;19768.41;20756.5;20260.45;21256.54;20493
75to84;2018-49;19930.41;20935.7;20430.99;21444.5;20591
75to84;2018-50;20077.61;21099.81;20586.59;21617.22;20472
75to84;2018-51;20207.68;21245.88;20724.61;21771.44;21219
75to84;2018-52;20318.55;21371.21;20842.67;21904.15;20950
75to84;2019-01;20408.42;21473.45;20938.68;22012.71;21648
75to84;2019-02;20475.83;21550.63;21010.94;22094.86;22660
75to84;2019-03;20519.68;21601.25;21058.15;22148.95;22713
75to84;2019-04;20539.24;21624.34;21079.47;22173.83;22820
75to84;2019-05;20534.22;21619.44;21074.5;22169;23022
75to84;2019-06;20504.69;21586.65;21043.36;22134.55;23189
75to84;2019-07;20451.18;21526.63;20986.61;22071.2;22903
75to84;2019-08;20374.6;21440.55;20905.31;21980.28;22052
75to84;2019-09;20276.21;21330.09;20800.92;21863.67;22200
75to84;2019-10;20157.64;21197.37;20675.33;21723.74;21688
75to84;2019-11;20020.84;21044.91;20530.74;21563.29;21176
75to84;2019-12;19868;20875.5;20369.67;21385.45;20205
75to84;2019-13;19701.55;20692.22;20194.86;21193.59;20280
75to84;2019-14;19524.08;20498.25;20009.19;20991.24;20320
75to84;2019-15;19338.34;20296.89;19815.68;20781.92;19799
75to84;2019-16;19147.13;20091.43;19617.38;20569.23;19936
75to84;2019-17;18953.32;19885.05;19417.32;20356.48;19674
75to84;2019-18;18759.76;19680.86;19218.47;20146.91;18988
75to84;2019-19;18569.23;19481.79;19023.68;19943.51;19329
75to84;2019-20;18384.47;19290.49;18835.67;19748.92;19078
75to84;2019-21;18208.06;19109.49;18656.96;19565.63;18980
75to84;2019-22;18042.46;18940.97;18489.89;19395.66;18378
75to84;2019-23;17889.87;18786.93;18336.57;19240.92;18673
75to84;2019-24;17752.36;18649.08;18198.88;19102.94;18325
75to84;2019-25;17631.71;18528.92;18078.46;18983.06;18350
75to84;2019-26;17529.47;18427.68;17976.7;18882.36;18973
75to84;2019-27;17446.94;18346.38;17894.78;18801.72;18542
75to84;2019-28;17385.16;18285.81;17833.59;18741.79;17993
75to84;2019-29;17344.87;18246.58;17793.82;18703.12;18013
75to84;2019-30;17326.58;18229.05;17775.91;18685.98;20041
75to84;2019-31;17330.54;18233.38;17780.05;18690.49;18027
75to84;2019-32;17356.71;18259.52;17806.21;18716.61;18132
75to84;2019-33;17404.79;18307.25;17854.12;18764.15;17566
75to84;2019-34;17474.26;18376.06;17923.27;18832.59;17993
75to84;2019-35;17564.15;18465.46;18012.92;18921.72;18660
75to84;2019-36;17673.51;18574.4;18122.09;19030.41;17790
75to84;2019-37;17800.93;18701.88;18249.55;19157.88;18060
75to84;2019-38;17944.8;18846.56;18393.84;19302.94;18184
75to84;2019-39;18103.26;19006.91;18553.25;19464.2;18862
75to84;2019-40;18274.24;19181.1;18725.84;19639.98;18755
75to84;2019-41;18455.35;19367.19;18909.44;19828.58;19406
75to84;2019-42;18644.16;19562.87;19101.67;20027.71;19402
75to84;2019-43;18838.04;19765.6;19299.97;20234.93;19330
75to84;2019-44;19034.23;19972.66;19501.56;20447.48;19630
75to84;2019-45;19229.81;20181.18;19703.58;20662.57;19770
75to84;2019-46;19421.99;20388;19903.04;20876.83;20633
75to84;2019-47;19607.86;20589.93;20096.89;21086.93;20620
75to84;2019-48;19784.43;20783.89;20282.11;21289.74;20636
75to84;2019-49;19949.55;20966.06;20455.7;21480.6;20796
75to84;2019-50;20100.07;21133.84;20614.8;21657.18;21403
75to84;2019-51;20233.82;21284.04;20756.72;21815.75;21634
75to84;2019-52;20348.66;21413.89;20879.01;21953.27;21131
75to84;2020-01;20442.74;21520.96;20979.54;22066.96;21365
75to84;2020-02;20514.51;21603.22;21056.52;22154.56;22179
75to84;2020-03;20562.82;21659.06;21108.57;22214.26;21761
75to84;2020-04;20586.87;21687.41;21134.75;22244.81;21553
75to84;2020-05;20586.27;21687.72;21134.61;22245.59;22155
75to84;2020-06;20561.05;21659.99;21108.14;22216.58;21157
75to84;2020-07;20511.64;21604.78;21055.84;22158.4;21626
75to84;2020-08;20438.88;21523.17;20978.69;22072.27;20899
75to84;2020-09;20343.99;21416.77;20878.08;21960.01;21274
75to84;2020-10;20228.92;21287.24;20755.84;21823.11;21224
75to84;2020-11;20094.47;21138.16;20614.11;21666.58;21801
75to84;2020-12;19943.87;20971.2;20455.38;21491.28;24242
75to84;2020-13;19779.18;20789.74;20282.36;21301.28;28604
75to84;2020-14;19602.96;20596.98;20097.92;21100.1;31448
75to84;2020-15;19417.96;20396.2;19905.08;20891.3;30686
75to84;2020-16;19226.98;20190.71;19706.88;20678.43;27140
75to84;2020-17;19032.88;19983.74;19506.38;20464.93;24048
75to84;2020-18;18838.53;19778.42;19306.56;20254.05;21928
75to84;2020-19;18646.75;19577.68;19110.33;20048.78;20710
75to84;2020-20;18460.29;19384.31;18920.42;19851.92;19483
75to84;2020-21;18281.77;19200.81;18739.41;19665.93;19227
75to84;2020-22;18113.64;19029.46;18569.67;19492.98;18343
75to84;2020-23;17958.21;18872.3;18413.37;19334.98;18480
75to84;2020-24;17817.55;18731.09;18272.42;19193.54;18170
75to84;2020-25;17693.5;18607.39;18148.53;19070.05;17932
75to84;2020-26;17587.65;18502.47;18043.13;18965.64;18478
75to84;2020-27;17501.35;18417.4;17957.43;18881.23;17878
75to84;2020-28;17435.69;18353.01;17892.39;18817.51;17915
75to84;2020-29;17391.45;18309.95;17848.73;18775.08;18302
75to84;2020-30;17369.21;18288.62;17826.94;18754.22;18260
75to84;2020-31;17369.25;18289.21;17827.25;18755.08;19048
75to84;2020-32;17391.58;18311.73;17849.68;18777.7;18823
75to84;2020-33;17435.94;18355.98;17893.99;18821.88;20470
75to84;2020-34;17501.83;18421.54;17959.72;18887.25;18547
75to84;2020-35;17588.45;18507.8;18046.17;18973.3;18295
75to84;2020-36;17694.76;18613.92;18152.4;19079.29;18402
75to84;2020-37;17819.39;18738.89;18277.21;19204.39;19020
75to84;2020-38;17960.92;18881.3;18419.2;19347.21;19418
75to84;2020-39;18117.38;19039.78;18576.67;19506.66;19277
75to84;2020-40;18286.76;19212.53;18747.74;19681.1;19827
75to84;2020-41;18466.81;19397.55;18930.27;19868.61;20032
75to84;2020-42;18655.03;19592.62;19121.91;20067.12;20631
75to84;2020-43;18848.81;19795.25;19320.1;20274.23;22125
75to84;2020-44;19045.41;20002.74;19522.12;20487.24;23617
75to84;2020-45;19241.97;20212.18;19725.09;20703.23;24706
75to84;2020-46;19435.62;20420.51;19926.03;20919.01;25378
75to84;2020-47;19623.47;20624.5;20121.91;21131.21;25233
75to84;2020-48;19802.69;20820.89;20309.66;21336.34;25268
75to84;2020-49;19970.52;21006.41;20486.28;21530.86;25776
75to84;2020-50;20124.37;21177.84;20648.86;21711.26;26494
75to84;2020-51;20261.79;21332.15;20794.67;21874.17;26638
75to84;2020-52;20380.61;21466.51;20921.21;22016.46;26539
75to84;2020-53;20478.9;21578.42;21026.26;22135.32;27222
75to84;2021-01;20555.07;21665.75;21107.97;22228.35;27774
75to84;2021-02;20607.87;21726.83;21164.89;22293.67;28603
75to84;2021-03;20636.43;21760.47;21195.97;22329.91;29237
75to84;2021-04;20640.29;21766.03;21200.67;22336.33;27517
75to84;2021-05;20619.41;21743.4;21178.92;22312.81;25790
75to84;2021-06;20574.14;21693.05;21131.13;22259.86;24461
75to84;2021-07;20505.26;21615.97;21058.17;22178.6;23390
75to84;2021-08;20413.93;21513.68;20961.4;22070.72;21984
75to84;2021-09;20301.68;21388.16;20842.56;21938.44;21378
75to84;2021-10;20170.33;21241.8;20703.75;21784.42;21223
75to84;2021-11;20022.02;21077.33;20547.42;21611.72;21272
75to84;2021-12;19859.14;20897.75;20376.24;21423.63;21141
75to84;2021-13;19684.23;20706.23;20193.08;21223.67;21812.88
75to84;2021-14;19500.02;20506.07;20000.94;21015.39;21281.47
75to84;2021-15;19309.31;20300.57;19802.87;20802.37;20976.78
75to84;2021-16;19114.99;20093;19601.96;20588.07;20922.89
75to84;2021-17;18919.92;19886.51;19401.21;20375.79;20632.78
75to84;2021-18;18726.94;19684.11;19203.54;20168.63;20315.13
75to84;2021-19;18538.83;19488.6;19011.74;19969.39;19578.1
75to84;2021-20;18358.24;19302.56;18828.43;19780.61;19055.76
75to84;2021-21;18187.67;19128.32;18656.02;19604.54;18562.92
75to84;2021-22;18029.44;18967.97;18496.72;19443.15;18667.73
75to84;2021-23;17885.67;18823.34;18352.51;19298.13;18468.73
75to84;2021-24;17758.25;18696.01;18225.12;19170.89;18883.55
75to84;2021-25;17648.83;18587.33;18116.05;19062.63;18333.22
75to84;2021-26;17558.78;18498.42;18026.56;18974.33;18524.65
75to84;2021-27;17489.24;18430.15;17957.64;18906.74;18330.48
75to84;2021-28;17441.07;18383.2;17910.07;18860.43;18624.59
75to84;2021-29;17414.87;18358.02;17884.37;18835.77;19526.85
75to84;2021-30;17410.96;18354.84;17880.83;18832.97;19389.69
75to84;2021-31;17429.42;18373.71;17899.49;18852.05;19354.53
75to84;2021-32;17470.03;18414.47;17940.18;18892.86;19585.78
75to84;2021-33;17532.33;18476.72;18002.46;18955.08;19552.44
75to84;2021-34;17615.57;18559.9;18085.68;19038.19;19366.55
75to84;2021-35;17718.76;18663.19;18188.93;19141.5;19571.07
75to84;2021-36;17840.63;18785.59;18311.08;19264.12;20486.27
75to84;2021-37;17979.47;18926.01;18450.72;19405.32;19676.19
75to84;2021-38;18133.89;19082.62;18606.24;19562.99;19447.59
75to84;2021-39;18301.63;19253.91;18775.76;19736.05;19864.13
75to84;2021-40;18480.44;19437.96;18957.18;19922.73;19839.62
75to84;2021-41;18668.12;19632.3;19148.19;20120.43;20359.9
75to84;2021-42;18861.66;19834.91;19346.25;20327.63;20994.29
75to84;2021-43;19058.71;20042.73;19548.66;20540.9;22010.37
75to84;2021-44;19256.18;20253.12;19752.55;20757.85;21889.05
75to84;2021-45;19451.09;20463.1;19954.96;20975.49;22800.87
75to84;2021-46;19641.03;20669;20152.83;21189.5;23403.17
75to84;2021-47;19822.68;20868;20343.1;21397.33;24261.82
75to84;2021-48;19993.4;21056.65;20522.73;21595.12;25221.45
75to84;2021-49;20150.55;21231.73;20688.78;21779.34;24900.85
75to84;2021-50;20291.65;21390.14;20838.48;21946.58;24386.86
75to84;2021-51;20414.45;21529;20969.26;22093.64;24406.78
75to84;2021-52;20516.97;21645.75;21078.84;22217.65;24518.73
75to84;2022-01;20597.35;21738.37;21165.3;22316.53;23517.51
75to84;2022-02;20655.25;21804.11;21227.09;22386.27;23109.34
75to84;2022-03;20688.16;21843.28;21263.1;22428.64;23245.31
75to84;2022-04;20696.57;21854.07;21272.7;22440.64;23837.98
75to84;2022-05;20679.84;21836.83;21255.71;22423.15;24032.39
75to84;2022-06;20638.89;21791.26;21212.46;22375.23;23287.97
75to84;2022-07;20573.81;21718.9;21143.77;22299.14;23033.33
75to84;2022-08;20486.1;21620.77;21050.89;22195.71;22329.64
75to84;2022-09;20377.05;21498.96;20935.5;22067.39;21662.61
75to84;2022-10;20248.51;21355.75;20799.68;21916.7;21384.41
75to84;2022-11;20102.56;21193.84;20645.8;21746.65;19024.9
65P;2017-13;57911.11;60434.54;59168.34;61709.64;58070
65P;2017-14;57335.76;59816.04;58571.52;61069.24;56885
65P;2017-15;56735.7;59175.28;57951.21;60407.85;56361
65P;2017-16;56120.11;58522.9;57317.31;59736.84;55751
65P;2017-17;55498.39;57869.03;56679.58;59066.69;57478
65P;2017-18;54880.01;57223.19;56047.52;58406.97;56691
65P;2017-19;54273.39;56595.23;55430.26;57768.25;56210
65P;2017-20;53687.79;55993;54836.36;57157.66;55686
65P;2017-21;53131.17;55424.52;54273.81;56583.24;54729
65P;2017-22;52611.14;54896.79;53749.91;56051.7;53679
65P;2017-23;52134.66;54416.01;53271.27;55568.84;51598
65P;2017-24;51707.93;53987.68;52843.71;55139.8;53502
65P;2017-25;51336.45;53616.42;52472.31;54768.73;55377
65P;2017-26;51024.85;53306.26;52161.4;54459.38;52794
65P;2017-27;50777.1;53060.31;51914.52;54214.4;53887
65P;2017-28;50596.19;52881.17;51734.48;54036.22;51586
65P;2017-29;50484.39;52770.7;51623.33;53926.46;52635
65P;2017-30;50443.15;52730.06;51582.38;53886.12;52021
65P;2017-31;50473.12;52759.79;51612.23;53915.74;53754
65P;2017-32;50574.17;52859.75;51712.75;54015.11;52814
65P;2017-33;50745.25;53029.25;51883.06;54183.76;52394
65P;2017-34;50984.65;53266.75;52121.54;54420.23;52751
65P;2017-35;51289.88;53570.06;52425.83;54722.48;52205
65P;2017-36;51657.12;53936.7;52792.81;55088.74;51156
65P;2017-37;52082.51;54362.77;53218.57;55515.06;52677
65P;2017-38;52560.87;54844.1;53698.44;55997.79;54044
65P;2017-39;53086.29;55375.63;54226.93;56532.33;55314
65P;2017-40;53652.18;55951.5;54797.82;57113.16;55533
65P;2017-41;54251.21;56564.99;55404.07;57733.9;57065
65P;2017-42;54875.43;57208.66;56038;58387.35;56136
65P;2017-43;55516.21;57874.3;56691.17;59065.55;55841
65P;2017-44;56164.68;58552.89;57354.64;59759.37;56181
65P;2017-45;56811.52;59234.84;58018.96;60459.1;57174
65P;2017-46;57447.29;59909.99;58674.33;61154.21;59074
65P;2017-47;58062.46;60567.92;59310.78;61833.81;60074
65P;2017-48;58647.69;61197.92;59918.28;62486.54;60546
65P;2017-49;59193.87;61789.51;60487.05;63101.18;63281
65P;2017-50;59692.39;62332.41;61007.64;63666.63;65389
65P;2017-51;60135.23;62817.01;61471.24;64172.45;66613
65P;2017-52;60515.26;63234.43;61869.87;64608.89;69287
65P;2018-01;60826.2;63577.02;62196.54;64967.56;73261
65P;2018-02;61062.91;63838.39;62445.51;65241.47;71735
65P;2018-03;61221.54;64013.6;62612.38;65425.12;71601
65P;2018-04;61299.51;64099.44;62694.27;65514.96;69394
65P;2018-05;61295.64;64094.45;62689.84;65509.4;68765
65P;2018-06;61210.23;63998.93;62599.4;65408.73;69547
65P;2018-07;61044.93;63815;62424.84;65215.32;71697
65P;2018-08;60802.79;63546.48;62169.59;64933.38;73080
65P;2018-09;60488.17;63198.82;61838.54;64568.93;77745
65P;2018-10;60106.59;62778.9;61437.9;64129.51;78768
65P;2018-11;59664.6;62294.81;60974.98;63624.02;72805
65P;2018-12;59169.7;61755.67;60458.08;63062.41;69137
65P;2018-13;58630.09;61171.33;59896.22;62455.36;66403
65P;2018-14;58054.53;60552.14;59298.95;61814.03;63676
65P;2018-15;57452.17;59908.67;58676.13;61149.71;61536
65P;2018-16;56832.41;59251.48;58037.74;60473.57;58771
65P;2018-17;56204.72;58590.93;57393.69;59796.39;55892
65P;2018-18;55578.48;57936.96;56753.64;59128.39;54921
65P;2018-19;54962.88;57298.94;56126.86;58479.07;54817
65P;2018-20;54366.7;56685.64;55522.13;57857.15;53651
65P;2018-21;53798.33;56105.02;54947.64;57270.42;54341
65P;2018-22;53265.54;55564.29;54410.87;56725.75;54826
65P;2018-23;52775.54;55069.9;53918.65;56229.22;53156
65P;2018-24;52334.67;54627.5;53476.98;55786.14;51651
65P;2018-25;51948.65;54241.94;53091.17;55400.91;52699
65P;2018-26;51622.35;53917.35;52765.69;55077.27;54392
65P;2018-27;51359.85;53657.09;52504.28;54818.22;54586
65P;2018-28;51164.45;53463.8;52309.91;54626.04;52539
65P;2018-29;51038.38;53339.69;52184.81;54502.97;54010
65P;2018-30;50983.46;53285.85;52130.42;54449.7;56419
65P;2018-31;51000.42;53303.02;52147.49;54466.97;58847
65P;2018-32;51089.26;53391.22;52236.01;54554.82;56851
65P;2018-33;51249.12;53549.77;52395.24;54712.67;52952
65P;2018-34;51478.36;53777.35;52623.67;54939.34;53173
65P;2018-35;51774.5;54071.96;52919.07;55233.1;51996
65P;2018-36;52134.28;54430.84;53278.44;55591.44;52883
65P;2018-37;52553.47;54850.61;53697.94;56011.4;52815
65P;2018-38;53027.14;55327.07;54173.03;56489.18;54025
65P;2018-39;53549.53;55855.21;54698.32;57020.14;53234
65P;2018-40;54114.07;56429.29;55267.63;57598.97;55193
65P;2018-41;54713.51;57042.66;55874.04;58219.32;56527
65P;2018-42;55339.78;57688.07;56509.86;58874.35;54784
65P;2018-43;55984.5;58357.18;57166.74;59555.77;55267
65P;2018-44;56638.64;59041.12;57835.72;60254.77;57530
65P;2018-45;57292.87;59730.27;58507.34;60961.6;58410
65P;2018-46;57937.67;60414.5;59171.76;61665.82;57124
65P;2018-47;58563.42;61083.29;59818.93;62356.43;58501
65P;2018-48;59160.64;61725.88;60438.72;63022.05;59916
65P;2018-49;59720.1;62331.57;61021.18;63651.2;60659
65P;2018-50;60232.96;62889.98;61556.69;64232.76;60638
65P;2018-51;60691.03;63391.22;62036.23;64755.94;63134
65P;2018-52;61086.91;63826.21;62451.55;65210.81;62831
65P;2019-01;61414.07;64186.96;62795.41;65588.63;65986
65P;2019-02;61667.17;64466.69;63061.75;65881.91;69044
65P;2019-03;61841.99;64660.24;63245.88;66084.99;69178
65P;2019-04;61935.73;64763.99;63344.6;66193.83;69618
65P;2019-05;61946.92;64776.11;63356.25;66206.42;70219
65P;2019-06;61875.57;64696.61;63280.85;66122.77;70507
65P;2019-07;61723.13;64527.28;63120.01;65944.84;68888
65P;2019-08;61492.43;64271.68;62876.94;65676.58;68079
65P;2019-09;61187.6;63935.02;62556.28;65323.74;67517
65P;2019-10;60814.04;63523.99;62164.09;64893.67;65340
65P;2019-11;60378.17;63046.57;61707.56;64395.12;63986
65P;2019-12;59887.41;62511.78;61194.91;63837.98;61147
65P;2019-13;59349.91;61929.48;60635.12;63232.92;60041
65P;2019-14;58774.46;61310;60037.77;62591.09;60834
65P;2019-15;58170.28;60663.93;59412.75;61923.78;58836
65P;2019-16;57546.61;60002.26;58770.16;61242.85;59696
65P;2019-17;56913.25;59335.2;58120.02;60558.74;58919
65P;2019-18;56279.32;58673.29;57472.15;59882.69;56977
65P;2019-19;55655.14;58025.1;56836;59222.38;57117
65P;2019-20;55048.63;57400.61;56220.52;58588.85;56784
65P;2019-21;54468.73;56807.71;55634.12;57989.44;56307
65P;2019-22;53923.37;56253.81;55084.48;57431.29;55449
65P;2019-23;53419.9;55745.63;54578.63;56920.82;55474
65P;2019-24;52964.93;55288.94;54122.78;56463.36;54627
65P;2019-25;52564.44;54888.77;53722.41;56063.44;54461
65P;2019-26;52223.37;54549.5;53382.21;55725.18;56662
65P;2019-27;51946.06;54274.65;53106.1;55451.64;55057
65P;2019-28;51735.91;54067.06;52897.21;55245.42;53660
65P;2019-29;51595.51;53928.9;52757.9;55108.43;53444
65P;2019-30;51526.68;53861.59;52689.82;55041.91;59399
65P;2019-31;51530.36;53865.95;52693.84;55046.61;53781
65P;2019-32;51606.67;53942.11;52770.08;55122.69;53477
65P;2019-33;51754.94;54089.52;52917.94;55269.62;52444
65P;2019-34;51973.67;54306.95;53136.04;55486.33;53356
65P;2019-35;52260.43;54592.57;53422.26;55771.31;55503
65P;2019-36;52612.12;54943.69;53773.69;56122.05;52354
65P;2019-37;53024.67;55357.02;54186.66;56535.69;53575
65P;2019-38;53493.23;55828.43;54656.67;57008.45;54220
65P;2019-39;54012.1;56353.06;55178.44;57535.89;55830
65P;2019-40;54574.82;56925.21;55745.89;58112.74;55673
65P;2019-41;55174.14;57538.42;56352.14;58732.9;57520
65P;2019-42;55802.17;58185.32;56989.59;59389.3;57841
65P;2019-43;56450.43;58857.79;57649.92;60073.98;58009
65P;2019-44;57109.88;59546.95;58324.17;60778.16;58641
65P;2019-45;57771.25;60243.15;59002.88;61491.99;59367
65P;2019-46;58424.73;60936.43;59676.17;62205.43;61086
65P;2019-47;59060.94;61615.89;60333.9;62906.82;62132
65P;2019-48;59670.02;62270.96;60965.87;63585.23;61973
65P;2019-49;60242.7;62890.7;61561.96;64228.88;62775
65P;2019-50;60769.88;63464.6;62112.37;64826.5;64215
65P;2019-51;61243.22;63982.5;62607.87;65367.06;65487
65P;2019-52;61655.04;64435.1;63039.96;65840.37;63810
65P;2020-01;61998.6;64814.09;63401.14;66237.38;66203
65P;2020-02;62268.23;65112.42;63685.04;66550.32;68571
65P;2020-03;62459.52;65324.52;63886.66;66773;67095
65P;2020-04;62569.3;65446.45;64002.48;66901.11;66232
65P;2020-05;62595.87;65476.05;64030.56;66932.26;67754
65P;2020-06;62538.94;65412.99;63970.58;66866.08;65249
65P;2020-07;62399.74;65258.67;63823.87;66704.06;65683
65P;2020-08;62180.82;65016.49;63593.39;66450.05;63041
65P;2020-09;61886.22;64691.27;63283.56;66109.26;64161
65P;2020-10;61521.07;64289.61;62900.26;65689.04;64491
65P;2020-11;61091.72;63819.32;62450.56;65197.94;66173
65P;2020-12;60605.5;63289.33;61942.57;64645.72;72569
65P;2020-13;60070.51;62709.45;61385.25;64043.03;84420
65P;2020-14;59495.51;62090.06;60788.17;63401.11;95533
65P;2020-15;58889.72;61441.89;60161.29;62731.44;93621
65P;2020-16;58262.67;60775.75;59514.79;62045.49;83655
65P;2020-17;57624.01;60102.3;58858.81;61354.43;74087
65P;2020-18;56983.35;59431.84;58203.3;60668.9;66614
65P;2020-19;56350.17;58774.18;57557.92;59998.88;62903
65P;2020-20;55733.56;58138.5;56931.8;59353.61;58437
65P;2020-21;55142.31;57533.2;56333.53;58741.27;58238
65P;2020-22;54584.51;56966.01;55771.02;58169.41;55407
65P;2020-23;54067.73;56443.75;55251.48;57644.46;55236
65P;2020-24;53598.83;55972.47;54781.36;57172.09;53873
65P;2020-25;53183.81;55557.49;54366.33;56757.22;53518
65P;2020-26;52827.98;55203.24;54011.26;56403.87;55971
65P;2020-27;52535.75;54913.53;53720.25;56115.5;53795
65P;2020-28;52310.83;54691.22;53496.61;55894.6;53340
65P;2020-29;52155.88;54538.78;53342.9;55743.47;54233
65P;2020-30;52072.92;54457.73;53260.88;55663.41;54797
65P;2020-31;52063.05;54449.01;53251.58;55655.29;57139
65P;2020-32;52126.56;54512.87;53315.26;55719.31;56615
65P;2020-33;52262.88;54648.92;53451.46;55855.19;61280
65P;2020-34;52470.68;54856.03;53658.94;56061.9;56128
65P;2020-35;52747.71;55132.42;53935.67;56337.89;54647
65P;2020-36;53090.89;55475.58;54278.87;56680.96;55099
65P;2020-37;53496.38;55882.25;54684.98;57088.14;56745
65P;2020-38;53959.17;56348.67;55149.61;57556.31;58308
65P;2020-39;54474.24;56869.47;55667.56;58079.9;57170
65P;2020-40;55034.66;57439.59;56232.84;58654.85;59450
65P;2020-41;55633.47;58052.44;56838.66;59274.73;59791
65P;2020-42;56262.8;58700.75;57477.46;59932.59;61502
65P;2020-43;56914.16;59376.45;58140.96;60620.57;66762
65P;2020-44;57578.6;60070.68;58820.24;61329.85;70348
65P;2020-45;58246.71;60773.87;59505.82;62050.81;73654
65P;2020-46;58908.84;61475.87;60187.79;62773.01;75638
65P;2020-47;59555.18;62166.03;60855.94;63485.39;75449
65P;2020-48;60176;62833.46;61499.94;64176.47;75979
65P;2020-49;60761.74;63467.21;62109.57;64834.6;77887
65P;2020-50;61303.26;64056.54;62674.86;65448.23;79533
65P;2020-51;61791.89;64591.12;63186.33;66006.16;79950
65P;2020-52;62219.76;65061.39;63635.28;66497.98;80185
65P;2020-53;62579.85;65458.73;64013.89;66914.28;81731
65P;2021-01;62866.24;65775.81;64315.54;67246.96;84126
65P;2021-02;63074.21;66006.69;64534.9;67489.51;87148
65P;2021-03;63200.32;66147.1;64668.12;67637.2;88883
65P;2021-04;63242.59;66194.51;64712.94;67687.22;84511
65P;2021-05;63200.46;66148.22;64668.74;67638.81;78195
65P;2021-06;63074.86;66009.39;64536.57;67493.25;73675
65P;2021-07;62868.17;65781.01;64319.09;67253.84;71029
65P;2021-08;62584.13;65467.81;64020.56;66925.8;65905
65P;2021-09;62227.82;65075.98;63646.59;66515.92;63400
65P;2021-10;61805.4;64613.31;63204.16;66032.78;64054
65P;2021-11;61324.12;64088.56;62701.26;65485.94;63513
65P;2021-12;60792.02;63511.51;62146.81;64886.06;63305
65P;2021-13;60217.86;62892.58;61550.38;64244.41;63820.72
65P;2021-14;59610.93;62242.49;60921.98;63572.41;63479.37
65P;2021-15;58980.74;61572.23;60271.85;62881.84;62735.66
65P;2021-16;58337.09;60892.58;59610.27;62183.95;62666.04
65P;2021-17;57689.67;60214.02;58947.34;61489.64;61563.73
65P;2021-18;57048.11;59546.57;58292.87;60809.12;61200.7
65P;2021-19;56421.69;58899.62;57656.22;60151.83;58545.13
65P;2021-20;55819.29;58281.84;57046.13;59526.34;57073.27
65P;2021-21;55249.24;57701.16;56470.76;58940.36;55985.15
65P;2021-22;54719.31;57164.63;55937.51;58400.58;56648.19
65P;2021-23;54236.48;56678.56;55453.04;57912.98;55585.1
65P;2021-24;53807.03;56248.43;55023.22;57482.61;57272.6
65P;2021-25;53436.41;55878.92;54653.12;57113.76;55162.55
65P;2021-26;53129.27;55573.96;54347.03;56809.99;55882.56
