group;week;zscore
65to74;2017-47;1.63
65to74;2017-48;1.44
65to74;2017-49;3.85
65to74;2017-50;4.21
65to74;2017-51;4.77
65to74;2017-52;7.52
65to74;2018-01;9.4
65to74;2018-02;7.09
65to74;2018-03;8.33
65to74;2018-04;4.38
65to74;2018-05;5.41
65to74;2018-06;7.68
65to74;2018-07;8.39
65to74;2018-08;10.66
65to74;2018-09;15.48
65to74;2018-10;15.61
65to74;2018-11;11.21
65to74;2018-12;9.62
65to74;2018-13;5.79
65to74;2018-14;4.36
65to74;2018-15;2.62
65to74;2018-16;1.47
65to74;2018-17;-1.15
65to74;2018-18;-2.12
65to74;2018-19;-1.56
65to74;2018-20;-0.93
65to74;2018-21;-1.5
65to74;2018-22;1.49
65to74;2018-23;-2.01
65to74;2018-24;-1.65
65to74;2018-25;0.47
65to74;2018-26;1.27
65to74;2018-27;1.34
65to74;2018-28;-0.77
65to74;2018-29;2.99
65to74;2018-30;2.87
65to74;2018-31;6.67
65to74;2018-32;4.63
65to74;2018-33;-0.49
65to74;2018-34;0.21
65to74;2018-35;-0.8
65to74;2018-36;-0.67
65to74;2018-37;-0.16
65to74;2018-38;0.19
65to74;2018-39;-1.3
65to74;2018-40;1.82
65to74;2018-41;0.04
65to74;2018-42;-1.69
65to74;2018-43;-2
65to74;2018-44;0.17
65to74;2018-45;0.85
65to74;2018-46;-2.19
65to74;2018-47;-1.31
65to74;2018-48;0.77
65to74;2018-49;0.5
65to74;2018-50;1.62
65to74;2018-51;2.24
65to74;2018-52;2.54
65to74;2019-01;3.6
65to74;2019-02;6.5
65to74;2019-03;6.03
65to74;2019-04;6.33
65to74;2019-05;7.67
65to74;2019-06;8.08
65to74;2019-07;6.69
65to74;2019-08;6.95
65to74;2019-09;5.25
65to74;2019-10;4.47
65to74;2019-11;4.03
65to74;2019-12;0.94
65to74;2019-13;-0.97
65to74;2019-14;1.47
65to74;2019-15;-1.08
65to74;2019-16;1.95
65to74;2019-17;-0.59
65to74;2019-18;-1.54
65to74;2019-19;-0.3
65to74;2019-20;-0.01
65to74;2019-21;-0.47
65to74;2019-22;-0.09
65to74;2019-23;1.76
65to74;2019-24;-0.27
65to74;2019-25;0.79
65to74;2019-26;3.34
65to74;2019-27;2.07
65to74;2019-28;-0.91
65to74;2019-29;-0.81
65to74;2019-30;6.37
65to74;2019-31;0.86
65to74;2019-32;-1.06
65to74;2019-33;-1.15
65to74;2019-34;-1.4
65to74;2019-35;1.54
65to74;2019-36;-2.77
65to74;2019-37;-0.87
65to74;2019-38;-0.73
65to74;2019-39;0.41
65to74;2019-40;0.19
65to74;2019-41;0.41
65to74;2019-42;0.47
65to74;2019-43;0.98
65to74;2019-44;-0.37
65to74;2019-45;0.44
65to74;2019-46;0.12
65to74;2019-47;0.83
65to74;2019-48;-0.04
65to74;2019-49;3.11
65to74;2019-50;3.69
65to74;2019-51;4.23
65to74;2019-52;0.71
65to74;2020-01;3.56
65to74;2020-02;4.62
65to74;2020-03;3.05
65to74;2020-04;4.07
65to74;2020-05;4.36
65to74;2020-06;2.4
65to74;2020-07;2.01
65to74;2020-08;0.51
65to74;2020-09;0.97
65to74;2020-10;2.07
65to74;2020-11;5.77
65to74;2020-12;14.01
65to74;2020-13;25.82
65to74;2020-14;33.04
65to74;2020-15;29.4
65to74;2020-16;19.61
65to74;2020-17;13.01
65to74;2020-18;6.79
65to74;2020-19;4.49
65to74;2020-20;1.61
65to74;2020-21;0.43
65to74;2020-22;-0.17
65to74;2020-23;-0.11
65to74;2020-24;-1.64
65to74;2020-25;-0.89
65to74;2020-26;3.71
65to74;2020-27;0.47
65to74;2020-28;-2.18
65to74;2020-29;-0.29
65to74;2020-30;0.69
65to74;2020-31;1.9
65to74;2020-32;2.33
65to74;2020-33;7.08
65to74;2020-34;1.2
65to74;2020-35;-0.21
65to74;2020-36;0.72
65to74;2020-37;2.34
65to74;2020-38;2.01
65to74;2020-39;3.62
65to74;2020-40;4.81
65to74;2020-41;4.11
65to74;2020-42;5.79
65to74;2020-43;10.51
65to74;2020-44;14.19
65to74;2020-45;15.43
65to74;2020-46;16.85
65to74;2020-47;15.82
65to74;2020-48;16.81
65to74;2020-49;18.48
65to74;2020-50;16.46
65to74;2020-51;16.81
65to74;2020-52;16.8
65to74;2020-53;16.72
65to74;2021-01;17.19
65to74;2021-02;21.05
65to74;2021-03;21.66
65to74;2021-04;19.1
65to74;2021-05;15.19
65to74;2021-06;11.48
65to74;2021-07;11
65to74;2021-08;5.93
65to74;2021-09;5.9
65to74;2021-10;8.11
65to74;2021-11;8.21
65to74;2021-12;9.17
65to74;2021-13;9.52
65to74;2021-14;11.32
65to74;2021-15;10.36
65to74;2021-16;11.21
65to74;2021-17;9.3
65to74;2021-18;11.3
65to74;2021-19;6.54
65to74;2021-20;6.26
65to74;2021-21;2.37
65to74;2021-22;4
65to74;2021-23;4.06
65to74;2021-24;4.3
65to74;2021-25;2.03
65to74;2021-26;3.49
65to74;2021-27;3.59
65to74;2021-28;5.05
65to74;2021-29;6.15
65to74;2021-30;5.05
65to74;2021-31;5.34
65to74;2021-32;6.77
65to74;2021-33;5.83
65to74;2021-34;5.58
65to74;2021-35;6.83
65to74;2021-36;9.09
65to74;2021-37;5.37
65to74;2021-38;4.46
65to74;2021-39;6.15
65to74;2021-40;5.81
65to74;2021-41;8.24
65to74;2021-42;7.33
65to74;2021-43;9.76
65to74;2021-44;9.71
65to74;2021-45;11.33
65to74;2021-46;12.39
65to74;2021-47;16.52
65to74;2021-48;19.72
65to74;2021-49;17.61
65to74;2021-50;15.23
65to74;2021-51;15.44
65to74;2021-52;13.93
65to74;2022-01;10.46
65to74;2022-02;9.9
65to74;2022-03;7.41
65to74;2022-04;10.04
65to74;2022-05;9.9
65to74;2022-06;6.73
65to74;2022-07;7.21
65to74;2022-08;3.86
65to74;2022-09;3.92
65to74;2022-10;4.92
65to74;2022-11;4.65
65to74;2022-12;2.11
65to74;2022-13;-5.18
75to84;2017-15;-2.78
75to84;2017-16;-1.74
75to84;2017-17;0.64
75to84;2017-18;-0.05
75to84;2017-19;1.82
75to84;2017-20;0.97
75to84;2017-21;0.16
75to84;2017-22;0.23
75to84;2017-23;-3.83
75to84;2017-24;1.09
75to84;2017-25;4.24
75to84;2017-26;1.55
75to84;2017-27;3.05
75to84;2017-28;-1.11
75to84;2017-29;0.5
75to84;2017-30;0.61
75to84;2017-31;2.74
75to84;2017-32;0.16
75to84;2017-33;-0.76
75to84;2017-34;-0.22
75to84;2017-35;-0.64
75to84;2017-36;-2.5
75to84;2017-37;-0.74
75to84;2017-38;-0.29
75to84;2017-39;1.56
75to84;2017-40;0.92
75to84;2017-41;2.26
75to84;2017-42;0
75to84;2017-43;-1.69
75to84;2017-44;-2.2
75to84;2017-45;-1.7
75to84;2017-46;0.03
75to84;2017-47;0.48
75to84;2017-48;1.51
75to84;2017-49;3.19
75to84;2017-50;6.14
75to84;2017-51;6.46
75to84;2017-52;7.89
75to84;2018-01;10.28
75to84;2018-02;8.95
75to84;2018-03;8.53
75to84;2018-04;6.78
75to84;2018-05;6.34
75to84;2018-06;7.45
75to84;2018-07;9.74
75to84;2018-08;10.91
75to84;2018-09;18.11
75to84;2018-10;20.46
75to84;2018-11;14
75to84;2018-12;9.66
75to84;2018-13;8.38
75to84;2018-14;5.84
75to84;2018-15;3.78
75to84;2018-16;1.07
75to84;2018-17;-2.68
75to84;2018-18;-1.98
75to84;2018-19;-2.25
75to84;2018-20;-3.33
75to84;2018-21;-0.6
75to84;2018-22;0.48
75to84;2018-23;0.59
75to84;2018-24;-3.3
75to84;2018-25;-1.31
75to84;2018-26;2.38
75to84;2018-27;2.16
75to84;2018-28;0.1
75to84;2018-29;1.27
75to84;2018-30;6.86
75to84;2018-31;9.25
75to84;2018-32;6.19
75to84;2018-33;0.71
75to84;2018-34;0.22
75to84;2018-35;-1.67
75to84;2018-36;-0.28
75to84;2018-37;-1.16
75to84;2018-38;-1.14
75to84;2018-39;-1.76
75to84;2018-40;-1.19
75to84;2018-41;0.91
75to84;2018-42;-2.84
75to84;2018-43;-2.47
75to84;2018-44;0
75to84;2018-45;-0.06
75to84;2018-46;-2.6
75to84;2018-47;-0.59
75to84;2018-48;0.94
75to84;2018-49;0.77
75to84;2018-50;-0.42
75to84;2018-51;1.88
75to84;2018-52;0.59
75to84;2019-01;2.95
75to84;2019-02;6.27
75to84;2019-03;6.23
75to84;2019-04;6.59
75to84;2019-05;7.16
75to84;2019-06;8.02
75to84;2019-07;7.09
75to84;2019-08;4.42
75to84;2019-09;5.31
75to84;2019-10;3.92
75to84;2019-11;2.7
75to84;2019-12;-0.6
75to84;2019-13;0.46
75to84;2019-14;1.41
75to84;2019-15;0.01
75to84;2019-16;1.44
75to84;2019-17;1.07
75to84;2019-18;-0.75
75to84;2019-19;1.32
75to84;2019-20;1.06
75to84;2019-21;1.39
75to84;2019-22;-0.59
75to84;2019-23;1.65
75to84;2019-24;0.56
75to84;2019-25;1.2
75to84;2019-26;4.39
75to84;2019-27;2.86
75to84;2019-28;0.83
75to84;2019-29;1.08
75to84;2019-30;10.06
75to84;2019-31;1.16
75to84;2019-32;1.53
75to84;2019-33;-1.29
75to84;2019-34;0.5
75to84;2019-35;2.89
75to84;2019-36;-1.38
75to84;2019-37;-0.7
75to84;2019-38;-0.73
75to84;2019-39;1.41
75to84;2019-40;0.27
75to84;2019-41;2.41
75to84;2019-42;1.57
75to84;2019-43;0.35
75to84;2019-44;0.79
75to84;2019-45;0.36
75to84;2019-46;3.16
75to84;2019-47;2.19
75to84;2019-48;1.59
75to84;2019-49;1.51
75to84;2019-50;3.18
75to84;2019-51;3.62
75to84;2019-52;1.1
75to84;2020-01;1.54
75to84;2020-02;4.32
75to84;2020-03;2.51
75to84;2020-04;1.63
75to84;2020-05;3.84
75to84;2020-06;0.4
75to84;2020-07;2.37
75to84;2020-08;-0.17
75to84;2020-09;1.59
75to84;2020-10;2.06
75to84;2020-11;4.68
75to84;2020-12;14.63
75to84;2020-13;31.43
75to84;2020-14;42.69
75to84;2020-15;41.29
75to84;2020-16;29.72
75to84;2020-17;18.75
75to84;2020-18;11.27
75to84;2020-19;7.05
75to84;2020-20;2.65
75to84;2020-21;2.06
75to84;2020-22;-0.84
75to84;2020-23;0.45
75to84;2020-24;-0.27
75to84;2020-25;-0.66
75to84;2020-26;2.03
75to84;2020-27;-0.12
75to84;2020-28;0.22
75to84;2020-29;2.21
75to84;2020-30;1.96
75to84;2020-31;5.44
75to84;2020-32;4.31
75to84;2020-33;11.11
75to84;2020-34;2.79
75to84;2020-35;1.26
75to84;2020-36;1.16
75to84;2020-37;3.55
75to84;2020-38;4.67
75to84;2020-39;3.4
75to84;2020-40;4.87
75to84;2020-41;4.92
75to84;2020-42;6.71
75to84;2020-43;11.92
75to84;2020-44;17
75to84;2020-45;20.1
75to84;2020-46;21.57
75to84;2020-47;20.14
75to84;2020-48;19.21
75to84;2020-49;20.11
75to84;2020-50;21.6
75to84;2020-51;21.42
75to84;2020-52;20.31
75to84;2020-53;22.12
75to84;2021-01;23.39
75to84;2021-02;25.71
75to84;2021-03;27.7
75to84;2021-04;21.98
75to84;2021-05;16.33
75to84;2021-06;12.01
75to84;2021-07;8.72
75to84;2021-08;3.99
75to84;2021-09;2.3
75to84;2021-10;2.2
75to84;2021-11;3.06
75to84;2021-12;3.14
75to84;2021-13;6.32
75to84;2021-14;5.15
75to84;2021-15;4.82
75to84;2021-16;5.48
75to84;2021-17;5.28
75to84;2021-18;4.95
75to84;2021-19;2.66
75to84;2021-20;1.12
75to84;2021-21;-0.12
75to84;2021-22;1.11
75to84;2021-23;0.7
75to84;2021-24;3.11
75to84;2021-25;1.26
75to84;2021-26;2.39
75to84;2021-27;2
75to84;2021-28;3.5
75to84;2021-29;7.18
75to84;2021-30;6.6
75to84;2021-31;6.49
75to84;2021-32;7.1
75to84;2021-33;6.85
75to84;2021-34;5.64
75to84;2021-35;6.05
75to84;2021-36;9.62
75to84;2021-37;5.64
75to84;2021-38;4
75to84;2021-39;5.11
75to84;2021-40;4.24
75to84;2021-41;5.57
75to84;2021-42;7.37
75to84;2021-43;10.32
75to84;2021-44;9.05
75to84;2021-45;11.49
75to84;2021-46;12.94
75to84;2021-47;15.31
75to84;2021-48;17.76
75to84;2021-49;15.95
75to84;2021-50;13.13
75to84;2021-51;12.68
75to84;2021-52;12.65
75to84;2022-01;8.63
75to84;2022-02;7.15
75to84;2022-03;7.6
75to84;2022-04;9.09
75to84;2022-05;9.8
75to84;2022-06;7.6
75to84;2022-07;6.82
75to84;2022-08;4.94
75to84;2022-09;3.93
75to84;2022-10;5.82
75to84;2022-11;6.12
75to84;2022-12;2.68
75to84;2022-13;-4.84
65P;2017-15;-2.75
65P;2017-16;-2.64
65P;2017-17;1.33
65P;2017-18;1.12
65P;2017-19;1.38
65P;2017-20;1.47
65P;2017-21;0.73
65P;2017-22;-0.21
65P;2017-23;-3
65P;2017-24;1.22
65P;2017-25;5.05
65P;2017-26;1.09
65P;2017-27;3.36
65P;2017-28;-0.43
65P;2017-29;1.67
65P;2017-30;0.68
65P;2017-31;3.62
65P;2017-32;1.83
65P;2017-33;0.85
65P;2017-34;0.94
65P;2017-35;-0.46
65P;2017-36;-2.94
65P;2017-37;-0.92
65P;2017-38;0.46
65P;2017-39;1.86
65P;2017-40;1.31
65P;2017-41;2.79
65P;2017-42;0.16
65P;2017-43;-1.51
65P;2017-44;-2.03
65P;2017-45;-1.5
65P;2017-46;0.55
65P;2017-47;1.16
65P;2017-48;0.91
65P;2017-49;4.27
65P;2017-50;6.65
65P;2017-51;7.75
65P;2017-52;10.98
65P;2018-01;15.97
65P;2018-02;13.37
65P;2018-03;12.87
65P;2018-04;9.69
65P;2018-05;8.86
65P;2018-06;10.03
65P;2018-07;13.4
65P;2018-08;15.92
65P;2018-09;23.2
65P;2018-10;25.52
65P;2018-11;17.99
65P;2018-12;13.55
65P;2018-13;10.43
65P;2018-14;7.3
65P;2018-15;4.79
65P;2018-16;1.37
65P;2018-17;-2.6
65P;2018-18;-3.17
65P;2018-19;-2.33
65P;2018-20;-3.34
65P;2018-21;-1.2
65P;2018-22;0.63
65P;2018-23;-1.51
65P;2018-24;-3.38
65P;2018-25;-0.69
65P;2018-26;2.74
65P;2018-27;3.58
65P;2018-28;0.42
65P;2018-29;3.29
65P;2018-30;7.55
65P;2018-31;11.67
65P;2018-32;7.9
65P;2018-33;0.98
65P;2018-34;0.87
65P;2018-35;-1.68
65P;2018-36;-0.77
65P;2018-37;-1.7
65P;2018-38;-0.25
65P;2018-39;-2.57
65P;2018-40;-0.08
65P;2018-41;1.15
65P;2018-42;-3.01
65P;2018-43;-3.28
65P;2018-44;-0.49
65P;2018-45;-0.12
65P;2018-46;-3.43
65P;2018-47;-2.17
65P;2018-48;-0.78
65P;2018-49;-0.48
65P;2018-50;-1.34
65P;2018-51;1.63
65P;2018-52;0.79
65P;2019-01;4.86
65P;2019-02;8.66
65P;2019-03;8.62
65P;2019-04;9.06
65P;2019-05;9.86
65P;2019-06;10.43
65P;2019-07;8.33
65P;2019-08;7.58
65P;2019-09;7.34
65P;2019-10;4.8
65P;2019-11;3.66
65P;2019-12;-0.01
65P;2019-13;-0.87
65P;2019-14;1.34
65P;2019-15;-0.86
65P;2019-16;1.57
65P;2019-17;1.34
65P;2019-18;-0.69
65P;2019-19;0.46
65P;2019-20;0.98
65P;2019-21;1.09
65P;2019-22;0.53
65P;2019-23;1.65
65P;2019-24;0.8
65P;2019-25;1.25
65P;2019-26;5.56
65P;2019-27;3.36
65P;2019-28;1.34
65P;2019-29;1.2
65P;2019-30;11.52
65P;2019-31;1.81
65P;2019-32;1.26
65P;2019-33;-0.89
65P;2019-34;0.46
65P;2019-35;3.61
65P;2019-36;-2.46
65P;2019-37;-1.06
65P;2019-38;-0.66
65P;2019-39;1.25
65P;2019-40;-0.02
65P;2019-41;2.22
65P;2019-42;1.54
65P;2019-43;0.77
65P;2019-44;0.72
65P;2019-45;0.62
65P;2019-46;2.34
65P;2019-47;2.85
65P;2019-48;1.61
65P;2019-49;1.98
65P;2019-50;3.22
65P;2019-51;4.4
65P;2019-52;1.24
65P;2020-01;4.1
65P;2020-02;7
65P;2020-03;4.61
65P;2020-04;3.19
65P;2020-05;5.3
65P;2020-06;1.95
65P;2020-07;2.77
65P;2020-08;-0.64
65P;2020-09;1.34
65P;2020-10;2.49
65P;2020-11;5.63
65P;2020-12;15.85
65P;2020-13;33.77
65P;2020-14;50.47
65P;2020-15;49.56
65P;2020-16;36.96
65P;2020-17;24.27
65P;2020-18;13.9
65P;2020-19;8.98
65P;2020-20;2.75
65P;2020-21;3.19
65P;2020-22;-0.56
65P;2020-23;0.03
65P;2020-24;-1.5
65P;2020-25;-1.26
65P;2020-26;3.44
65P;2020-27;0.27
65P;2020-28;-0.31
65P;2020-29;1.6
65P;2020-30;2.63
65P;2020-31;6.56
65P;2020-32;5.57
65P;2020-33;13.04
65P;2020-34;4.25
65P;2020-35;1.25
65P;2020-36;1.46
65P;2020-37;3.71
65P;2020-38;5.45
65P;2020-39;2.76
65P;2020-40;5.44
65P;2020-41;4.93
65P;2020-42;6.81
65P;2020-43;14.02
65P;2020-44;18.44
65P;2020-45;22.05
65P;2020-46;23.63
65P;2020-47;22.13
65P;2020-48;21.6
65P;2020-49;23.06
65P;2020-50;24.1
65P;2020-51;23.67
65P;2020-52;23.01
65P;2020-53;24.31
65P;2021-01;26.7
65P;2021-02;30.05
65P;2021-03;31.99
65P;2021-04;26.39
65P;2021-05;18.3
65P;2021-06;12.54
65P;2021-07;9.48
65P;2021-08;2.86
65P;2021-09;-0.18
65P;2021-10;1.34
65P;2021-11;1.38
65P;2021-12;1.81
65P;2021-13;3.39
65P;2021-14;3.84
65P;2021-15;3.77
65P;2021-16;4.74
65P;2021-17;4.13
65P;2021-18;4.88
65P;2021-19;1.64
65P;2021-20;0.12
65P;2021-21;-0.72
65P;2021-22;1.31
65P;2021-23;0.3
65P;2021-24;3.81
65P;2021-25;1.01
65P;2021-26;2.64
65P;2021-27;3.13
65P;2021-28;4.7
65P;2021-29;8.39
65P;2021-30;6.86
65P;2021-31;8.24
65P;2021-32;10.07
65P;2021-33;8.59
65P;2021-34;6.38
65P;2021-35;6.67
65P;2021-36;11.06
65P;2021-37;6.04
65P;2021-38;3.95
65P;2021-39;5.25
65P;2021-40;4.63
65P;2021-41;6.82
65P;2021-42;8.6
65P;2021-43;11.05
65P;2021-44;10.11
65P;2021-45;12.81
65P;2021-46;13.45
65P;2021-47;15.91
65P;2021-48;19.89
65P;2021-49;18.54
65P;2021-50;14.67
65P;2021-51;14.34
65P;2021-52;13.77
65P;2022-01;10.41
65P;2022-02;9.32
65P;2022-03;9.34
65P;2022-04;11.64
65P;2022-05;12.72
65P;2022-06;9.39
65P;2022-07;9.02
65P;2022-08;5.16
65P;2022-09;5.07
65P;2022-10;6.35
65P;2022-11;6.84
65P;2022-12;4.1
65P;2022-13;-6.19
85P;2017-15;-2.49
85P;2017-16;-2.97
85P;2017-17;1.48
85P;2017-18;1.3
85P;2017-19;0.64
85P;2017-20;1.22
85P;2017-21;1.2
85P;2017-22;-0.22
85P;2017-23;-2.15
85P;2017-24;1.69
85P;2017-25;5.03
85P;2017-26;0.61
85P;2017-27;2.97
85P;2017-28;0.07
85P;2017-29;1.84
85P;2017-30;1.01
85P;2017-31;4.14
85P;2017-32;3.19
85P;2017-33;1.99
85P;2017-34;2.23
85P;2017-35;0.23
85P;2017-36;-2.75
85P;2017-37;-1.32
85P;2017-38;0.48
85P;2017-39;1.94
85P;2017-40;1.51
85P;2017-41;2.64
85P;2017-42;-0.2
85P;2017-43;-1.39
85P;2017-44;-1.83
85P;2017-45;-1.18
85P;2017-46;0.6
85P;2017-47;1.05
85P;2017-48;-0.01
85P;2017-49;3.72
85P;2017-50;5.68
85P;2017-51;7.12
85P;2017-52;10.64
85P;2018-01;16.84
85P;2018-02;14.15
85P;2018-03;13.1
85P;2018-04;10.3
85P;2018-05;8.81
85P;2018-06;9.2
85P;2018-07;13.19
85P;2018-08;15.85
85P;2018-09;21.72
85P;2018-10;24.08
85P;2018-11;17.19
85P;2018-12;13.1
85P;2018-13;10.07
85P;2018-14;6.96
85P;2018-15;4.69
85P;2018-16;1.07
85P;2018-17;-2.23
85P;2018-18;-3.31
85P;2018-19;-1.89
85P;2018-20;-3.15
85P;2018-21;-1.06
85P;2018-22;0.21
85P;2018-23;-2.24
85P;2018-24;-2.97
85P;2018-25;-0.49
85P;2018-26;2.67
85P;2018-27;4.25
85P;2018-28;0.98
85P;2018-29;3.69
85P;2018-30;7.35
85P;2018-31;11.4
85P;2018-32;7.72
85P;2018-33;1.43
85P;2018-34;1.29
85P;2018-35;-1.47
85P;2018-36;-0.88
85P;2018-37;-2.11
85P;2018-38;0.3
85P;2018-39;-2.75
85P;2018-40;-0.03
85P;2018-41;1.39
85P;2018-42;-2.61
85P;2018-43;-3.21
85P;2018-44;-0.91
85P;2018-45;-0.5
85P;2018-46;-3.33
85P;2018-47;-2.87
85P;2018-48;-2.32
85P;2018-49;-1.58
85P;2018-50;-2.71
85P;2018-51;0.62
85P;2018-52;-0.09
85P;2019-01;4.9
85P;2019-02;8.08
85P;2019-03;8.2
85P;2019-04;8.59
85P;2019-05;9.06
85P;2019-06;9.33
85P;2019-07;6.87
85P;2019-08;7.27
85P;2019-09;6.91
85P;2019-10;3.81
85P;2019-11;2.84
85P;2019-12;-0.06
85P;2019-13;-1.52
85P;2019-14;0.73
85P;2019-15;-1.13
85P;2019-16;0.95
85P;2019-17;1.79
85P;2019-18;-0.11
85P;2019-19;-0.01
85P;2019-20;0.96
85P;2019-21;1.13
85P;2019-22;1.33
85P;2019-23;1.04
85P;2019-24;1.1
85P;2019-25;1.02
85P;2019-26;5.36
85P;2019-27;3.07
85P;2019-28;2.11
85P;2019-29;1.65
85P;2019-30;10.67
85P;2019-31;2
85P;2019-32;1.55
85P;2019-33;-0.24
85P;2019-34;0.98
85P;2019-35;3.69
85P;2019-36;-2.27
85P;2019-37;-1.05
85P;2019-38;-0.38
85P;2019-39;1.04
85P;2019-40;-0.31
85P;2019-41;2.03
85P;2019-42;1.41
85P;2019-43;0.69
85P;2019-44;0.82
85P;2019-45;0.62
85P;2019-46;1.8
85P;2019-47;3.05
85P;2019-48;1.65
85P;2019-49;1.1
85P;2019-50;1.89
85P;2019-51;3.39
85P;2019-52;0.99
85P;2020-01;4.47
85P;2020-02;7.16
85P;2020-03;4.86
85P;2020-04;2.65
85P;2020-05;4.67
85P;2020-06;1.96
85P;2020-07;2.21
85P;2020-08;-1.36
85P;2020-09;0.69
85P;2020-10;1.93
85P;2020-11;4.16
85P;2020-12;11.91
85P;2020-13;26.93
85P;2020-14;45.25
85P;2020-15;45.99
85P;2020-16;35.87
85P;2020-17;24.01
85P;2020-18;13.64
85P;2020-19;8.9
85P;2020-20;2.26
85P;2020-21;3.87
85P;2020-22;-0.42
85P;2020-23;-0.29
85P;2020-24;-1.85
85P;2020-25;-1.48
85P;2020-26;3.05
85P;2020-27;0.28
85P;2020-28;0.09
85P;2020-29;1.3
85P;2020-30;2.87
85P;2020-31;6.87
85P;2020-32;5.75
85P;2020-33;12.23
85P;2020-34;4.92
85P;2020-35;1.31
85P;2020-36;1.37
85P;2020-37;3.03
85P;2020-38;5.42
85P;2020-39;0.96
85P;2020-40;4.16
85P;2020-41;3.53
85P;2020-42;4.89
85P;2020-43;12.01
85P;2020-44;14.77
85P;2020-45;18.41
85P;2020-46;19.57
85P;2020-47;18.32
85P;2020-48;17.64
85P;2020-49;18.88
85P;2020-50;20.39
85P;2020-51;19.63
85P;2020-52;19.21
85P;2020-53;20.23
85P;2021-01;23.25
85P;2021-02;25.95
85P;2021-03;27.68
85P;2021-04;22.9
85P;2021-05;14.36
85P;2021-06;8.81
85P;2021-07;5.97
85P;2021-08;-0.28
85P;2021-09;-4.36
85P;2021-10;-2.53
85P;2021-11;-3.08
85P;2021-12;-2.77
85P;2021-13;-2.32
85P;2021-14;-1.47
85P;2021-15;-1
85P;2021-16;-0.09
85P;2021-17;-0.25
85P;2021-18;0.47
85P;2021-19;-1.71
85P;2021-20;-3.21
85P;2021-21;-2.27
85P;2021-22;-0.23
85P;2021-23;-1.73
85P;2021-24;2.63
85P;2021-25;-0.09
85P;2021-26;1.41
85P;2021-27;2.47
85P;2021-28;3.61
85P;2021-29;7.09
85P;2021-30;5.25
85P;2021-31;7.61
85P;2021-32;9.81
85P;2021-33;7.8
85P;2021-34;4.86
85P;2021-35;4.61
85P;2021-36;8.91
85P;2021-37;4.36
85P;2021-38;2.19
85P;2021-39;3.06
85P;2021-40;2.68
85P;2021-41;4.62
85P;2021-42;6.82
85P;2021-43;8.11
85P;2021-44;7.36
85P;2021-45;9.72
85P;2021-46;9.44
85P;2021-47;10.47
85P;2021-48;14.41
85P;2021-49;14.08
85P;2021-50;10.24
85P;2021-51;9.88
85P;2021-52;9.5
85P;2022-01;7.67
85P;2022-02;7.01
85P;2022-03;7.36
85P;2022-04;9.63
85P;2022-05;11.03
85P;2022-06;8.02
85P;2022-07;7.77
85P;2022-08;2.74
85P;2022-09;4.17
85P;2022-10;4.69
85P;2022-11;5.46
85P;2022-12;4.22
85P;2022-13;-5.72
