group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
15to44;2022-31;1319.19;1503.61;1410.4;1598.79;1558.77
15to44;2022-32;1318.1;1502.25;1409.17;1597.29;1649.27
15to44;2022-33;1317.16;1500.93;1408.05;1595.77;1529.18
15to44;2022-34;1316.39;1499.7;1407.05;1594.3;1504.68
15to44;2022-35;1315.78;1498.6;1406.2;1592.93;1490.42
15to44;2022-36;1315.34;1497.66;1405.51;1591.74;1523.69
15to44;2022-37;1315.04;1496.93;1405;1590.77;1405.64
15to44;2022-38;1314.88;1496.44;1404.68;1590.11;1516.97
15to44;2022-39;1314.85;1496.23;1404.57;1589.81;1451.88
15to44;2022-40;1314.94;1496.34;1404.66;1589.93;1500.6
15to44;2022-41;1315.12;1496.77;1404.96;1590.5;1564.07
15to44;2022-42;1315.38;1497.55;1405.48;1591.54;1471.96
15to44;2022-43;1315.71;1498.66;1406.19;1593.07;1391.06
45to64;2016-45;8260.78;8697.26;8478.09;8918.3;8599
45to64;2016-46;8279.1;8720.63;8498.91;8944.24;8865
45to64;2016-47;8295.8;8742.85;8518.35;8969.29;8599
45to64;2016-48;8310.67;8763.51;8536.09;8992.92;8946
45to64;2016-49;8323.52;8782.19;8551.83;9014.59;8809
45to64;2016-50;8334.2;8798.51;8565.31;9033.8;8934
45to64;2016-51;8342.59;8812.11;8576.28;9050.06;9252
45to64;2016-52;8348.6;8822.66;8584.54;9062.95;9349
45to64;2017-01;8352.14;8829.94;8589.93;9072.14;9699
45to64;2017-02;8353.19;8833.72;8592.33;9077.33;9684
45to64;2017-03;8351.74;8833.89;8591.69;9078.33;9399
45to64;2017-04;8347.82;8830.4;8587.98;9075.05;9235
45to64;2017-05;8341.48;8823.25;8581.24;9067.5;9483
45to64;2017-06;8332.78;8812.55;8571.55;9055.77;9217
45to64;2017-07;8321.82;8798.49;8559.04;9040.12;9007
45to64;2017-08;8308.72;8781.27;8543.91;9020.8;8828
45to64;2017-09;8293.65;8761.21;8526.36;8998.17;8760
45to64;2017-10;8276.76;8738.66;8506.67;8972.74;8582
45to64;2017-11;8258.24;8714.03;8485.11;8944.97;8459
45to64;2017-12;8238.29;8687.76;8462.03;8915.46;8490
45to64;2017-13;8217.13;8660.31;8437.75;8884.79;8401
45to64;2017-14;8195.02;8632.14;8412.63;8853.53;8347
45to64;2017-15;8172.19;8603.75;8387.05;8822.29;8379
45to64;2017-16;8148.94;8575.58;8361.35;8791.6;8193
45to64;2017-17;8125.55;8548.06;8335.91;8761.97;8508
45to64;2017-18;8102.32;8521.59;8311.08;8733.85;8364
45to64;2017-19;8079.58;8496.53;8287.18;8707.61;8459
45to64;2017-20;8057.65;8473.18;8264.55;8683.55;8259
45to64;2017-21;8036.85;8451.81;8243.46;8661.89;8365
45to64;2017-22;8017.49;8432.65;8224.2;8642.83;8087
45to64;2017-23;7999.95;8415.77;8206.98;8626.3;8114
45to64;2017-24;7984.43;8401.39;8192.03;8612.51;8233
45to64;2017-25;7971.23;8389.56;8179.5;8601.39;8531
45to64;2017-26;7960.56;8380.34;8169.55;8592.91;7986
45to64;2017-27;7952.6;8373.74;8162.27;8587.02;8110
45to64;2017-28;7947.49;8369.78;8157.73;8583.64;8290
45to64;2017-29;7945.31;8368.43;8155.96;8582.72;8270
45to64;2017-30;7946.1;8369.66;8156.96;8584.18;8054
45to64;2017-31;7949.82;8373.41;8160.7;8587.94;8465
45to64;2017-32;7956.42;8379.62;8167.11;8593.95;8167
45to64;2017-33;7965.77;8388.21;8176.08;8602.15;7941
45to64;2017-34;7977.69;8399.09;8187.48;8612.49;8070
45to64;2017-35;7991.89;8412.22;8201.16;8625.06;8180
45to64;2017-36;8008.32;8427.26;8216.9;8639.38;8087
45to64;2017-37;8026.48;8444.28;8234.5;8655.82;8138
45to64;2017-38;8046.09;8463.07;8253.7;8674.18;8287
45to64;2017-39;8066.81;8483.41;8274.24;8694.31;8374
45to64;2017-40;8088.28;8505.1;8295.82;8716.12;8493
45to64;2017-41;8110.14;8527.88;8318.13;8739.35;8417
45to64;2017-42;8131.94;8551.53;8340.86;8763.95;8410
45to64;2017-43;8153.41;8575.68;8363.65;8789.46;8332
45to64;2017-44;8174.17;8599.99;8386.18;8815.58;8349
45to64;2017-45;8193.94;8624.07;8408.09;8841.87;8545
45to64;2017-46;8212.4;8647.55;8429.04;8867.92;8794
45to64;2017-47;8229.31;8670;8448.7;8893.2;8624
45to64;2017-48;8244.46;8690.99;8466.74;8917.19;8753
45to64;2017-49;8257.64;8710.12;8482.87;8939.35;8836
45to64;2017-50;8268.71;8726.98;8496.82;8959.19;9071
45to64;2017-51;8277.53;8741.22;8508.32;8976.21;9120
45to64;2017-52;8284;8752.51;8517.18;8989.97;9489
45to64;2018-01;8288.05;8760.6;8523.23;9000.13;9665
45to64;2018-02;8289.64;8765.26;8526.34;9006.36;9275
45to64;2018-03;8288.75;8766.35;8526.44;9008.48;9323
45to64;2018-04;8285.41;8763.82;8523.49;9006.36;9077
45to64;2018-05;8279.64;8757.65;8517.53;8999.99;9146
45to64;2018-06;8271.51;8747.94;8508.61;8989.46;9068
45to64;2018-07;8261.12;8734.82;8496.87;8974.96;9446
45to64;2018-08;8248.59;8718.53;8482.48;8956.74;9681
45to64;2018-09;8234.05;8699.35;8465.64;8935.18;9945
45to64;2018-10;8217.67;8677.63;8446.6;8910.72;9848
45to64;2018-11;8199.62;8653.74;8425.66;8883.85;9424
45to64;2018-12;8180.11;8628.13;8403.12;8855.11;9184
45to64;2018-13;8159.35;8601.24;8379.32;8825.08;8751
45to64;2018-14;8137.57;8573.54;8354.61;8794.35;8983
45to64;2018-15;8115.04;8545.51;8329.35;8763.51;8821
45to64;2018-16;8092.01;8517.59;8303.89;8733.1;8428
45to64;2018-17;8068.76;8490.25;8278.61;8703.66;8270
45to64;2018-18;8045.66;8463.81;8253.85;8675.52;8228
45to64;2018-19;8022.94;8438.71;8229.95;8649.21;8111
45to64;2018-20;8000.97;8415.23;8207.23;8624.97;8250
45to64;2018-21;7980.04;8393.66;8185.98;8603.07;8189
45to64;2018-22;7960.51;8374.17;8166.47;8583.61;8128
45to64;2018-23;7942.67;8356.98;8148.95;8566.75;8181
45to64;2018-24;7926.82;8342.19;8133.62;8552.52;8102
45to64;2018-25;7913.2;8329.91;8120.67;8540.93;8115
45to64;2018-26;7902.06;8320.2;8110.23;8531.95;8237
45to64;2018-27;7893.57;8313.08;8102.42;8525.53;8160
45to64;2018-28;7887.89;8308.56;8097.32;8521.61;8059
45to64;2018-29;7885.1;8306.64;8094.96;8520.14;8245
45to64;2018-30;7885.25;8307.28;8095.35;8521.02;8405
45to64;2018-31;7888.33;8310.43;8098.46;8524.22;8633
45to64;2018-32;7894.27;8316.04;8104.24;8529.65;8397
45to64;2018-33;7902.96;8324.03;8112.59;8537.28;8048
45to64;2018-34;7914.25;8334.32;8123.38;8547.05;8024
45to64;2018-35;7927.92;8346.79;8136.46;8558.9;8118
45to64;2018-36;7943.73;8361.34;8151.64;8572.81;8163
45to64;2018-37;7961.37;8377.84;8168.72;8588.71;8035
45to64;2018-38;7980.53;8396.12;8187.44;8606.53;8193
45to64;2018-39;8000.86;8416;8207.56;8626.18;8288
45to64;2018-40;8022.09;8437.21;8228.78;8647.38;8409
45to64;2018-41;8043.61;8459.75;8250.8;8670.43;8205
45to64;2018-42;8065.26;8483.11;8273.31;8694.66;8151
45to64;2018-43;8086.66;8507.04;8295.96;8719.88;8223
45to64;2018-44;8107.43;8531.23;8318.43;8745.81;8371
45to64;2018-45;8127.26;8555.3;8340.36;8772.06;8438
45to64;2018-46;8145.87;8578.86;8361.43;8798.15;8456
45to64;2018-47;8162.99;8601.5;8381.29;8823.6;8418
45to64;2018-48;8178.42;8622.78;8399.62;8847.88;8605
45to64;2018-49;8191.94;8642.31;8416.12;8870.49;8631
45to64;2018-50;8203.39;8659.68;8430.5;8890.89;8609
45to64;2018-51;8212.64;8674.52;8442.53;8908.6;8992
45to64;2018-52;8219.59;8686.51;8451.97;8923.17;8761
45to64;2019-01;8224.14;8695.37;8458.66;8934.24;9189
45to64;2019-02;8226.27;8700.87;8462.46;8941.48;9189
45to64;2019-03;8225.93;8702.87;8463.28;8944.67;9083
45to64;2019-04;8223.15;8701.27;8461.08;8943.68;9312
45to64;2019-05;8217.95;8696.06;8455.88;8938.48;9427
45to64;2019-06;8210.39;8687.32;8447.73;8929.13;9239
45to64;2019-07;8200.56;8675.16;8436.75;8915.78;9266
45to64;2019-08;8188.57;8659.8;8423.09;8898.7;8910
45to64;2019-09;8174.55;8641.51;8406.95;8878.22;9065
45to64;2019-10;8158.66;8620.62;8388.58;8854.76;8868
45to64;2019-11;8141.07;8597.5;8368.25;8828.81;8479
45to64;2019-12;8121.98;8572.56;8346.26;8800.88;8405
45to64;2019-13;8101.6;8546.26;8322.94;8771.54;8240
45to64;2019-14;8080.16;8519.04;8298.64;8741.37;8324
45to64;2019-15;8057.9;8491.4;8273.7;8710.97;8121
45to64;2019-16;8035.11;8463.76;8248.51;8680.85;8331
45to64;2019-17;8012.05;8436.56;8223.39;8651.55;8277
45to64;2019-18;7989.02;8410.22;8198.72;8623.51;8027
45to64;2019-19;7966.58;8384.85;8174.83;8596.65;8050
45to64;2019-20;7944.34;8361.49;8152.03;8572.72;8097
45to64;2019-21;7923.32;8339.7;8130.62;8550.54;8007
45to64;2019-22;7903.62;8319.95;8110.89;8530.77;8067
45to64;2019-23;7885.53;8302.41;8093.07;8513.52;8080
45to64;2019-24;7869.36;8287.22;8077.39;8498.84;8122
45to64;2019-25;7855.37;8274.48;8064.02;8486.75;8205
45to64;2019-26;7843.78;8264.28;8053.11;8477.26;8289
45to64;2019-27;7834.79;8256.64;8044.79;8470.31;8359
45to64;2019-28;7828.56;8251.57;8039.14;8465.84;7830
45to64;2019-29;7825.18;8249.08;8036.2;8463.81;8194
45to64;2019-30;7824.71;8249.13;8035.99;8464.13;8290
45to64;2019-31;7827.14;8251.7;8038.49;8466.76;7995
45to64;2019-32;7832.43;8256.72;8043.64;8471.64;7884
45to64;2019-33;7840.48;8264.12;8051.37;8478.71;7695
45to64;2019-34;7851.13;8273.83;8061.55;8487.93;7840
45to64;2019-35;7864.19;8285.74;8074.05;8499.24;8129
45to64;2019-36;7879.42;8299.74;8088.67;8512.62;7954
45to64;2019-37;7896.54;8315.72;8105.22;8528;7928
45to64;2019-38;7915.24;8333.5;8123.47;8545.3;8163
45to64;2019-39;7935.16;8352.95;8143.16;8564.51;8274
45to64;2019-40;7955.98;8373.84;8164.02;8585.43;8152
45to64;2019-41;7977.31;8395.95;8185.74;8607.93;8313
45to64;2019-42;7998.8;8419.02;8208.01;8631.8;8130
45to64;2019-43;8020.1;8442.74;8230.52;8656.76;8125
45to64;2019-44;8040.85;8466.8;8252.91;8682.51;8245
45to64;2019-45;8060.75;8490.83;8274.86;8708.65;8551
45to64;2019-46;8079.51;8514.44;8296.02;8734.74;8418
45to64;2019-47;8096.85;8537.22;8316.06;8760.31;8360
45to64;2019-48;8112.54;8558.77;8334.66;8784.85;8470
45to64;2019-49;8126.41;8578.65;8351.51;8807.82;8790
45to64;2019-50;8138.26;8596.47;8366.32;8828.7;8653
45to64;2019-51;8147.94;8611.89;8378.84;8847.06;8874
45to64;2019-52;8155.36;8624.54;8388.85;8862.39;8500
45to64;2020-01;8160.42;8634.14;8396.17;8874.32;8879
45to64;2020-02;8163.08;8640.45;8400.64;8882.51;8980
45to64;2020-03;8163.3;8643.31;8402.16;8886.73;8943
45to64;2020-04;8161.07;8642.64;8400.7;8886.85;8667
45to64;2020-05;8156.43;8638.37;8396.25;8882.78;8930
45to64;2020-06;8149.44;8630.58;8388.86;8874.58;8778
45to64;2020-07;8140.16;8619.38;8378.63;8862.39;8650
45to64;2020-08;8128.7;8604.95;8365.7;8846.44;8516
45to64;2020-09;8115.19;8587.55;8350.26;8827.05;8589
45to64;2020-10;8099.78;8567.5;8332.55;8804.61;8609
45to64;2020-11;8082.64;8545.14;8312.82;8779.59;8840
45to64;2020-12;8063.96;8520.9;8291.38;8752.5;9373
45to64;2020-13;8043.95;8495.21;8268.55;8723.9;10122
45to64;2020-14;8022.83;8468.51;8244.66;8694.34;10882
45to64;2020-15;8000.85;8441.26;8220.07;8664.4;10583
45to64;2020-16;7978.28;8413.92;8195.13;8634.61;9670
45to64;2020-17;7955.39;8386.92;8170.2;8605.52;9120
45to64;2020-18;7932.48;8360.66;8145.63;8577.55;8565
45to64;2020-19;7909.85;8335.52;8121.75;8551.12;8582
45to64;2020-20;7887.83;8311.81;8098.89;8526.56;8369
45to64;2020-21;7866.73;8289.82;8077.35;8504.13;8394
45to64;2020-22;7846.87;8269.79;8057.41;8484.01;8324
45to64;2020-23;7828.57;8251.91;8039.31;8466.35;8098
45to64;2020-24;7812.11;8236.32;8023.28;8451.22;8116
45to64;2020-25;7797.76;8223.14;8009.51;8438.64;7871
45to64;2020-26;7785.76;8212.44;7998.15;8428.61;8224
45to64;2020-27;7776.29;8204.27;7989.33;8421.11;8062
45to64;2020-28;7769.53;8198.66;7983.14;8416.09;8017
45to64;2020-29;7765.59;8195.6;7979.63;8413.48;8023
45to64;2020-30;7764.51;8195.07;7978.82;8413.24;8127
45to64;2020-31;7766.32;8197.06;7980.72;8415.32;8326
45to64;2020-32;7770.96;8201.49;7985.26;8419.64;8272
45to64;2020-33;7778.36;8208.32;7992.38;8426.17;8745
45to64;2020-34;7788.39;8217.45;8001.96;8434.83;8053
45to64;2020-35;7800.83;8228.82;8013.87;8445.66;8000
45to64;2020-36;7815.47;8242.3;8027.94;8458.53;8156
45to64;2020-37;7832.04;8257.78;8043.97;8473.45;8204
45to64;2020-38;7850.25;8275.09;8061.74;8490.29;8373
45to64;2020-39;7869.77;8294.09;8081;8509.02;8295
45to64;2020-40;7890.23;8314.58;8101.48;8529.52;8466
45to64;2020-41;7911.29;8336.35;8122.89;8551.64;8577
45to64;2020-42;7932.6;8359.12;8144.93;8575.16;8651
45to64;2020-43;7953.79;8382.63;8167.27;8599.85;8989
45to64;2020-44;7974.52;8406.54;8189.58;8625.38;9054
45to64;2020-45;7994.48;8430.5;8211.53;8651.39;9266
45to64;2020-46;8013.28;8454.22;8232.77;8677.63;9530
45to64;2020-47;8030.92;8477.04;8252.98;8703.1;9431
45to64;2020-48;8046.9;8498.8;8271.82;8727.82;9763
45to64;2020-49;8061.1;8519.01;8289;8751.11;9642
45to64;2020-50;8073.33;8537.27;8304.22;8772.46;9887
45to64;2020-51;8083.46;8553.2;8317.23;8791.37;9598
45to64;2020-52;8091.36;8566.47;8327.78;8807.39;9822
45to64;2020-53;8096.93;8576.77;8335.7;8820.12;9917
45to64;2021-01;8100.12;8583.86;8340.82;8829.22;10389
45to64;2021-02;8100.89;8587.57;8343.04;8834.43;10522
45to64;2021-03;8099.23;8587.77;8342.31;8835.6;10539
45to64;2021-04;8095.15;8584.43;8338.6;8832.64;10068
45to64;2021-05;8088.71;8577.58;8331.95;8825.58;9833
45to64;2021-06;8079.98;8567.32;8322.46;8814.53;9610
45to64;2021-07;8069.05;8553.81;8310.25;8799.71;9460
45to64;2021-08;8056.04;8537.3;8295.51;8781.4;8973
45to64;2021-09;8041.11;8518.09;8278.45;8759.99;8870
45to64;2021-10;8024.41;8496.52;8259.34;8735.93;9057
45to64;2021-11;8006.13;8472.99;8238.46;8709.7;8899
45to64;2021-12;7986.48;8447.91;8216.11;8681.85;9051
45to64;2021-13;7965.68;8421.74;8192.65;8652.92;9178
45to64;2021-14;7943.97;8394.91;8168.41;8623.48;9134
45to64;2021-15;7921.62;8367.89;8143.74;8594.06;9215
45to64;2021-16;7898.91;8341.1;8119;8565.18;9204
45to64;2021-17;7876.11;8314.94;8094.54;8537.32;9145
45to64;2021-18;7853.55;8289.79;8070.69;8510.85;8981
45to64;2021-19;7831.52;8265.99;8047.78;8486.14;8610
45to64;2021-20;7810.35;8243.83;8026.11;8463.48;8448
45to64;2021-21;7790.38;8223.52;8005.97;8443.01;8417
45to64;2021-22;7771.88;8205.3;7987.61;8424.93;8486
45to64;2021-23;7755.15;8189.31;7971.25;8409.33;8305
45to64;2021-24;7740.47;8175.68;7957.08;8396.24;8326
45to64;2021-25;7728.08;8164.49;7945.28;8385.67;8278
45to64;2021-26;7718.17;8155.8;7935.98;8377.61;8496
45to64;2021-27;7710.9;8149.64;7929.26;8372.02;8246
45to64;2021-28;7706.4;8146.02;7925.19;8368.85;8395
45to64;2021-29;7704.74;8144.92;7923.81;8368.04;8557
45to64;2021-30;7705.93;8146.32;7925.11;8369.56;8380
45to64;2021-31;7709.95;8150.19;7929.05;8373.34;8600
45to64;2021-32;7716.71;8156.44;7935.56;8379.34;8533
45to64;2021-33;7726.09;8165.03;7944.55;8387.51;8571
45to64;2021-34;7737.91;8175.85;7955.88;8397.81;8436
45to64;2021-35;7751.97;8188.81;7969.39;8410.2;8716
45to64;2021-36;7768;8203.79;7984.9;8424.64;8843
45to64;2021-37;7785.71;8220.64;8002.19;8441.05;8400
45to64;2021-38;7804.78;8239.21;8021.02;8459.35;8685
45to64;2021-39;7824.88;8259.32;8041.12;8479.45;8547
45to64;2021-40;7845.66;8280.74;8062.22;8501.19;8810
45to64;2021-41;7866.75;8303.22;8084.01;8524.39;9049
45to64;2021-42;7887.82;8326.5;8106.17;8548.79;8915
45to64;2021-43;7908.52;8350.25;8128.39;8574.1;9025.17
45to64;2021-44;7928.53;8374.13;8150.32;8599.96;9107.06
45to64;2021-45;7947.55;8397.77;8171.62;8625.96;9430.59
45to64;2021-46;7965.31;8420.76;8191.98;8651.63;9694.63
45to64;2021-47;7981.56;8442.71;8211.06;8676.51;10020.4
45to64;2021-48;7996.1;8463.21;8228.55;8700.06;10341.45
45to64;2021-49;8008.72;8481.86;8244.16;8721.8;10346.75
45to64;2021-50;8019.29;8498.28;8257.63;8741.22;10082.54
45to64;2021-51;8027.67;8512.12;8268.71;8757.88;10151.2
45to64;2021-52;8033.75;8523.09;8277.22;8771.35;10079.09
45to64;2022-01;8037.48;8530.93;8282.98;8781.3;9735.27
45to64;2022-02;8038.8;8535.44;8285.88;8787.46;9495.41
45to64;2022-03;8037.69;8536.51;8285.85;8789.65;9261.64
45to64;2022-04;8034.18;8534.07;8282.87;8787.76;9321.07
45to64;2022-05;8028.3;8528.14;8276.96;8781.81;9292.54
45to64;2022-06;8020.11;8518.8;8268.2;8771.88;9017.98
45to64;2022-07;8009.7;8506.21;8256.71;8758.17;8877.58
45to64;2022-08;7997.2;8490.59;8242.66;8740.95;8633.88
45to64;2022-09;7982.73;8472.21;8226.26;8720.57;8698.42
45to64;2022-10;7966.47;8451.44;8207.76;8697.48;8546.56
45to64;2022-11;7948.59;8428.61;8187.43;8672.11;8629.51
45to64;2022-12;7929.3;8404.17;8165.58;8645.03;8589.33
45to64;2022-13;7908.82;8378.53;8142.55;8616.74;8698.79
45to64;2022-14;7887.39;8352.14;8118.66;8587.82;8727.23
45to64;2022-15;7865.27;8325.45;8094.27;8558.79;8583.64
45to64;2022-16;7842.73;8298.88;8069.73;8530.16;8213.82
45to64;2022-17;7820.06;8272.84;8045.39;8502.4;8339.39
45to64;2022-18;7797.56;8247.71;8021.58;8475.92;8409.09
45to64;2022-19;7775.55;8223.82;7998.64;8451.08;8389.96
45to64;2022-20;7754.34;8201.47;7976.86;8428.14;8267.85
45to64;2022-21;7734.25;8180.91;7956.53;8407.36;7919.07
45to64;2022-22;7715.57;8162.36;7937.92;8388.88;8059.25
45to64;2022-23;7698.61;8145.98;7921.24;8372.8;8061.74
45to64;2022-24;7683.62;8131.9;7906.7;8359.19;8236.89
45to64;2022-25;7670.86;8120.22;7894.47;8348.08;8250.66
45to64;2022-26;7660.52;8111.01;7884.69;8339.45;8482.71
45to64;2022-27;7652.78;8104.3;7877.46;8333.28;8339.98
45to64;2022-28;7647.75;8100.12;7872.85;8329.53;8695
45to64;2022-29;7645.51;8098.45;7870.9;8328.16;8915.81
45to64;2022-30;7646.1;8099.29;7871.61;8329.12;8465.68
45to64;2022-31;7649.5;8102.58;7874.95;8332.36;8364.57
45to64;2022-32;7655.62;8108.28;7880.87;8337.83;8515.14
45to64;2022-33;7664.37;8116.31;7889.26;8345.5;8317.65
45to64;2022-34;7675.57;8126.62;7900.02;8355.34;8250.13
45to64;2022-35;7689.04;8139.05;7912.98;8367.24;8092.93
45to64;2022-36;7704.51;8153.55;7927.97;8381.22;7938.8
45to64;2022-37;7721.71;8169.94;7944.78;8397.2;7976.08
45to64;2022-38;7740.34;8188.1;7963.17;8415.1;8377.33
45to64;2022-39;7760.06;8207.82;7982.89;8434.81;8431.71
45to64;2022-40;7780.53;8228.89;8003.67;8456.19;8498.03
45to64;2022-41;7801.41;8251.09;8025.2;8479.06;8365.66
45to64;2022-42;7822.33;8274.14;8047.18;8503.19;8135.03
45to64;2022-43;7842.99;8297.71;8069.28;8528.26;7564.1
65to74;2016-45;10329.11;10859.94;10593.42;11128.67;10736
65to74;2016-46;10386.96;10924.93;10654.81;11197.3;10892
65to74;2016-47;10441.71;10987.42;10713.41;11263.73;10829
65to74;2016-48;10492.6;11046.39;10768.31;11326.82;10894
65to74;2016-49;10538.93;11100.82;10818.66;11385.4;11224
65to74;2016-50;10580.06;11149.79;10863.68;11438.38;11401
65to74;2016-51;10615.43;11192.42;10902.65;11484.72;11932
65to74;2016-52;10644.56;11227.95;10934.96;11523.51;12243
65to74;2017-01;10667.07;11255.71;10960.07;11553.95;12748
65to74;2017-02;10682.68;11275.19;10977.6;11575.43;12917
65to74;2017-03;10691.18;11286.06;10987.28;11587.5;12420
65to74;2017-04;10692.49;11288.1;10988.95;11589.91;12370
65to74;2017-05;10686.63;11281.3;10982.62;11582.63;12833
65to74;2017-06;10673.73;11265.8;10968.43;11565.82;11884
65to74;2017-07;10653.99;11241.94;10946.65;11539.84;11842
65to74;2017-08;10627.74;11210.17;10917.66;11505.25;11635
65to74;2017-09;10595.38;11171.14;10881.99;11462.8;11295
65to74;2017-10;10557.43;11125.56;10840.26;11413.32;10961
65to74;2017-11;10514.44;11074.32;10793.17;11357.87;10699
65to74;2017-12;10467.03;11018.38;10741.52;11297.57;10442
65to74;2017-13;10415.92;10958.72;10686.17;11233.55;10537
65to74;2017-14;10361.83;10896.43;10628.01;11167.07;10544
65to74;2017-15;10305.56;10832.53;10567.95;11099.28;10388
65to74;2017-16;10247.92;10768.09;10506.93;11031.38;10376
65to74;2017-17;10189.76;10704.12;10445.89;10964.45;10525
65to74;2017-18;10131.91;10641.6;10385.71;10899.55;10604
65to74;2017-19;10075.26;10581.39;10327.3;10837.54;10490
65to74;2017-20;10020.63;10524.35;10271.46;10779.28;10492
65to74;2017-21;9968.85;10471.19;10218.99;10725.43;10203
65to74;2017-22;9920.71;10422.56;10170.6;10676.57;10094
65to74;2017-23;9876.93;10379.05;10126.95;10633.2;9897
65to74;2017-24;9838.19;10341.11;10088.61;10595.69;9963
65to74;2017-25;9805.11;10309.16;10056.09;10564.33;10358
65to74;2017-26;9778.18;10283.53;10029.79;10539.37;10121
65to74;2017-27;9757.83;10264.47;10010.08;10520.97;10254
65to74;2017-28;9744.4;10252.16;9997.21;10509.25;9991
65to74;2017-29;9738.12;10246.73;9991.34;10504.25;10204
65to74;2017-30;9739.14;10248.18;9992.58;10505.92;9887
65to74;2017-31;9747.39;10256.62;10000.92;10514.46;10119
65to74;2017-32;9762.89;10271.86;10016.29;10529.56;9941
65to74;2017-33;9785.4;10293.8;10038.53;10551.2;10033
65to74;2017-34;9814.66;10322.25;10067.39;10579.22;9934
65to74;2017-35;9850.27;10356.91;10102.53;10613.39;9894
65to74;2017-36;9891.74;10397.48;10143.56;10653.48;9956
65to74;2017-37;9938.49;10443.54;10189.98;10699.18;10276
65to74;2017-38;9989.86;10494.65;10241.22;10750.13;10407
65to74;2017-39;10045.14;10550.23;10296.65;10805.85;10377
65to74;2017-40;10103.49;10609.69;10355.56;10865.87;10404
65to74;2017-41;10164.09;10672.34;10417.18;10929.54;10658
65to74;2017-42;10226.07;10737.4;10480.7;10996.17;10676
65to74;2017-43;10288.52;10804.04;10545.23;11064.93;10517
65to74;2017-44;10350.55;10871.36;10609.89;11134.95;10576
65to74;2017-45;10411.27;10938.39;10673.74;11205.18;10651
65to74;2017-46;10469.82;11004.12;10735.86;11274.58;10833
65to74;2017-47;10525.38;11067.54;10795.32;11342;11047
65to74;2017-48;10577.18;11127.59;10851.22;11406.27;11017
65to74;2017-49;10624.51;11183.29;10902.71;11466.24;11417
65to74;2017-50;10666.71;11233.66;10948.96;11520.78;11504
65to74;2017-51;10703.21;11277.81;10989.26;11568.84;11660
65to74;2017-52;10733.53;11314.94;11022.96;11609.46;12086
65to74;2018-01;10757.25;11344.39;11049.52;11641.83;12344
65to74;2018-02;10774.07;11365.6;11068.52;11665.29;12121
65to74;2018-03;10783.79;11378.2;11079.66;11679.36;12325
65to74;2018-04;10786.31;11381.93;11082.79;11683.72;11733
65to74;2018-05;10781.58;11376.81;11077.87;11678.4;11910
65to74;2018-06;10769.77;11362.9;11065.01;11663.41;12176
65to74;2018-07;10751.05;11340.5;11044.46;11639.13;12272
65to74;2018-08;10725.74;11310.06;11016.61;11606.07;12585
65to74;2018-09;10694.22;11272.19;10981.94;11564.95;13228
65to74;2018-10;10656.98;11227.61;10941.06;11516.63;13222
65to74;2018-11;10614.57;11177.19;10894.67;11462.11;12495
65to74;2018-12;10567.63;11121.85;10843.56;11402.48;12161
65to74;2018-13;10516.83;11062.6;10788.57;11338.91;11571
65to74;2018-14;10462.93;11000.49;10730.59;11272.62;11335
65to74;2018-15;10406.7;10936.59;10670.55;11204.81;10996
65to74;2018-16;10348.95;10871.97;10609.38;11136.68;10787
65to74;2018-17;10290.51;10807.65;10548.02;11069.37;10382
65to74;2018-18;10232.29;10744.57;10487.38;11003.82;10167
65to74;2018-19;10175.09;10683.69;10428.35;10941.08;10230
65to74;2018-20;10119.78;10625.84;10371.78;10881.93;10243
65to74;2018-21;10067.21;10571.76;10318.46;10827.1;10134
65to74;2018-22;10018.16;10522.13;10269.11;10777.19;10465
65to74;2018-23;9973.37;10477.53;10224.42;10732.71;9981
65to74;2018-24;9933.55;10438.47;10184.96;10694.04;9984
65to74;2018-25;9899.29;10405.35;10151.27;10661.52;10205
65to74;2018-26;9871.16;10378.52;10123.78;10635.36;10330
65to74;2018-27;9849.58;10358.24;10102.84;10615.75;10288
65to74;2018-28;9834.89;10344.73;10088.74;10602.85;10023
65to74;2018-29;9827.36;10338.1;10081.65;10596.69;10422
65to74;2018-30;9827.13;10338.43;10081.69;10597.3;10469
65to74;2018-31;9834.23;10345.7;10088.88;10604.66;10975
65to74;2018-32;9848.61;10359.86;10103.16;10618.71;10711
65to74;2018-33;9870.08;10380.79;10124.36;10639.34;10010
65to74;2018-34;9898.39;10408.28;10152.27;10666.41;10176
65to74;2018-35;9933.15;10442.07;10186.55;10699.69;10048
65to74;2018-36;9973.89;10481.87;10226.83;10739;10137
65to74;2018-37;10020.05;10527.27;10272.61;10783.99;10255
65to74;2018-38;10070.96;10577.81;10323.35;10834.33;10360
65to74;2018-39;10125.9;10632.99;10378.41;10889.61;10192
65to74;2018-40;10184.1;10692.14;10437.09;10949.24;10637
65to74;2018-41;10244.68;10754.66;10498.64;11012.72;10571
65to74;2018-42;10306.81;10819.73;10562.23;11079.28;10362
65to74;2018-43;10369.54;10886.56;10627;11148.2;10380
65to74;2018-44;10432;10954.24;10692.05;11218.53;10679
65to74;2018-45;10493.28;11021.81;10756.46;11289.3;10876
65to74;2018-46;10552.52;11088.27;10819.29;11359.44;10552
65to74;2018-47;10608.89;11152.58;10879.6;11427.8;10708
65to74;2018-48;10661.61;11213.71;10936.5;11493.22;11032
