group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
75to84;2018-08;20615.82;21668.23;21139.84;22200.95;24077
75to84;2018-09;20513.25;21553.46;21031.21;22079.95;25915
75to84;2018-10;20390.74;21416.81;20901.68;21936.11;26364
75to84;2018-11;20250.27;21260.84;20753.51;21772.25;24391
75to84;2018-12;20094.08;21088.4;20589.24;21591.53;23039
75to84;2018-13;19924.64;20902.55;20411.64;21397.33;22496
75to84;2018-14;19744.59;20706.5;20223.64;21193.14;21645
75to84;2018-15;19556.69;20503.54;20028.25;20982.53;20931
75to84;2018-16;19363.76;20296.92;19828.51;20768.97;20081
75to84;2018-17;19168.69;20089.86;19627.47;20555.82;19014
75to84;2018-18;18974.32;19885.4;19428.08;20346.25;18981
75to84;2018-19;18783.46;19686.43;19233.18;20143.18;18728
75to84;2018-20;18598.81;19495.64;19045.47;19949.31;18305
75to84;2018-21;18422.97;19315.45;18867.45;19766.94;18734
75to84;2018-22;18258.31;19148.1;18701.44;19598.26;18809
75to84;2018-23;18107.09;18995.51;18549.53;19445.01;18682
75to84;2018-24;17971.29;18859.39;18413.55;19308.76;17687
75to84;2018-25;17852.69;18741.19;18295.14;19190.81;18007
75to84;2018-26;17752.79;18642.15;18195.65;19092.23;18728
75to84;2018-27;17672.85;18563.25;18116.22;19013.89;18600
75to84;2018-28;17613.86;18505.27;18057.73;18956.44;18081
75to84;2018-29;17576.55;18468.76;18020.82;18920.36;18306
75to84;2018-30;17561.37;18454.07;18005.88;18905.93;19559
75to84;2018-31;17568.52;18461.33;18013.08;18913.24;20118
75to84;2018-32;17597.91;18490.48;18042.36;18942.25;19443
75to84;2018-33;17649.21;18541.22;18093.38;18992.69;18254
75to84;2018-34;17721.79;18613.06;18165.6;19064.14;18215
75to84;2018-35;17814.77;18705.33;18258.24;19156.01;17888
75to84;2018-36;17926.81;18817.28;18370.25;19267.88;18309
75to84;2018-37;18057.11;18947.17;18500.36;19397.53;18245
75to84;2018-38;18203.38;19094.26;18647.05;19545;18394
75to84;2018-39;18363.94;19256.73;18808.57;19708.4;18419
75to84;2018-40;18536.64;19432.74;18982.92;19886.05;18719
75to84;2018-41;18719.13;19620.2;19167.9;20076;19374
75to84;2018-42;18908.9;19816.79;19361.07;20276.02;18721
75to84;2018-43;19103.28;20019.95;19559.82;20483.62;18997
75to84;2018-44;19299.46;20226.91;19761.37;20696.04;19763
75to84;2018-45;19494.61;20434.7;19962.81;20910.25;19951
75to84;2018-46;19685.84;20640.21;20161.15;21123.02;19545
75to84;2018-47;19870.29;20840.23;20353.33;21330.94;20212
75to84;2018-48;20045.22;21031.4;20536.34;21530.38;20771
75to84;2018-49;20207.71;21210.75;20707.2;21718.31;20902
75to84;2018-50;20355.44;21374.89;20863.09;21890.81;20758
75to84;2018-51;20486;21520.97;21001.36;22044.8;21491
75to84;2018-52;20597.31;21646.3;21119.63;22177.27;21277
75to84;2019-01;20687.54;21748.51;21215.81;22285.6;22004
75to84;2019-02;20755.23;21825.67;21288.21;22367.57;22989
75to84;2019-03;20799.27;21876.27;21335.5;22421.53;23035
75to84;2019-04;20818.93;21899.33;21356.86;22446.33;23163
75to84;2019-05;20813.89;21894.41;21351.87;22441.46;23317
75to84;2019-06;20784.25;21861.59;21320.65;22407.02;23517
75to84;2019-07;20730.51;21801.51;21263.76;22343.72;23192
75to84;2019-08;20653.57;21715.36;21182.24;22252.87;22368
75to84;2019-09;20554.71;21604.77;21077.56;22136.31;22489
75to84;2019-10;20435.55;21471.88;20951.58;21996.42;21977
75to84;2019-11;20298.04;21319.16;20806.51;21835.95;21500
75to84;2019-12;20144.39;21149.42;20644.86;21658.02;20495
75to84;2019-13;19977.01;20965.69;20469.36;21465.96;20585
75to84;2019-14;19798.53;20771.17;20282.91;21263.3;20627
75to84;2019-15;19611.7;20569.13;20088.51;21053.52;20092
75to84;2019-16;19419.32;20362.87;19889.23;20840.21;20230
75to84;2019-17;19224.28;20155.58;19688.09;20626.71;19938
75to84;2019-18;19029.45;19950.36;19488.09;20416.23;19317
75to84;2019-19;18837.62;19750.15;19292.09;20211.79;19596
75to84;2019-20;18651.51;19557.68;19102.8;20016.1;19345
75to84;2019-21;18473.82;19375.36;18922.8;19831.48;19239
75to84;2019-22;18306.9;19205.52;18754.42;19660.18;18623
75to84;2019-23;18153.04;19050.13;18599.78;19504.06;18972
75to84;2019-24;18014.27;18910.95;18460.79;19364.7;18587
75to84;2019-25;17892.42;18789.47;18339.11;19243.45;18610
75to84;2019-26;17789.04;18686.96;18236.16;19141.42;19231
75to84;2019-27;17705.43;18604.46;18153.09;19059.52;18800
75to84;2019-28;17642.63;18542.79;18090.84;18998.43;18278
75to84;2019-29;17601.41;18502.54;18050.1;18958.69;18294
75to84;2019-30;17582.3;18484.08;18031.31;18940.58;20347
75to84;2019-31;17585.5;18487.6;18034.67;18944.26;18298
75to84;2019-32;17611.01;18513.05;18060.15;18969.67;18408
75to84;2019-33;17658.51;18560.2;18107.49;19016.63;17819
75to84;2019-34;17727.5;18628.54;18176.16;19084.62;18290
75to84;2019-35;17816.99;18717.58;18265.43;19173.39;18922
75to84;2019-36;17926.03;18826.25;18374.3;19281.85;18066
75to84;2019-37;18053.2;18953.54;18501.54;19409.15;18346
75to84;2019-38;18196.89;19098.08;18645.67;19554.1;18483
75to84;2019-39;18355.24;19258.34;18804.98;19715.29;19125
75to84;2019-40;18526.16;19432.48;18977.52;19891.02;19041
75to84;2019-41;18707.29;19618.52;19161.1;20079.53;19714
75to84;2019-42;18896.16;19814.15;19353.34;20278.55;19717
75to84;2019-43;19090.14;20016.81;19551.64;20485.6;19633
75to84;2019-44;19286.48;20223.75;19753.26;20697.91;19940
75to84;2019-45;19482.25;20432.13;19955.31;20912.69;20043
75to84;2019-46;19674.64;20638.76;20154.78;21126.56;20922
75to84;2019-47;19860.75;20840.47;20348.64;21336.19;20888
75to84;2019-48;20037.76;21033.98;20533.86;21538.1;20932
75to84;2019-49;20202.95;21216.06;20707.44;21728.77;21093
75to84;2019-50;20353.72;21383.55;20866.52;21904.78;21691
75to84;2019-51;20487.72;21533.45;21008.42;22062.78;21964
75to84;2019-52;20602.78;21663.03;21130.69;22199.77;21424
75to84;2020-01;20697.06;21769.85;21231.2;22312.99;21648
75to84;2020-02;20769;21851.91;21308.16;22400.2;22491
75to84;2020-03;20817.44;21907.6;21360.2;22459.6;22048
75to84;2020-04;20841.56;21935.85;21386.37;22489.96;21836
75to84;2020-05;20840.98;21936.11;21386.21;22490.65;22448
75to84;2020-06;20815.72;21908.39;21359.72;22461.67;21470
75to84;2020-07;20766.21;21853.21;21307.4;22403.61;21955
75to84;2020-08;20693.28;21771.67;21230.19;22317.67;21185
75to84;2020-09;20598.15;21665.34;21129.5;22205.63;21556
75to84;2020-10;20482.75;21535.88;21007.11;22069.01;21553
75to84;2020-11;20347.88;21386.83;20865.2;21912.74;22095
75to84;2020-12;20196.79;21219.85;20706.21;21737.66;24561
75to84;2020-13;20031.52;21038.29;20532.85;21547.81;28932
75to84;2020-14;19854.67;20845.35;20348;21346.69;31791
75to84;2020-15;19668.94;20644.29;20154.65;21137.83;31021
75to84;2020-16;19477.18;20438.39;19955.85;20924.75;27509
75to84;2020-17;19282.23;20230.9;19754.67;20710.89;24365
75to84;2020-18;19086.98;20024.94;19554.08;20499.51;22257
75to84;2020-19;18894.27;19823.45;19357;20293.58;21019
75to84;2020-20;18706.84;19629.22;19166.18;20095.93;19782
75to84;2020-21;18527.32;19444.78;18984.2;19909.03;19460
75to84;2020-22;18358.18;19272.42;18813.45;19735.07;18623
75to84;2020-23;18201.74;19114.2;18656.11;19575.98;18759
75to84;2020-24;18060.07;18971.9;18514.11;19433.4;18453
75to84;2020-25;17935.02;18847.09;18389.17;19308.75;18241
75to84;2020-26;17828.19;18741.08;18282.73;19203.19;18749
75to84;2020-27;17740.94;18654.94;18196.03;19117.65;18169
75to84;2020-28;17674.35;18589.54;18130.02;19052.87;18182
75to84;2020-29;17629.25;18545.5;18085.44;19009.4;18595
75to84;2020-30;17606.19;18523.26;18062.78;18987.58;18516
75to84;2020-31;17605.45;18523.01;18062.29;18987.59;19325
75to84;2020-32;17627.05;18544.78;18083.97;19009.43;19083
75to84;2020-33;17670.74;18588.33;18127.6;19052.9;20736
75to84;2020-34;17736;18653.28;18192.71;19117.67;18837
75to84;2020-35;17822.04;18738.99;18278.6;19203.18;18570
75to84;2020-36;17927.82;18844.61;18384.31;19308.7;18653
75to84;2020-37;18051.97;18969.13;18508.66;19433.36;19329
75to84;2020-38;18193.05;19111.13;18650.21;19575.79;19733
75to84;2020-39;18349.1;19269.2;18807.28;19734.85;19597
75to84;2020-40;18518.11;19441.57;18977.97;19908.88;20115
75to84;2020-41;18697.82;19626.18;19160.12;20095.95;20314
75to84;2020-42;18885.74;19820.81;19351.39;20293.96;20942
75to84;2020-43;19079.26;20022.98;19549.22;20500.5;22428
75to84;2020-44;19275.63;20229.96;19750.87;20712.87;23944
75to84;2020-45;19472;20438.86;19953.48;20928.11;25006
75to84;2020-46;19665.49;20646.59;20154.05;21143.07;25670
75to84;2020-47;19853.22;20849.95;20349.55;21354.39;25570
75to84;2020-48;20032.34;21045.69;20536.93;21558.59;25592
75to84;2020-49;20200.11;21230.55;20713.19;21752.15;26106
75to84;2020-50;20353.91;21401.34;20875.43;21931.59;26782
75to84;2020-51;20491.31;21555.03;21020.93;22093.59;26968
75to84;2020-52;20610.13;21688.84;21147.19;22235.03;26856
75to84;2020-53;20708.43;21800.25;21252.01;22353.14;27569
75to84;2021-01;20784.63;21887.19;21333.53;22445.55;28096
75to84;2021-02;20837.46;21947.96;21390.31;22510.38;28913
75to84;2021-03;20866.05;21981.41;21421.31;22546.31;29594
75to84;2021-04;20869.95;21986.88;21425.99;22552.58;27850
75to84;2021-05;20849.09;21964.27;21404.26;22529.08;26116
75to84;2021-06;20803.84;21914.03;21356.53;22476.3;24777
75to84;2021-07;20734.95;21837.14;21283.67;22395.34;23734
75to84;2021-08;20643.58;21735.11;21187;22287.87;22287
75to84;2021-09;20531.25;21609.89;21068.27;22156.08;21693
75to84;2021-10;20399.78;21463.84;20929.56;22002.59;21520
75to84;2021-11;20251.31;21299.67;20773.28;21830.42;21583
75to84;2021-12;20088.19;21120.34;20602.11;21642.84;21419
75to84;2021-13;19913.01;20929.02;20418.91;21443.31;22047
75to84;2021-14;19728.46;20728.97;20226.65;21235.38;21530
75to84;2021-15;19537.35;20523.47;20028.39;21022.57;21229.52
75to84;2021-16;19342.57;20315.79;19827.19;20808.34;21177.04
75to84;2021-17;19146.98;20109.07;19626.06;20595.98;20910.16
75to84;2021-18;18953.43;19906.33;19427.93;20388.58;20620.85
75to84;2021-19;18764.7;19710.35;19235.59;20188.95;19870.18
75to84;2021-20;18583.45;19523.73;19051.66;19999.64;19316.66
75to84;2021-21;18412.18;19348.82;18878.56;19822.91;18851.69
75to84;2021-22;18253.22;19187.7;18718.52;19660.74;18978.62
75to84;2021-23;18108.68;19042.26;18573.52;19514.89;18738.75
75to84;2021-24;17980.48;18914.07;18445.3;19386.73;19176
75to84;2021-25;17870.25;18804.49;18335.39;19277.53;18631.47
75to84;2021-26;17779.4;18714.67;18245.04;19188.27;18808.7
75to84;2021-27;17709.05;18645.5;18175.26;19119.71;18645.53
75to84;2021-28;17660.07;18597.64;18126.84;19072.45;18953.89
75to84;2021-29;17633.07;18571.58;18100.3;19046.88;19812.78
75to84;2021-30;17628.38;18567.55;18095.94;19043.19;19668.75
75to84;2021-31;17646.06;18585.6;18113.8;19061.43;19661.8
75to84;2021-32;17685.91;18625.57;18153.71;19101.44;19849.13
75to84;2021-33;17747.46;18687.06;18215.24;19162.89;19848.03
75to84;2021-34;17829.96;18769.5;18297.72;19245.27;19638.97
75to84;2021-35;17932.43;18872.08;18400.26;19347.87;19840.81
75to84;2021-36;18053.58;18993.77;18521.69;19469.8;20830.42
75to84;2021-37;18191.89;19133.32;18660.63;19609.94;20003.79
75to84;2021-38;18345.59;19289.23;18815.44;19766.94;19767.01
75to84;2021-39;18512.49;19459.95;18984.25;19939.55;20207.76
75to84;2021-40;18690.65;19643.2;19164.95;20125.36;20184.08
75to84;2021-41;18877.55;19836.85;19355.22;20322.42;20706.37
75to84;2021-42;19070.54;20038.51;19552.53;20528.45;21364.19
75to84;2021-43;19267.03;20245.36;19754.18;20740.55;22333.56
75to84;2021-44;19463.79;20454.91;19957.3;20956.59;22242.54
75to84;2021-45;19658.39;20663.65;20158.93;21172.52;23116.53
75to84;2021-46;19847.74;20868.6;20356.04;21385.4;23746.86
75to84;2021-47;20028.92;21066.54;20545.55;21591.86;24643.94
75to84;2021-48;20199.24;21254.15;20724.45;21788.28;25582.27
75to84;2021-49;20356.02;21428.21;20889.82;21971.14;25309.45
75to84;2021-50;20496.81;21585.66;21038.89;22137.09;24715.07
75to84;2021-51;20619.36;21723.65;21169.11;22282.96;24766.19
75to84;2021-52;20721.69;21839.64;21278.22;22405.92;24911.56
75to84;2022-01;20802.03;21931.54;21364.3;22503.72;23847.61
75to84;2022-02;20860.35;21996.29;21425.81;22571.74;23489.52
75to84;2022-03;20892.73;22035.66;21461.66;22614.69;23671.6
75to84;2022-04;20901.27;22046.2;21471.19;22626.25;24125.33
75to84;2022-05;20884.41;22029.17;21454.24;22609.14;24321.73
75to84;2022-06;20843.73;21983.61;21411.14;22561.09;23615.6
75to84;2022-07;20778.63;21911.72;21342.67;22485.74;23305.75
75to84;2022-08;20691.05;21814.05;21250.07;22382.93;22654.44
75to84;2022-09;20582.19;21692.73;21135.03;22255.26;22235.76
75to84;2022-10;20453.76;21550.16;20999.57;22105.47;22616.74
75to84;2022-11;20308;21388.81;20846.07;21936.18;22523.85
75to84;2022-12;20147.09;21211.77;20677.14;21750.93;21395.27
75to84;2022-13;19973.62;21022.12;20495.64;21553.04;19240.93
65P;2017-15;57667.89;60072.33;58866.02;61286.77;57225
65P;2017-16;57046.71;59415.91;58227.29;60612.51;56673
65P;2017-17;56419.43;58757.81;57584.66;59938.81;58364
65P;2017-18;55795.6;58107.58;56947.68;59275.25;57602
65P;2017-19;55183.7;57475.17;56325.55;58632.51;57123
65P;2017-20;54593.06;56868.49;55726.9;58017.77;56566
65P;2017-21;54031.7;56295.64;55159.8;57439.17;55575
65P;2017-22;53507.28;55763.72;54631.62;56903.54;54515
65P;2017-23;53026.83;55279.02;54149.02;56416.78;52469
65P;2017-24;52596.58;54847.1;53717.92;55984.09;54407
65P;2017-25;52222.09;54472.67;53343.43;55609.78;56215
65P;2017-26;51908.01;54159.82;53029.93;55297.62;53645
65P;2017-27;51658.34;53911.72;52781.02;55050.38;54689
65P;2017-28;51476.08;53731.02;52599.52;54870.52;52361
65P;2017-29;51363.53;53619.6;52487.53;54759.7;53437
65P;2017-30;51322.15;53578.64;52446.35;54718.96;52833
65P;2017-31;51352.55;53608.71;52476.59;54748.85;54537
65P;2017-32;51454.63;53709.6;52578.08;54849.12;53615
65P;2017-33;51627.29;53880.65;52749.96;55019.3;53231
65P;2017-34;51868.81;54120.25;52990.54;55257.88;53524
65P;2017-35;52176.63;54426.18;53297.45;55562.76;53044
65P;2017-36;52546.92;54795.9;53667.48;55932.11;52023
65P;2017-37;52975.77;55225.4;54096.69;56361.85;53582
65P;2017-38;53457.92;55710.46;54580.32;56848.29;54845
65P;2017-39;53987.42;56245.91;55112.81;57386.68;56170
65P;2017-40;54557.62;56825.8;55687.86;57971.39;56434
65P;2017-41;55161.14;57443.31;56298.37;58595.9;57898
65P;2017-42;55789.94;58090.9;56936.54;59252.95;57033
65P;2017-43;56435.33;58760.28;57593.89;59934.43;56720
65P;2017-44;57088.36;59442.34;58261.38;60631.16;57073
65P;2017-45;57739.66;60127.43;58929.51;61333.36;58041
65P;2017-46;58379.7;60805.34;59588.41;62030.45;59924
65P;2017-47;58998.88;61465.62;60228.04;62711.55;60946
65P;2017-48;59587.8;62097.54;60838.36;63365.3;61414
65P;2017-49;60137.26;62690.63;61409.52;63980.52;64159
65P;2017-50;60638.6;63234.61;61932.07;64546.16;66303
65P;2017-51;61083.78;63719.9;62397.2;65051.82;67575
65P;2017-52;61465.6;64137.66;62796.89;65487.84;70273
65P;2018-01;61777.75;64480.26;63124.19;65845.91;74220
65P;2018-02;62015.08;64741.36;63373.33;66119.09;72708
65P;2018-03;62173.71;64916.03;63539.94;66301.92;72565
65P;2018-04;62251.1;65001.12;63621.16;66390.91;70400
65P;2018-05;62246.04;64995.15;63615.65;66384.49;69808
65P;2018-06;62158.86;64898.46;63523.74;66282.96;70516
65P;2018-07;61991.25;64713.16;63347.33;66088.67;72688
65P;2018-08;61746.28;64443.07;63089.87;65805.81;74125
65P;2018-09;61428.35;64093.63;62756.27;65440.35;78835
65P;2018-10;61043.03;63671.69;62352.74;64999.81;79855
65P;2018-11;60596.92;63185.33;61886.62;64493;73889
65P;2018-12;60097.58;62643.66;61366.22;63929.85;70196
65P;2018-13;59553.27;62056.52;60800.6;63320.97;67445
65P;2018-14;58972.81;61434.25;60199.33;62677.49;64750
65P;2018-15;58365.42;60787.43;59572.32;62010.68;62497
65P;2018-16;57740.57;60126.65;58929.59;61331.72;59752
65P;2018-17;57107.82;59462.3;58281.09;60651.38;56762
65P;2018-18;56476.58;58804.36;57636.55;59979.95;55807
65P;2018-19;55856.13;58162.28;57005.32;59326.97;55668
65P;2018-20;55255.31;57544.88;56396.22;58701.23;54500
65P;2018-21;54682.55;56960.23;55817.52;58110.63;55141
65P;2018-22;54145.7;56415.58;55276.75;57562.12;55640
65P;2018-23;53651.98;55917.5;54780.84;57061.91;53929
65P;2018-24;53207.82;55471.69;54335.82;56615.36;52438
65P;2018-25;52818.96;55083.1;53947.07;56227;53560
65P;2018-26;52490.28;54755.91;53619.11;55900.64;55183
65P;2018-27;52225.93;54493.55;53355.73;55639.35;55400
65P;2018-28;52029.21;54298.7;53159.92;55445.49;53401
65P;2018-29;51902.37;54173.59;53033.93;55321.31;54918
65P;2018-30;51847.2;54119.35;52979.22;55267.55;57326
65P;2018-31;51864.48;54136.71;52996.54;55284.94;59765
65P;2018-32;51954.16;54225.69;53085.88;55373.54;57636
65P;2018-33;52115.39;54385.58;53246.45;55532.73;53809
65P;2018-34;52346.48;54615.04;53476.75;55761.3;53971
65P;2018-35;52644.93;54912.01;53774.48;56057.44;52827
65P;2018-36;53007.44;55273.65;54136.59;56418.55;53703
65P;2018-37;53429.69;55696.57;54559.21;56841.72;53601
65P;2018-38;53906.78;56176.41;55037.69;57322.87;54901
65P;2018-39;54432.83;56708.12;55566.59;57857.35;54112
65P;2018-40;55001.25;57285.85;56139.67;58439.72;56096
65P;2018-41;55604.71;57902.85;56749.9;59063.5;57415
65P;2018-42;56235.1;58551.78;57389.55;59721.76;55658
65P;2018-43;56883.97;59224.23;58050.17;60406.09;56145
65P;2018-44;57542.22;59911.23;58722.74;61107.64;58433
65P;2018-45;58200.46;60603.1;59397.73;61816.52;59327
65P;2018-46;58849.09;61289.68;60065.25;62522.31;57987
65P;2018-47;59478.45;61960.41;60715.2;63214.02;59375
65P;2018-48;60078.97;62604.52;61337.42;63880.24;60847
65P;2018-49;60641.39;63211.32;61921.91;64509.55;61615
65P;2018-50;61156.79;63770.45;62459.06;65090.88;61588
65P;2018-51;61616.95;64272.04;62939.83;65613.53;64029
65P;2018-52;62014.43;64707.06;63355.97;66067.61;63891
65P;2019-01;62342.68;65067.56;63700.26;66444.5;67045
65P;2019-02;62596.33;65346.81;63966.64;66736.75;70020
65P;2019-03;62771.17;65539.67;64150.44;66938.79;70213
65P;2019-04;62864.39;65642.56;64248.47;67046.59;70647
65P;2019-05;62874.53;65653.69;64259.1;67058.22;71231
65P;2019-06;62801.62;65573.05;64182.34;66973.65;71548
65P;2019-07;62647.13;65402.46;64019.85;66794.88;69845
65P;2019-08;62413.92;65145.47;63774.82;66525.8;69024
65P;2019-09;62106.15;64807.26;63451.91;66172.12;68475
65P;2019-10;61729.27;64394.51;63057.19;65741.14;66289
65P;2019-11;61289.74;63915.17;62597.86;65241.58;65017
65P;2019-12;60795.02;63378.24;62082.15;64683.23;62081
65P;2019-13;60253.32;62793.56;61519.07;64076.74;60968
65P;2019-14;59673.49;62171.46;60918.21;63433.19;61758
65P;2019-15;59064.81;61522.51;60289.48;62763.82;59764
65P;2019-16;58436.56;60857.72;59643.04;62080.53;60599
65P;2019-17;57798.64;60187.31;58988.94;61393.69;59796
65P;2019-18;57160.48;59521.59;58337.05;60714.03;57936
65P;2019-19;56531.6;58870.06;57696.88;60051.09;57968
65P;2019-20;55920.83;58241.92;57077.44;59414.21;57648
65P;2019-21;55336.91;57645.33;56487.19;58811.28;57123
65P;2019-22;54787.77;57087.89;55933.89;58249.71;56239
65P;2019-23;54280.9;56576.24;55424.61;57735.75;56378
65P;2019-24;53822.87;56116.39;54965.64;57275.06;55427
65P;2019-25;53419.72;55713.35;54562.52;56872.17;55282
65P;2019-26;53076.41;55371.62;54219.97;56531.32;57446
65P;2019-27;52797.32;55094.74;53941.95;56255.63;55888
65P;2019-28;52585.88;54885.62;53731.65;56047.73;54509
65P;2019-29;52444.67;54746.44;53591.44;55909.62;54286
65P;2019-30;52375.56;54678.65;53522.98;55842.53;60297
65P;2019-31;52379.43;54683.1;53527.13;55847.26;54577
65P;2019-32;52456.44;54759.87;53604.03;55923.9;54337
65P;2019-33;52605.88;54908.43;53753.04;56071.97;53246
65P;2019-34;52826.23;55127.49;53972.77;56290.34;54239
65P;2019-35;53115.02;55415.2;54261.05;56577.42;56355
65P;2019-36;53469.12;55768.79;54614.92;56930.68;53210
65P;2019-37;53884.42;56184.92;55030.66;57347.14;54425
65P;2019-38;54356.02;56659.36;55503.7;57822.92;55128
65P;2019-39;54878.16;57187.17;56028.7;58353.51;56754
65P;2019-40;55444.35;57762.57;56599.5;58933.5;56592
65P;2019-41;56047.25;58378.99;57209.16;59556.69;58509
65P;2019-42;56678.95;59029;57849.99;60215.9;58762
65P;2019-43;57330.89;59704.35;58513.61;60903.07;58974
65P;2019-44;57994;60396.12;59191;61609.32;59624
65P;2019-45;58658.9;61094.63;59872.64;62324.82;60256
65P;2019-46;59315.83;61789.76;60548.58;63039.3;62002
65P;2019-47;59955.19;62470.75;61208.66;63741.4;63012
65P;2019-48;60567.18;63126.9;61842.63;64419.95;62882
65P;2019-49;61142.43;63747.36;62440.37;65063.35;63736
65P;2019-50;61671.84;64321.57;62992.06;65660.3;65140
65P;2019-51;62146.99;64839.46;63488.47;66199.9;66475
65P;2019-52;62560.19;65291.75;63921.11;66672.06;64776
65P;2020-01;62904.68;65670.21;64282.49;67067.77;67142
65P;2020-02;63174.76;65967.82;64566.26;67379.38;69520
65P;2020-03;63366.04;66179.05;64767.45;67600.75;68037
65P;2020-04;63475.33;66300.01;64882.55;67727.64;67154
65P;2020-05;63500.95;66328.56;64909.62;67757.68;68698
65P;2020-06;63442.63;66264.39;64848.39;67690.54;66230
65P;2020-07;63301.63;66108.89;64700.19;67527.67;66660
65P;2020-08;63080.52;65865.47;64467.98;67272.91;64025
65P;2020-09;62783.33;65538.93;64156.2;66931.46;65088
65P;2020-10;62415.27;65135.85;63770.72;66510.59;65478
65P;2020-11;61982.7;64663.99;63318.62;66018.77;67134
65P;2020-12;61493.01;64132.27;62808.02;65465.7;73554
65P;2020-13;60954.32;63550.44;62247.87;64861.98;85408
65P;2020-14;60375.46;62928.9;61647.77;64218.78;96533
65P;2020-15;59765.68;62278.35;61017.7;63547.55;94669
65P;2020-16;59134.58;61609.59;60367.86;62859.73;84632
65P;2020-17;58491.84;60933.31;59708.42;62166.47;75123
65P;2020-18;57847.14;60259.84;59049.38;61478.46;67633
65P;2020-19;57210;59599.02;58400.44;60805.7;63847
65P;2020-20;56589.57;58960.11;57770.78;60157.48;59414
65P;2020-21;55994.67;58351.54;57169.06;59542.07;59064
65P;2020-22;55433.46;57781.14;56603.24;58967.1;56276
65P;2020-23;54913.54;57255.78;56080.58;58439.08;56099
65P;2020-24;54441.8;56781.61;55607.6;57963.77;54736
65P;2020-25;54024.3;56364;55190.02;57546.19;54456
65P;2020-26;53666.39;56007.46;54832.76;57190.43;56863
65P;2020-27;53372.47;55715.83;54539.96;56900.04;54700
65P;2020-28;53146.29;55492.05;54314.95;56677.53;54139
65P;2020-29;52990.56;55338.6;54160.33;56525.28;55105
65P;2020-30;52907.25;55257.02;54077.88;56444.6;55631
65P;2020-31;52897.49;55248.28;54068.63;56436.38;57974
65P;2020-32;52961.56;55312.61;54132.83;56500.83;57444
65P;2020-33;53098.88;55449.61;54270;56637.64;62115
65P;2020-34;53308.09;55658.12;54478.88;56845.74;56995
65P;2020-35;53586.9;55936.3;54757.4;57123.54;55495
65P;2020-36;53932.21;56281.62;55102.74;57468.79;55964
65P;2020-37;54340.11;56690.75;55511.28;57878.46;57710
65P;2020-38;54805.8;57159.62;55978.58;58348.85;59218
65P;2020-39;55323.59;57683.37;56499.37;58875.52;58138
65P;2020-40;55887.07;58256.32;57067.59;59453.18;60323
65P;2020-41;56489.05;58871.93;57676.39;60075.62;60644
65P;2020-42;57121.61;59522.88;58318.13;60735.82;62454
65P;2020-43;57776.21;60201;58984.45;61425.8;67689
65P;2020-44;58443.85;60897.37;59666.41;62136.69;71330
65P;2020-45;59115.04;61602.37;60354.43;62858.79;74577
65P;2020-46;59780.11;62305.79;61038.59;63581.63;76552
65P;2020-47;60429.19;62996.97;61708.63;64294.15;76449
65P;2020-48;61052.5;63665.03;62354.2;64984.92;76986
65P;2020-49;61640.44;64299.03;62965.06;65642.3;78903
65P;2020-50;62183.82;64888.26;63531.25;66254.81;80506
65P;2020-51;62673.96;65422.44;64043.28;66811.35;80981
65P;2020-52;63102.95;65892.05;64492.47;67301.6;81186
65P;2020-53;63463.76;66288.54;64871.02;67716.24;82776
65P;2021-01;63750.47;66604.63;65172.34;68047.25;85130
65P;2021-02;63958.34;66834.44;65391.12;68288.22;88150
65P;2021-03;64083.97;66973.74;65523.54;68434.47;89947
65P;2021-04;64125.37;67020.02;65567.37;68483.24;85568
65P;2021-05;64082;66972.61;65521.99;68433.78;79183
65P;2021-06;63954.8;66832.69;65388.47;68287.39;74616
65P;2021-07;63746.18;66603.21;65169.48;68047.31;72062
65P;2021-08;63459.9;66288.92;64869.27;67718.77;66904
65P;2021-09;63101.07;65895.95;64493.46;67308.45;64369
65P;2021-10;62675.88;65432.06;64049.03;66824.9;64981
65P;2021-11;62191.6;64905.98;63543.95;66277.59;64488
65P;2021-12;61656.31;64327.45;62987.16;65677.11;64205
65P;2021-13;61078.81;63706.86;62388.22;65034.65;64635
65P;2021-14;60468.43;63054.9;61757.15;64361.62;64262
65P;2021-15;59834.7;62382.56;61104.2;63669.71;63522.07
65P;2021-16;59187.48;61700.62;60439.69;62970.19;63446.89
65P;2021-17;58536.5;61019.58;59773.74;62273.95;62357.52
65P;2021-18;57891.44;60349.5;59116.21;61591.24;62143.52
65P;2021-19;57261.63;59699.8;58476.48;60931.54;59481.86
65P;2021-20;56655.96;59079.22;57863.36;60303.48;57937.53
65P;2021-21;56082.85;58495.75;57285.06;59714.84;56852.76
65P;2021-22;55550.07;57956.5;56749.03;59172.41;57540.57
65P;2021-23;55064.66;57467.86;56261.98;58682.23;56447.39
65P;2021-24;54632.94;57035.38;55829.85;58249.46;58138.46
65P;2021-25;54260.37;56663.78;55457.74;57878.44;56068.22
65P;2021-26;53951.65;56357.06;55149.98;57572.81;56749.12
65P;2021-27;53710.61;56118.44;54910.12;57335.49;56807.04
65P;2021-28;53540.19;55950.41;54740.88;57168.73;57598.93
65P;2021-29;53442.52;55854.76;54644.2;57074.12;59786.97
65P;2021-30;53418.91;55832.56;54621.29;57052.66;58815.85
