group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
75to84;2018-43;19086.08;20004.5;19543.49;20469.08;18970
75to84;2018-44;19284.44;20213.69;19747.25;20683.76;19753
75to84;2018-45;19481.83;20423.77;19950.95;20900.27;19913
75to84;2018-46;19675.31;20631.59;20151.56;21115.38;19521
75to84;2018-47;19861.99;20833.89;20346.01;21325.62;20209
75to84;2018-48;20039.1;21027.31;20531.22;21527.33;20746
75to84;2018-49;20203.67;21208.78;20704.19;21717.41;20875
75to84;2018-50;20353.34;21374.93;20862.05;21891.94;20742
75to84;2018-51;20485.67;21522.83;21002.12;22047.78;21472
75to84;2018-52;20598.54;21649.77;21121.97;22181.89;21247
75to84;2019-01;20690.1;21753.36;21219.51;22291.61;21973
75to84;2019-02;20758.86;21831.62;21292.99;22374.71;22959
75to84;2019-03;20803.68;21883.04;21341.09;22429.5;22992
75to84;2019-04;20823.83;21906.62;21362.94;22454.83;23136
75to84;2019-05;20818.98;21901.89;21358.15;22450.16;23274
75to84;2019-06;20789.22;21868.95;21326.8;22415.61;23489
75to84;2019-07;20735.05;21808.44;21269.49;22351.87;23164
75to84;2019-08;20657.4;21721.55;21187.24;22260.27;22336
75to84;2019-09;20557.54;21609.96;21081.56;22142.7;22463
75to84;2019-10;20437.14;21475.78;20954.32;22001.5;21963
75to84;2019-11;20298.15;21321.54;20807.75;21839.49;21480
75to84;2019-12;20142.81;21150.07;20644.39;21659.81;20471
75to84;2019-13;19973.59;20964.44;20467.01;21465.83;20560
75to84;2019-14;19793.12;20767.87;20278.54;21261.08;20605
75to84;2019-15;19604.18;20563.68;20082.02;21049.13;20069
75to84;2019-16;19409.63;20355.19;19880.54;20833.57;20214
75to84;2019-17;19212.38;20145.63;19677.16;20617.76;19922
75to84;2019-18;19015.33;19938.14;19474.91;20404.98;19299
75to84;2019-19;18821.31;19735.67;19276.68;20198.24;19572
75to84;2019-20;18633.12;19540.93;19085.23;20000.21;19326
75to84;2019-21;18453.3;19356.54;18903.12;19813.52;19218
75to84;2019-22;18284.44;19184.65;18732.74;19640.14;18606
75to84;2019-23;18128.72;19027.37;18576.24;19482.1;18961
75to84;2019-24;17988.26;18886.41;18435.52;19340.93;18564
75to84;2019-25;17864.87;18763.33;18312.26;19218.04;18598
75to84;2019-26;17760.12;18659.4;18207.91;19114.56;19209
75to84;2019-27;17675.33;18575.66;18123.63;19031.39;18789
75to84;2019-28;17611.57;18512.94;18060.38;18969.21;18252
75to84;2019-29;17569.56;18471.88;18018.84;18928.67;18286
75to84;2019-30;17549.87;18452.83;17999.46;18909.94;20325
75to84;2019-31;17552.73;18455.98;18002.47;18913.24;18279
75to84;2019-32;17578.12;18481.3;18027.82;18938.52;18375
75to84;2019-33;17625.72;18528.56;18075.26;18985.59;17806
75to84;2019-34;17695.04;18597.25;18144.28;19053.94;18273
75to84;2019-35;17785.09;18686.87;18234.12;19143.3;18907
75to84;2019-36;17894.91;18796.36;18343.79;19252.59;18047
75to84;2019-37;18023.09;18924.69;18472.06;19380.96;18318
75to84;2019-38;18168.01;19070.51;18617.43;19527.2;18455
75to84;2019-39;18327.77;19232.24;18778.19;19689.89;19112
75to84;2019-40;18500.3;19408.04;18952.36;19867.32;19020
75to84;2019-41;18683.21;19595.92;19137.75;20057.69;19686
75to84;2019-42;18874;19793.53;19331.94;20258.73;19700
75to84;2019-43;19070.03;19998.3;19532.33;20467.92;19606
75to84;2019-44;19268.53;20207.43;19736.12;20682.44;19927
75to84;2019-45;19466.47;20418.1;19940.39;20899.56;20028
75to84;2019-46;19661.09;20627.03;20142.13;21115.76;20899
75to84;2019-47;19849.41;20831.02;20338.24;21327.71;20855
75to84;2019-48;20028.58;21026.77;20525.65;21531.9;20919
75to84;2019-49;20195.84;21211;20701.34;21724.76;21066
75to84;2019-50;20348.57;21380.51;20862.41;21902.83;21681
75to84;2019-51;20484.35;21532.27;21006.13;22062.73;21942
75to84;2019-52;20600.99;21663.5;21130.02;22201.4;21403
75to84;2020-01;20696.62;21771.75;21231.92;22316.08;21624
75to84;2020-02;20769.67;21854.96;21310.01;22404.48;22463
75to84;2020-03;20818.93;21911.53;21362.9;22464.78;22018
75to84;2020-04;20843.59;21940.36;21389.63;22495.74;21814
75to84;2020-05;20843.25;21940.89;21389.72;22496.71;22424
75to84;2020-06;20817.93;21913.11;21363.18;22467.68;21443
75to84;2020-07;20768.05;21857.57;21310.49;22409.26;21939
75to84;2020-08;20694.47;21775.36;21232.62;22322.65;21166
75to84;2020-09;20598.41;21668.08;21130.99;22209.65;21533
75to84;2020-10;20481.82;21537.4;21007.4;22071.79;21529
75to84;2020-11;20345.52;21386.9;20864.04;21914.04;22068
75to84;2020-12;20192.81;21218.23;20703.41;21737.26;24530
75to84;2020-13;20025.75;21034.83;20528.22;21545.53;28908
75to84;2020-14;19846.94;20839.87;20341.39;21342.37;31773
75to84;2020-15;19659.17;20636.69;20145.95;21131.35;30991
75to84;2020-16;19465.27;20428.59;19944.99;20916.04;27469
75to84;2020-17;19268.15;20218.84;19741.59;20699.88;24353
75to84;2020-18;19070.71;20010.62;19538.78;20486.19;22227
75to84;2020-19;18875.83;19806.88;19339.48;20277.97;20998
75to84;2020-20;18686.27;19610.44;19146.49;20078.07;19763
75to84;2020-21;18504.7;19423.86;18962.42;19888.98;19442
75to84;2020-22;18333.61;19249.45;18789.67;19712.93;18611
75to84;2020-23;18175.33;19089.3;18630.45;19551.86;18737
75to84;2020-24;18031.95;18945.21;18486.7;19407.45;18441
75to84;2020-25;17905.35;18818.77;18360.17;19281.12;18222
75to84;2020-26;17797.15;18711.29;18252.31;19174.05;18735
75to84;2020-27;17708.7;18623.88;18164.37;19087.2;18148
75to84;2020-28;17641.1;18557.4;18097.32;19021.32;18167
75to84;2020-29;17595.19;18512.5;18051.91;18976.95;18575
75to84;2020-30;17571.53;18489.61;18028.62;18954.47;18496
75to84;2020-31;17570.4;18488.95;18027.73;18954.04;19300
75to84;2020-32;17591.84;18510.53;18049.23;18975.69;19059
75to84;2020-33;17635.59;18554.14;18092.92;19019.22;20711
75to84;2020-34;17701.13;18619.38;18158.32;19084.27;18814
75to84;2020-35;17787.69;18705.61;18244.73;19170.31;18555
75to84;2020-36;17894.2;18812;18351.19;19276.61;18632
75to84;2020-37;18019.3;18937.51;18476.5;19402.29;19310
75to84;2020-38;18161.54;19080.72;18619.24;19545.95;19715
75to84;2020-39;18318.96;19240.22;18777.7;19706.46;19569
75to84;2020-40;18489.52;19414.19;18949.97;19882.14;20091
75to84;2020-41;18670.95;19600.6;19133.89;20071.04;20293
75to84;2020-42;18860.75;19797.18;19327.07;20271.03;20927
75to84;2020-43;19056.26;20001.42;19526.94;20479.69;22410
75to84;2020-44;19254.73;20210.58;19730.73;20694.27;23909
75to84;2020-45;19453.26;20421.73;19935.53;20911.82;24984
75to84;2020-46;19648.94;20631.75;20138.34;21129.11;25634
75to84;2020-47;19838.85;20837.39;20336.08;21342.76;25539
75to84;2020-48;20020.12;21035.38;20525.66;21549.25;25564
75to84;2020-49;20189.95;21222.4;20704.03;21745.02;26066
75to84;2020-50;20345.7;21395.23;20868.27;21926.56;26754
75to84;2020-51;20484.9;21550.81;21015.6;22090.49;26941
75to84;2020-52;20605.31;21686.31;21143.51;22233.67;26820
75to84;2020-53;20705.01;21799.2;21249.75;22353.3;27548
75to84;2021-01;20782.33;21887.34;21332.45;22446.96;28068
75to84;2021-02;20836.04;21949.05;21390.13;22512.76;28884
75to84;2021-03;20865.22;21983.14;21421.75;22549.35;29546
75to84;2021-04;20869.4;21988.94;21426.73;22555.98;27820
75to84;2021-05;20848.54;21966.34;21405.01;22532.5;26089
75to84;2021-06;20802.98;21915.81;21356.98;22479.43;24743
75to84;2021-07;20733.49;21838.33;21283.52;22397.87;23699
75to84;2021-08;20641.25;21735.41;21185.98;22289.51;22259
75to84;2021-09;20527.79;21609.03;21066.1;22156.54;21657
75to84;2021-10;20394.96;21461.57;20926;22001.64;21480
75to84;2021-11;20244.92;21295.78;20768.14;21827.82;21554
75to84;2021-12;20080.06;21114.65;20595.19;21638.4;21392
75to84;2021-13;19902.98;20921.36;20410.05;21436.87;22021
75to84;2021-14;19716.42;20719.21;20215.74;21226.8;21512
75to84;2021-15;19523.22;20511.54;20015.35;21011.77;21202
75to84;2021-16;19326.29;20301.63;19811.96;20795.26;21157.57
75to84;2021-17;19128.55;20092.65;19608.63;20580.6;20893.09
75to84;2021-18;18932.86;19887.66;19408.3;20370.9;20589.82
75to84;2021-19;18742.02;19689.47;19213.8;20169;19845.4
75to84;2021-20;18558.73;19500.7;19027.77;19977.49;19291.05
75to84;2021-21;18385.51;19323.73;18852.67;19798.64;18827.74
75to84;2021-22;18224.71;19160.68;18690.74;19634.49;18967.08
75to84;2021-23;18078.47;19013.41;18543.98;19486.74;18720.31
75to84;2021-24;17948.71;18883.55;18414.16;19356.88;19162.23
75to84;2021-25;17837.09;18772.49;18302.8;19246.13;18610.72
75to84;2021-26;17745.02;18681.35;18211.18;19155.51;18784.82
75to84;2021-27;17673.64;18611.06;18140.33;19085.79;18624.16
75to84;2021-28;17623.83;18562.3;18091.03;19037.59;18938.91
75to84;2021-29;17596.19;18535.54;18063.83;19011.29;19801.56
75to84;2021-30;17591.08;18531.05;18059.03;19007.11;19655.7
75to84;2021-31;17608.56;18548.87;18076.67;19025.1;19632.47
75to84;2021-32;17648.42;18588.83;18116.59;19065.1;19829.75
75to84;2021-33;17710.2;18650.56;18178.35;19126.78;19832.14
75to84;2021-34;17793.17;18733.47;18261.3;19209.64;19612.76
75to84;2021-35;17896.32;18836.75;18364.53;19312.96;19815.11
75to84;2021-36;18018.37;18959.38;18486.88;19435.84;20801
75to84;2021-37;18157.78;19100.08;18626.95;19577.16;19979.59
75to84;2021-38;18312.79;19257.37;18783.1;19735.56;19755.71
75to84;2021-39;18481.34;19429.49;18953.44;19909.46;20177.61
75to84;2021-40;18661.01;19614.65;19135.85;20097.38;20174.98
75to84;2021-41;18849.69;19810.25;19327.98;20296.47;20690.33
75to84;2021-42;19044.7;20013.89;19527.29;20504.46;21350.25
75to84;2021-43;19243.18;20222.96;19731.04;20718.9;22315.89
75to84;2021-44;19442.11;20434.68;19936.34;20937.11;22222.81
75to84;2021-45;19638.83;20645.74;20140.19;21155.45;23096.85
75to84;2021-46;19830.3;20853;20339.51;21370.74;23737.84
75to84;2021-47;20013.68;21053.12;20531.21;21579.38;24603.65
75to84;2021-48;20186.05;21242.9;20712.23;21778.03;25511.22
75to84;2021-49;20344.78;21419.03;20879.6;21963.02;25280.74
75to84;2021-50;20487.37;21578.4;21030.53;22130.94;24698.78
75to84;2021-51;20611.54;21718.12;21162.42;22278.6;24732.58
75to84;2021-52;20715.28;21835.62;21272.99;22403.13;24877.88
75to84;2022-01;20796.74;21928.84;21360.29;22502.35;23820.58
75to84;2022-02;20856.03;21994.52;21422.75;22571.28;23468.08
75to84;2022-03;20889.2;22034.42;21459.26;22614.63;23590.72
75to84;2022-04;20898.03;22045.4;21469.16;22626.71;24119.02
75to84;2022-05;20881.09;22028.59;21452.28;22609.96;24296.2
75to84;2022-06;20840.19;21982.78;21408.94;22561.65;23547.51
75to84;2022-07;20774.53;21910.38;21339.94;22485.82;23230.93
75to84;2022-08;20686.08;21811.94;21246.53;22382.29;22615.35
75to84;2022-09;20576.21;21689.48;21130.4;22253.4;22169.42
75to84;2022-10;20446.53;21545.5;20993.62;22102.14;22640.71
75to84;2022-11;20299.2;21382.64;20838.57;21931.36;22660.37
75to84;2022-12;20136.6;21203.83;20667.92;21744.3;22089.08
75to84;2022-13;19961.29;21012.26;20484.53;21544.45;21687.68
75to84;2022-14;19776;20811.2;20291.4;21335.37;19397.08
65P;2017-16;57030.3;59404.23;58213.23;60603.24;56621
65P;2017-17;56397.1;58740.15;57564.65;59923.55;58302
65P;2017-18;55767.38;58084;56921.76;59254.05;57548
65P;2017-19;55149.69;57445.78;56293.83;58605.48;57069
65P;2017-20;54553.47;56833.48;55689.59;57985.1;56516
65P;2017-21;53986.78;56255.26;55117.13;57401.12;55526
65P;2017-22;53457.34;55718.28;54583.91;56860.41;54452
65P;2017-23;52972.24;55228.89;54096.64;56368.93;52423
65P;2017-24;52537.75;54792.69;53661.27;55931.95;54360
65P;2017-25;52159.46;54414.42;53282.97;55553.78;56170
65P;2017-26;51842.06;54098.22;52966.13;55238.26;53604
65P;2017-27;51589.58;53847.28;52714.4;54988.16;54650
65P;2017-28;51405.04;53664.29;52530.61;54806;52312
65P;2017-29;51290.76;53551.12;52416.88;54693.43;53380
65P;2017-30;51248.21;53509;52374.54;54651.53;52785
65P;2017-31;51278.02;53538.49;52404.19;54680.85;54477
65P;2017-32;51380.1;53639.4;52505.7;54781.15;53555
65P;2017-33;51553.34;53811.07;52678.18;54951.97;53188
65P;2017-34;51796.04;54051.9;52919.96;55191.79;53475
65P;2017-35;52105.62;54359.65;53228.66;55498.54;52992
65P;2017-36;52478.25;54731.77;53601.06;55870.31;51993
65P;2017-37;52910;55164.24;54033.2;56303.07;53520
65P;2017-38;53395.59;55652.81;54520.31;56793.05;54818
65P;2017-39;53929.04;56192.28;55056.78;57335.48;56147
65P;2017-40;54503.67;56776.65;55636.29;57924.69;56395
65P;2017-41;55112.02;57399.06;56251.66;58554.15;57831
65P;2017-42;55746.01;58051.9;56895.06;59216.48;56986
65P;2017-43;56396.89;58726.82;57557.93;59903.52;56663
65P;2017-44;57055.63;59414.64;58231.15;60606.03;57015
65P;2017-45;57712.76;60105.61;58905.13;61314.13;57996
65P;2017-46;58358.67;60789.43;59569.92;62017.16;59868
65P;2017-47;58983.65;61455.56;60215.38;62704.14;60895
65P;2017-48;59578.2;62093.17;60831.35;63363.59;61357
65P;2017-49;60133.03;62691.67;61407.91;63984.26;64094
65P;2017-50;60639.36;63240.7;61935.48;64554.96;66253
65P;2017-51;61089.05;63730.57;62405.15;65065.24;67517
65P;2017-52;61474.83;64152.33;62808.82;65505.29;70192
65P;2018-01;61790.3;64498.3;63139.46;65866.76;74137
65P;2018-02;62030.23;64762.05;63391.23;66142.6;72645
65P;2018-03;62190.71;64938.6;63559.71;66327.33;72485
65P;2018-04;62269.15;65024.76;63641.98;66417.41;70340
65P;2018-05;62264.33;65019.04;63636.71;66411.23;69730
65P;2018-06;62176.56;64921.75;63544.21;66309.1;70438
65P;2018-07;62007.55;64735.04;63366.4;66113.39;72598
65P;2018-08;61760.42;64462.75;63106.76;65828.31;74027
65P;2018-09;61439.6;64110.37;62770.25;65459.9;78780
65P;2018-10;61050.72;63684.82;62363.13;65015.71;79765
65P;2018-11;60600.46;63194.25;61892.82;64504.66;73834
65P;2018-12;60096.45;62647.84;61367.73;63936.74;70153
65P;2018-13;59547.04;62055.54;60796.98;63322.67;67396
65P;2018-14;58961.15;61427.76;60190.24;62673.65;64698
65P;2018-15;58348.09;60775.2;59557.52;62001.06;62444
65P;2018-16;57717.42;60108.52;58908.92;61316.15;59683
65P;2018-17;57078.77;59438.21;58254.51;60629.81;56713
65P;2018-18;56441.68;58774.32;57604.07;59952.4;55755
65P;2018-19;55815.46;58126.41;56967.03;59293.55;55614
65P;2018-20;55209.05;57503.34;56352.3;58662.11;54449
65P;2018-21;54630.95;56913.26;55768.21;58066.03;55084
65P;2018-22;54089.06;56363.48;55222.37;57512.35;55574
65P;2018-23;53590.66;55860.62;54721.71;57007.31;53882
65P;2018-24;53142.2;55410.44;54272.37;56556.36;52388
65P;2018-25;52749.48;55017.92;53879.72;56164.02;53507
65P;2018-26;52417.42;54687.27;53548.33;55834.16;55120
65P;2018-27;52150.18;54421.95;53282.03;55569.9;55351
65P;2018-28;51951.09;54224.67;53083.82;55373.58;53349
65P;2018-29;51822.41;54097.71;52955.99;55247.52;54867
65P;2018-30;51765.99;54042.17;52900;55192.44;57264
65P;2018-31;51782.57;54058.82;52916.61;55209.13;59722
65P;2018-32;51872.13;54147.68;53005.83;55297.61;57601
65P;2018-33;52033.82;54308.06;53166.89;55457.29;53755
65P;2018-34;52265.95;54538.61;53398.25;55686.97;53932
65P;2018-35;52566.04;54837.26;53697.65;55984.82;52771
65P;2018-36;52930.76;55201.17;54062;56348.24;53654
65P;2018-37;53355.79;55626.93;54487.41;56774.27;53542
65P;2018-38;53836.18;56110.16;54969.25;57258.86;54849
65P;2018-39;54366.06;56645.77;55502.01;57797.27;54059
65P;2018-40;54938.76;57227.88;56079.43;58384.07;56048
65P;2018-41;55546.96;57849.7;56694.43;59012.7;57357
65P;2018-42;56182.44;58503.8;57339.21;59676.18;55614
65P;2018-43;56836.71;59181.74;58005.27;60366.05;56087
65P;2018-44;57500.57;59874.46;58683.51;61073.36;58400
65P;2018-45;58164.6;60572.18;59364.32;61788.12;59251
65P;2018-46;58819.05;61264.68;60037.71;62499.89;57929
65P;2018-47;59454.19;61941.28;60693.49;63197.51;59329
65P;2018-48;60060.67;62590.79;61321.38;63868.83;60792
65P;2018-49;60628.15;63203.4;61911.31;64504.35;61543
65P;2018-50;61148.58;63767.66;62453.54;65090.87;61527
65P;2018-51;61613.31;64273.93;62938.93;65618.24;63984
65P;2018-52;62014.83;64713.09;63359.17;66076.51;63810
65P;2019-01;62346.49;65077.1;63706.92;66456.96;66955
65P;2019-02;62602.87;65359.15;63976.06;66752.06;69948
65P;2019-03;62779.66;65554.07;64161.87;66956.19;70106
65P;2019-04;62874.08;65658.19;64261.11;67065.25;70551
65P;2019-05;62884.6;65669.73;64272.14;67077.31;71140
65P;2019-06;62811.25;65588.67;64194.95;66992.33;71476
65P;2019-07;62655.52;65416.83;64031.21;66812.3;69768
65P;2019-08;62420.29;65157.8;63784.15;66541.18;68932
65P;2019-09;62109.77;64816.8;63458.47;66184.68;68393
65P;2019-10;61729.46;64400.58;63060.31;65750.22;66217
65P;2019-11;61285.91;63917.14;62596.92;65246.52;64952
65P;2019-12;60786.63;63375.59;62076.61;64683.51;62005
65P;2019-13;60239.94;62785.83;61508.49;64071.88;60905
65P;2019-14;59654.77;62158.28;60902.24;63422.85;61697
65P;2019-15;59040.49;61503.63;60267.87;62747.73;59699
65P;2019-16;58406.47;60832.97;59615.6;62058.5;60546
65P;2019-17;57762.64;60156.67;58955.61;61365.79;59740
65P;2019-18;57118.78;59484.88;58297.83;60679.87;57876
65P;2019-19;56484.09;58827.54;57651.85;60011.13;57901
65P;2019-20;55867.75;58193.68;57026.76;59368.45;57596
65P;2019-21;55278.48;57591.61;56431.09;58759.97;57071
65P;2019-22;54724.25;57028.99;55872.66;58193.19;56181
65P;2019-23;54212.69;56512.46;55358.59;57674.23;56335
65P;2019-24;53750.32;56048.14;54895.23;57209.02;55372
65P;2019-25;53343.26;55641.07;54488.13;56802.03;55240
65P;2019-26;52996.49;55295.77;54142.07;56457.56;57382
65P;2019-27;52714.44;55015.83;53861.04;56178.75;55845
65P;2019-28;52500.55;54804.16;53648.24;55968.28;54456
65P;2019-29;52357.42;54663;53506.07;55828.16;54242
65P;2019-30;52286.94;54593.78;53436.21;55759.59;60242
65P;2019-31;52290.01;54597.38;53439.54;55763.46;54532
65P;2019-32;52366.79;54673.91;53516.2;55839.84;54273
65P;2019-33;52516.57;54822.81;53665.56;55988.26;53200
65P;2019-34;52737.85;55042.82;53886.23;56207.57;54194
65P;2019-35;53028.14;55332.08;54176.03;56496.24;56310
65P;2019-36;53384.32;55687.8;54532.01;56851.65;53157
65P;2019-37;53802.26;56106.64;54950.42;57270.86;54368
65P;2019-38;54277.04;56584.34;55426.69;57749.94;55068
65P;2019-39;54802.88;57115.94;55955.43;58284.37;56718
65P;2019-40;55373.23;57695.62;56530.45;58868.69;56540
65P;2019-41;55980.74;58316.76;57144.77;59496.66;58467
65P;2019-42;56617.43;58971.86;57790.65;60161.02;58726
65P;2019-43;57274.67;59652.65;58459.63;60853.67;58909
65P;2019-44;57943.32;60350.1;59142.63;61565.68;59588
65P;2019-45;58613.94;61054.41;59830.03;62287.04;60207
65P;2019-46;59276.64;61755.46;60511.82;63007.51;61945
65P;2019-47;59921.73;62442.35;61177.72;63715.59;62940
65P;2019-48;60539.36;63104.27;61817.38;64399.98;62808
65P;2019-49;61120;63730.26;62420.59;65048.98;63692
65P;2019-50;61654.47;64309.7;62977.42;65651.24;65106
65P;2019-51;62134.25;64832.38;63478.53;66195.71;66408
65P;2019-52;62551.56;65288.93;63915.36;66672.2;64718
65P;2020-01;62899.56;65671.03;64280.32;67071.63;67075
65P;2020-02;63172.48;65971.6;64566.98;67386.26;69438
65P;2020-03;63365.84;66185.04;64770.33;67609.9;67949
65P;2020-04;63476.44;66307.42;64886.79;67738.28;67081
65P;2020-05;63502.6;66336.55;64914.42;67768.91;68635
65P;2020-06;63443.99;66272.12;64852.92;67701.53;66156
65P;2020-07;63301.89;66115.55;64703.62;67537.61;66597
65P;2020-08;63078.91;65870.25;64469.54;67280.96;63963
65P;2020-09;62779.11;65541.08;64155.14;66936.86;65027
65P;2020-10;62407.76;65134.66;63766.35;66512.62;65419
65P;2020-11;61971.3;64658.82;63310.31;66016.78;67057
65P;2020-12;61477.16;64122.58;62795.22;65459.15;73465
65P;2020-13;60933.59;63535.76;62230.14;64850.38;85341
65P;2020-14;60349.48;62908.85;61624.73;64201.76;96465
65P;2020-15;59734.19;62252.64;60989.08;63524.8;94608
65P;2020-16;59097.38;61578.03;60333.46;62831.05;84551
65P;2020-17;58448.86;60895.81;59668.15;62131.77;75079
65P;2020-18;57798.36;60216.37;59003.24;61437.71;67573
65P;2020-19;57155.5;59549.66;58348.49;60758.97;63789
65P;2020-20;56529.5;58904.99;57713.17;60104.91;59356
65P;2020-21;55929.25;58290.89;57106;59483.86;59021
65P;2020-22;55362.96;57715.22;56535.01;58903.53;56223
65P;2020-23;54838.29;57184.93;56007.51;58370.48;56044
65P;2020-24;54362.18;56706.21;55530.07;57890.53;54692
65P;2020-25;53940.72;56284.46;55108.44;57468.73;54402
65P;2020-26;53579.29;55924.25;54747.58;57109.22;56824
65P;2020-27;53282.34;55629.44;54451.67;56815.57;54635
65P;2020-28;53053.63;55403;54224.07;56590.34;54087
65P;2020-29;52895.89;55247.42;54067.39;56435.91;55055
65P;2020-30;52811.11;55164.3;53983.43;56353.65;55575
65P;2020-31;52800.45;55154.57;53973.23;56344.41;57918
65P;2020-32;52864.16;55218.53;54037.07;56408.48;57382
65P;2020-33;53001.72;55355.73;54174.46;56545.45;62048
65P;2020-34;53211.73;55565.05;54384.14;56754.38;56928
65P;2020-35;53491.92;55844.64;54664.06;57033.6;55437
65P;2020-36;53839.17;56191.96;55011.38;57380.88;55909
65P;2020-37;54249.58;56603.68;55422.46;57793.17;57660
65P;2020-38;54718.31;57075.68;55892.85;58266.74;59162
65P;2020-39;55239.68;57603.1;56417.26;58797.12;58070
65P;2020-40;55807.2;58180.21;56989.59;59379.02;60253
65P;2020-41;56413.66;58800.45;57602.93;60006.14;60582
65P;2020-42;57051.1;59456.42;58249.62;60671.43;62410
65P;2020-43;57710.9;60139.9;58921.23;61366.85;67629
65P;2020-44;58383.99;60841.89;59608.72;62083.45;71254
65P;2020-45;59060.81;61552.69;60302.46;62811.45;74511
65P;2020-46;59731.6;62262.02;60992.44;63540.29;76472
65P;2020-47;60386.39;62959.11;61668.28;64258.83;76374
65P;2020-48;61015.3;63632.98;62319.56;64955.5;76903
65P;2020-49;61608.64;64272.58;62935.91;65618.58;78813
65P;2020-50;62157.11;64867.11;63507.29;66236.49;80418
65P;2020-51;62651.93;65406.17;64024.11;66798.03;80889
65P;2020-52;63085.1;65880.16;64477.58;67292.76;81085
65P;2020-53;63449.51;66280.43;64859.82;67711.27;82701
65P;2021-01;63739.15;66599.63;65164.16;68045.48;85047
65P;2021-02;63949.25;66831.81;65385.23;68288.9;88073
65P;2021-03;64076.33;66972.69;65519.17;68436.79;89838
65P;2021-04;64118.38;67019.73;65563.7;68486.37;85490
65P;2021-05;64074.86;66972.25;65518.21;68436.88;79108
65P;2021-06;63946.72;66831.42;65383.76;68289.6;74533
65P;2021-07;63736.37;66600.23;65163.05;68047.82;71966
65P;2021-08;63447.63;66283.45;64860.37;67716.79;66815
65P;2021-09;63085.65;65887.28;64481.39;67303.24;64288
65P;2021-10;62656.69;65419.54;64033.15;66815.8;64897
65P;2021-11;62168.09;64889.05;63523.71;66264.03;64406
65P;2021-12;61628.03;64305.61;62962.08;65658.57;64132
65P;2021-13;61045.38;63679.72;62357.91;65010.74;64572
65P;2021-14;60429.56;63022.16;61721.32;64332.01;64211
65P;2021-15;59790.2;62344.01;61062.65;63634.2;63443
65P;2021-16;59137.25;61656.13;60392.31;62928.64;63401.11
65P;2021-17;58480.52;60969.12;59720.5;62226.33;62305.67
65P;2021-18;57829.77;60293.12;59057.16;61537.58;62082.72
65P;2021-19;57194.4;59637.64;58411.76;60871.97;59412.94
65P;2021-20;56583.39;59011.47;57793.18;60238.2;57874.78
65P;2021-21;56005.18;58422.66;57209.66;59644.11;56785.57
65P;2021-22;55467.63;57878.4;56668.74;59096.55;57493.84
65P;2021-23;54977.81;57385.12;56177.17;58601.62;56397.82
65P;2021-24;54542.08;56948.41;55740.92;58164.5;58088.44
65P;2021-25;54165.94;56573.04;55365.13;57789.6;56018.64
65P;2021-26;53854.13;56263.03;55054.18;57480.59;56671.62
65P;2021-27;53610.47;56021.63;54811.63;57240.4;56752.75
65P;2021-28;53437.96;55851.36;54640.22;57071.32;57537.23
65P;2021-29;53338.73;55754.03;54541.92;56974.98;59741.18
65P;2021-30;53314.1;55730.72;54517.95;56952.35;58770.6
65P;2021-31;53364.51;55781.83;54568.71;57003.82;59663.21
65P;2021-32;53489.54;55907.07;54693.85;57129.13;60916.89
65P;2021-33;53687.95;56105.43;54892.25;57327.41;60214.15
65P;2021-34;53957.62;56375.17;55161.98;57597.12;59096.92
65P;2021-35;54295.61;56713.86;55500.34;57936.09;59630.42
65P;2021-36;54698.07;57118.25;55903.8;58341.37;62760.3
65P;2021-37;55160.29;57584.38;56367.99;58809.39;60096.65
65P;2021-38;55676.74;58107.43;56887.76;59335.69;59350.22
65P;2021-39;56241.03;58681.78;57457.08;59915.05;60699.84
65P;2021-40;56845.6;59301.35;58069.15;60542.14;60968.77
65P;2021-41;57483.3;59958.07;58716.34;61208.43;63015.03
65P;2021-42;58145.4;60643.95;59390.3;61906.3;64850.08
65P;2021-43;58822.66;61350.21;60082;62627.21;67214.09
65P;2021-44;59505.32;62067.4;60781.86;63361.87;67377.04
65P;2021-45;60183.96;62784.75;61479.77;64098.84;69986.62
65P;2021-46;60848.32;63491.78;62165.36;64827.5;71245.81
65P;2021-47;61488.44;64177.37;62828.11;65536.15;73762.57
65P;2021-48;62094.38;64830.47;63457.51;66213.2;77345.09
65P;2021-49;62656.74;65440.01;64043.34;66846.7;77308.36
65P;2021-50;63166.56;65995.42;64575.83;67425.27;75174.61
65P;2021-51;63615.62;66486.85;65045.96;67938.24;75531.64
65P;2021-52;63996.55;66905.41;65445.59;68375.93;75639.52
65P;2022-01;64302.48;67243.95;65767.73;68731.05;73509.54
65P;2022-02;64531.47;67493.08;66006.74;68990.42;72969.9
65P;2022-03;64674.07;67653.9;66158.39;69160.51;73113.78
65P;2022-04;64732.22;67719.27;66220.13;69229.55;75021.05
65P;2022-05;64704.11;67689.11;66191;69198.36;75804.81
65P;2022-06;64590.16;67564.51;66071.76;69068.34;72990.43
65P;2022-07;64392.84;67347.91;65864.85;68841.94;72447.8
65P;2022-08;64115.12;67044.36;65574.29;68525.26;69303.38
65P;2022-09;63763.36;66658.51;65205.58;68122.07;68722.54
65P;2022-10;63342.3;66199.33;64765.56;67643.52;69383.09
65P;2022-11;62859.66;65675.04;64262.21;67098.08;69454.83
65P;2022-12;62323.53;65095.44;63704.46;66496.4;68758.04
