group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
0to14;2022-08;307.7;397.2;351.5;444.73;333.97
0to14;2022-09;307.47;396.87;351.22;444.34;357.36
0to14;2022-10;307.21;396.5;350.91;443.91;387.39
0to14;2022-11;306.94;396.1;350.58;443.45;343
0to14;2022-12;306.66;395.69;350.23;442.96;334.65
0to14;2022-13;306.36;395.26;349.87;442.46;347.43
0to14;2022-14;306.05;394.83;349.5;441.96;321.5
15to44;2017-16;1497.39;1677.17;1586.43;1769.58;1491
15to44;2017-17;1496.67;1675.17;1585.08;1766.9;1634
15to44;2017-18;1495.73;1673.23;1583.65;1764.45;1610
15to44;2017-19;1494.58;1671.4;1582.17;1762.25;1624
15to44;2017-20;1493.25;1669.67;1580.64;1760.31;1552
15to44;2017-21;1491.76;1668.05;1579.09;1758.62;1653
15to44;2017-22;1490.15;1666.52;1577.52;1757.15;1552
15to44;2017-23;1488.44;1665.09;1575.94;1755.86;1538
15to44;2017-24;1486.68;1663.72;1574.37;1754.69;1615
15to44;2017-25;1484.9;1662.39;1572.81;1753.61;1638
15to44;2017-26;1483.14;1661.08;1571.27;1752.54;1560
15to44;2017-27;1481.44;1659.77;1569.76;1751.45;1611
15to44;2017-28;1479.81;1658.45;1568.29;1750.29;1543
15to44;2017-29;1478.3;1657.11;1566.86;1749.04;1560
15to44;2017-30;1476.93;1655.75;1565.49;1747.68;1631
15to44;2017-31;1475.7;1654.38;1564.19;1746.23;1626
15to44;2017-32;1474.63;1653;1562.97;1744.7;1612
15to44;2017-33;1473.73;1651.67;1561.85;1743.13;1543
15to44;2017-34;1473;1650.39;1560.85;1741.57;1591
15to44;2017-35;1472.43;1649.21;1559.99;1740.08;1525
15to44;2017-36;1472.02;1648.18;1559.27;1738.72;1541
15to44;2017-37;1471.75;1647.34;1558.72;1737.58;1473
15to44;2017-38;1471.61;1646.74;1558.35;1736.73;1627
15to44;2017-39;1471.58;1646.4;1558.17;1736.24;1590
15to44;2017-40;1471.64;1646.38;1558.19;1736.18;1549
15to44;2017-41;1471.81;1646.67;1558.42;1736.52;1529
15to44;2017-42;1471.98;1647.36;1558.85;1737.49;1537
15to44;2017-43;1472.23;1648.38;1559.47;1738.91;1550
15to44;2017-44;1472.52;1649.73;1560.29;1740.82;1582
15to44;2017-45;1472.84;1651.4;1561.27;1743.21;1517
15to44;2017-46;1473.19;1653.35;1562.41;1745.99;1566
15to44;2017-47;1473.58;1655.52;1563.67;1749.11;1570
15to44;2017-48;1474;1657.86;1565.03;1752.45;1581
15to44;2017-49;1474.45;1660.29;1566.45;1755.93;1642
15to44;2017-50;1474.95;1662.74;1567.91;1759.42;1639
15to44;2017-51;1475.49;1665.14;1569.36;1762.79;1604
15to44;2017-52;1476.08;1667.41;1570.78;1765.96;1702
15to44;2018-01;1476.71;1669.49;1572.12;1768.8;1760
15to44;2018-02;1477.39;1671.31;1573.35;1771.22;1667
15to44;2018-03;1478.1;1672.82;1574.45;1773.14;1615
15to44;2018-04;1478.83;1673.97;1575.39;1774.52;1653
15to44;2018-05;1479.58;1674.74;1576.15;1775.29;1560
15to44;2018-06;1480.33;1675.1;1576.71;1775.45;1696
15to44;2018-07;1481.05;1675.05;1577.06;1775;1698
15to44;2018-08;1481.73;1674.61;1577.19;1773.97;1565
15to44;2018-09;1482.34;1673.8;1577.1;1772.41;1741
15to44;2018-10;1482.85;1672.65;1576.8;1770.37;1701
15to44;2018-11;1483.25;1671.21;1576.3;1767.96;1642
15to44;2018-12;1483.49;1669.53;1575.6;1765.26;1601
15to44;2018-13;1483.57;1667.66;1574.72;1762.37;1611
15to44;2018-14;1483.46;1665.67;1573.69;1759.39;1615
15to44;2018-15;1483.14;1663.61;1572.51;1756.4;1583
15to44;2018-16;1482.6;1661.54;1571.22;1753.52;1605
15to44;2018-17;1481.85;1659.49;1569.83;1750.79;1524
15to44;2018-18;1480.87;1657.5;1568.36;1748.28;1659
15to44;2018-19;1479.69;1655.61;1566.83;1746.01;1642
15to44;2018-20;1478.32;1653.82;1565.25;1744;1582
15to44;2018-21;1476.8;1652.14;1563.65;1742.24;1596
15to44;2018-22;1475.14;1650.57;1562.03;1740.72;1538
15to44;2018-23;1473.39;1649.08;1560.41;1739.37;1626
15to44;2018-24;1471.58;1647.67;1558.8;1738.17;1501
15to44;2018-25;1469.76;1646.31;1557.2;1737.05;1527
15to44;2018-26;1467.96;1644.98;1555.63;1735.98;1618
15to44;2018-27;1466.21;1643.66;1554.09;1734.89;1603
15to44;2018-28;1464.55;1642.34;1552.6;1733.75;1704
15to44;2018-29;1463.01;1641.01;1551.15;1732.53;1609
15to44;2018-30;1461.6;1639.66;1549.78;1731.22;1643
15to44;2018-31;1460.34;1638.32;1548.48;1729.83;1716
15to44;2018-32;1459.26;1636.98;1547.27;1728.36;1635
15to44;2018-33;1458.35;1635.68;1546.17;1726.86;1584
15to44;2018-34;1457.61;1634.45;1545.18;1725.36;1573
15to44;2018-35;1457.05;1633.32;1544.34;1723.94;1541
15to44;2018-36;1456.65;1632.33;1543.66;1722.65;1560
15to44;2018-37;1456.4;1631.54;1543.14;1721.56;1541
15to44;2018-38;1456.29;1630.97;1542.81;1720.76;1520
15to44;2018-39;1456.3;1630.68;1542.67;1720.31;1516
15to44;2018-40;1456.41;1630.7;1542.73;1720.27;1526
15to44;2018-41;1456.61;1631.05;1543;1720.7;1704
15to44;2018-42;1456.87;1631.75;1543.48;1721.63;1514
15to44;2018-43;1457.19;1632.8;1544.16;1723.07;1521
15to44;2018-44;1457.55;1634.19;1545.03;1725;1560
15to44;2018-45;1457.95;1635.9;1546.07;1727.41;1546
15to44;2018-46;1458.37;1637.9;1547.27;1730.23;1511
15to44;2018-47;1458.83;1640.12;1548.59;1733.39;1523
15to44;2018-48;1459.31;1642.52;1550.02;1736.8;1528
15to44;2018-49;1459.83;1645.03;1551.51;1740.35;1583
15to44;2018-50;1460.39;1647.56;1553.03;1743.94;1590
15to44;2018-51;1460.98;1650.06;1554.56;1747.43;1615
15to44;2018-52;1461.61;1652.43;1556.04;1750.73;1553
15to44;2019-01;1462.27;1654.62;1557.45;1753.72;1692
15to44;2019-02;1462.97;1656.55;1558.76;1756.31;1710
15to44;2019-03;1463.7;1658.18;1559.93;1758.4;1633
15to44;2019-04;1464.45;1659.45;1560.93;1759.95;1587
15to44;2019-05;1465.2;1660.33;1561.75;1760.9;1624
15to44;2019-06;1465.95;1660.8;1562.36;1761.22;1662
15to44;2019-07;1466.66;1660.87;1562.76;1760.95;1655
15to44;2019-08;1467.32;1660.52;1562.93;1760.07;1600
15to44;2019-09;1467.91;1659.8;1562.87;1758.64;1519
15to44;2019-10;1468.41;1658.72;1562.6;1756.73;1632
15to44;2019-11;1468.78;1657.33;1562.1;1754.41;1507
15to44;2019-12;1469;1655.68;1561.41;1751.78;1510
15to44;2019-13;1469.05;1653.84;1560.53;1748.93;1531
15to44;2019-14;1468.91;1651.85;1559.49;1745.97;1550
15to44;2019-15;1468.56;1649.78;1558.29;1742.98;1579
15to44;2019-16;1467.99;1647.67;1556.97;1740.07;1546
15to44;2019-17;1467.21;1645.58;1555.54;1737.3;1477
15to44;2019-18;1466.2;1643.55;1554.03;1734.72;1509
15to44;2019-19;1465.02;1641.57;1552.45;1732.32;1523
15to44;2019-20;1463.58;1639.75;1550.83;1730.3;1534
15to44;2019-21;1462.02;1638;1549.18;1728.46;1535
15to44;2019-22;1460.33;1636.37;1547.51;1726.86;1516
15to44;2019-23;1458.54;1634.83;1545.85;1725.45;1565
15to44;2019-24;1456.7;1633.36;1544.19;1724.19;1490
15to44;2019-25;1454.84;1631.96;1542.55;1723.03;1591
15to44;2019-26;1453;1630.6;1540.94;1721.92;1664
15to44;2019-27;1451.21;1629.26;1539.38;1720.82;1612
15to44;2019-28;1449.52;1627.92;1537.86;1719.68;1493
15to44;2019-29;1447.94;1626.59;1536.4;1718.48;1538
15to44;2019-30;1446.5;1625.26;1535.01;1717.21;1638
15to44;2019-31;1445.22;1623.93;1533.71;1715.86;1539
15to44;2019-32;1444.11;1622.62;1532.5;1714.45;1549
15to44;2019-33;1443.18;1621.36;1531.41;1713.01;1524
15to44;2019-34;1442.44;1620.16;1530.44;1711.57;1511
15to44;2019-35;1441.87;1619.07;1529.62;1710.21;1576
15to44;2019-36;1441.48;1618.13;1528.95;1708.98;1510
15to44;2019-37;1441.24;1617.38;1528.47;1707.96;1557
15to44;2019-38;1441.16;1616.86;1528.17;1707.21;1522
15to44;2019-39;1441.2;1616.61;1528.07;1706.8;1518
15to44;2019-40;1441.35;1616.66;1528.17;1706.8;1510
15to44;2019-41;1441.6;1617.05;1528.49;1707.26;1589
15to44;2019-42;1441.92;1617.78;1529.01;1708.21;1487
15to44;2019-43;1442.3;1618.87;1529.74;1709.67;1608
15to44;2019-44;1442.73;1620.3;1530.66;1711.63;1507
15to44;2019-45;1443.2;1622.05;1531.76;1714.06;1514
15to44;2019-46;1443.7;1624.1;1533.01;1716.92;1533
15to44;2019-47;1444.22;1626.38;1534.4;1720.13;1529
15to44;2019-48;1444.77;1628.84;1535.89;1723.6;1504
15to44;2019-49;1445.37;1631.4;1537.45;1727.2;1557
15to44;2019-50;1445.96;1634.04;1539.04;1730.91;1543
15to44;2019-51;1446.6;1636.62;1540.64;1734.53;1550
15to44;2019-52;1447.27;1639.1;1542.19;1737.96;1535
15to44;2020-01;1447.98;1641.4;1543.68;1741.1;1717
15to44;2020-02;1448.7;1643.45;1545.05;1743.86;1650
15to44;2020-03;1449.45;1645.2;1546.29;1746.13;1576
15to44;2020-04;1450.21;1646.59;1547.36;1747.86;1525
15to44;2020-05;1450.96;1647.6;1548.24;1749;1716
15to44;2020-06;1451.7;1648.2;1548.91;1749.52;1503
15to44;2020-07;1452.41;1648.37;1549.36;1749.41;1624
15to44;2020-08;1453.06;1648.13;1549.57;1748.7;1547
15to44;2020-09;1453.63;1647.5;1549.55;1747.42;1619
15to44;2020-10;1454.1;1646.49;1549.3;1745.64;1629
15to44;2020-11;1454.45;1645.17;1548.83;1743.42;1639
15to44;2020-12;1454.65;1643.57;1548.15;1740.87;1584
15to44;2020-13;1454.67;1641.75;1547.27;1738.08;1695
15to44;2020-14;1454.5;1639.77;1546.21;1735.14;1687
15to44;2020-15;1454.12;1637.69;1545;1732.16;1755
15to44;2020-16;1453.53;1635.56;1543.65;1729.22;1626
15to44;2020-17;1452.71;1633.43;1542.19;1726.4;1579
15to44;2020-18;1451.68;1631.35;1540.64;1723.77;1497
15to44;2020-19;1450.43;1629.33;1539.02;1721.35;1485
15to44;2020-20;1449.01;1627.42;1537.35;1719.18;1603
15to44;2020-21;1447.41;1625.61;1535.65;1717.26;1508
15to44;2020-22;1445.69;1623.9;1533.93;1715.56;1589
15to44;2020-23;1443.87;1622.29;1532.22;1714.06;1521
15to44;2020-24;1442;1620.77;1530.51;1712.73;1577
15to44;2020-25;1440.11;1619.31;1528.83;1711.5;1571
15to44;2020-26;1438.23;1617.9;1527.19;1710.35;1569
15to44;2020-27;1436.42;1616.53;1525.59;1709.21;1548
15to44;2020-28;1434.69;1615.18;1524.04;1708.06;1505
15to44;2020-29;1433.07;1613.84;1522.56;1706.86;1530
15to44;2020-30;1431.61;1612.5;1521.16;1705.61;1526
15to44;2020-31;1430.3;1611.19;1519.85;1704.29;1637
15to44;2020-32;1429.17;1609.9;1518.64;1702.92;1630
15to44;2020-33;1428.22;1608.66;1517.55;1701.53;1676
15to44;2020-34;1427.46;1607.5;1516.59;1700.16;1573
15to44;2020-35;1426.89;1606.45;1515.78;1698.86;1537
15to44;2020-36;1426.5;1605.55;1515.14;1697.69;1568
15to44;2020-37;1426.27;1604.84;1514.68;1696.72;1612
15to44;2020-38;1426.2;1604.36;1514.41;1696.02;1598
15to44;2020-39;1426.27;1604.15;1514.34;1695.66;1533
15to44;2020-40;1426.46;1604.24;1514.48;1695.71;1516
15to44;2020-41;1426.75;1604.66;1514.83;1696.2;1588
15to44;2020-42;1427.12;1605.43;1515.4;1697.18;1471
15to44;2020-43;1427.56;1606.56;1516.18;1698.67;1645
15to44;2020-44;1428.05;1608.03;1517.15;1700.66;1588
15to44;2020-45;1428.58;1609.83;1518.3;1703.12;1526
15to44;2020-46;1429.14;1611.92;1519.61;1706.02;1525
15to44;2020-47;1429.73;1614.25;1521.06;1709.28;1570
15to44;2020-48;1430.35;1616.78;1522.62;1712.81;1522
15to44;2020-49;1430.99;1619.43;1524.24;1716.53;1739
15to44;2020-50;1431.66;1622.14;1525.91;1720.31;1679
15to44;2020-51;1432.35;1624.82;1527.57;1724.05;1556
15to44;2020-52;1433.06;1627.41;1529.2;1727.63;1568
15to44;2020-53;1433.79;1629.82;1530.76;1730.93;1689
15to44;2021-01;1434.55;1631.99;1532.21;1733.85;1635
15to44;2021-02;1435.31;1633.87;1533.52;1736.31;1655
15to44;2021-03;1436.08;1635.39;1534.66;1738.24;1705
15to44;2021-04;1436.84;1636.53;1535.6;1739.57;1685
15to44;2021-05;1437.58;1637.25;1536.33;1740.29;1665
15to44;2021-06;1438.27;1637.55;1536.83;1740.37;1529
15to44;2021-07;1438.91;1637.42;1537.1;1739.83;1528
15to44;2021-08;1439.46;1636.88;1537.12;1738.72;1496
15to44;2021-09;1439.91;1635.97;1536.9;1737.08;1531
15to44;2021-10;1440.23;1634.71;1536.45;1734.98;1531
15to44;2021-11;1440.4;1633.16;1535.77;1732.52;1551
15to44;2021-12;1440.4;1631.37;1534.9;1729.79;1539
15to44;2021-13;1440.2;1629.41;1533.83;1726.89;1650
15to44;2021-14;1439.8;1627.32;1532.6;1723.91;1620.19
15to44;2021-15;1439.18;1625.17;1531.23;1720.95;1618.7
15to44;2021-16;1438.33;1623.01;1529.74;1718.1;1613.59
15to44;2021-17;1437.28;1620.87;1528.15;1715.38;1584.41
15to44;2021-18;1436.01;1618.79;1526.49;1712.88;1671.75
15to44;2021-19;1434.56;1616.8;1524.78;1710.61;1536.69
15to44;2021-20;1432.95;1614.92;1523.03;1708.58;1557.44
15to44;2021-21;1431.21;1613.13;1521.26;1706.78;1538.08
15to44;2021-22;1429.37;1611.45;1519.5;1705.18;1599.3
15to44;2021-23;1427.47;1609.85;1517.75;1703.75;1539.96
15to44;2021-24;1425.55;1608.33;1516.02;1702.44;1672.27
15to44;2021-25;1423.65;1606.87;1514.33;1701.21;1613.98
15to44;2021-26;1421.8;1605.45;1512.7;1700.02;1587.35
15to44;2021-27;1420.05;1604.06;1511.12;1698.84;1625.93
15to44;2021-28;1418.41;1602.7;1509.62;1697.63;1697.31
15to44;2021-29;1416.91;1601.36;1508.2;1696.37;1736.01
15to44;2021-30;1415.57;1600.05;1506.87;1695.07;1704.6
15to44;2021-31;1414.42;1598.77;1505.66;1693.73;1604.06
15to44;2021-32;1413.45;1597.56;1504.56;1692.39;1661.08
15to44;2021-33;1412.68;1596.42;1503.61;1691.07;1605.33
15to44;2021-34;1412.09;1595.41;1502.82;1689.82;1593.88
15to44;2021-35;1411.69;1594.54;1502.19;1688.71;1632.41
15to44;2021-36;1411.47;1593.87;1501.75;1687.8;1722.76
15to44;2021-37;1411.41;1593.43;1501.5;1687.16;1689.31
15to44;2021-38;1411.5;1593.26;1501.46;1686.85;1650.85
15to44;2021-39;1411.71;1593.39;1501.64;1686.94;1652.76
15to44;2021-40;1412.04;1593.86;1502.03;1687.48;1601.26
15to44;2021-41;1412.45;1594.67;1502.64;1688.5;1569.85
15to44;2021-42;1412.94;1595.83;1503.46;1690.02;1680.75
15to44;2021-43;1413.49;1597.34;1504.48;1692.04;1585.48
15to44;2021-44;1414.08;1599.18;1505.68;1694.55;1577.85
15to44;2021-45;1414.7;1601.33;1507.05;1697.49;1755.51
15to44;2021-46;1415.35;1603.72;1508.56;1700.81;1679.08
15to44;2021-47;1416.03;1606.32;1510.18;1704.42;1809.81
15to44;2021-48;1416.73;1609.05;1511.87;1708.22;1841.18
15to44;2021-49;1417.45;1611.84;1513.6;1712.11;1776.27
15to44;2021-50;1418.19;1614.62;1515.34;1715.98;1729.33
15to44;2021-51;1418.94;1617.31;1517.05;1719.7;1728.11
15to44;2021-52;1419.71;1619.85;1518.68;1723.17;1794.95
15to44;2022-01;1420.49;1622.15;1520.2;1726.28;1768.37
15to44;2022-02;1421.27;1624.16;1521.59;1728.93;1668.65
15to44;2022-03;1422.05;1625.82;1522.8;1731.06;1632.81
15to44;2022-04;1422.81;1627.09;1523.81;1732.6;1615.54
15to44;2022-05;1423.54;1627.95;1524.6;1733.52;1644.61
15to44;2022-06;1424.23;1628.37;1525.16;1733.81;1591.75
15to44;2022-07;1424.85;1628.36;1525.47;1733.46;1664.1
15to44;2022-08;1425.39;1627.93;1525.54;1732.52;1615.4
15to44;2022-09;1425.81;1627.11;1525.35;1731.03;1605.58
15to44;2022-10;1426.11;1625.93;1524.93;1729.07;1615.54
15to44;2022-11;1426.25;1624.44;1524.27;1726.71;1610.58
15to44;2022-12;1426.22;1622.69;1523.4;1724.05;1598.85
15to44;2022-13;1426;1620.74;1522.33;1721.19;1487.5
15to44;2022-14;1425.57;1618.65;1521.09;1718.22;1325.6
45to64;2017-16;8410.85;8849.88;8629.43;9072.17;8454
45to64;2017-17;8384.29;8819.25;8600.85;9039.46;8807
45to64;2017-18;8358.14;8789.9;8573.11;9008.48;8633
45to64;2017-19;8332.77;8762.2;8546.59;8979.6;8711
45to64;2017-20;8308.52;8736.53;8521.63;8953.21;8522
45to64;2017-21;8285.77;8713.14;8498.56;8929.5;8602
45to64;2017-22;8264.86;8692.3;8477.68;8908.69;8351
45to64;2017-23;8246.11;8674.18;8459.24;8890.91;8392
45to64;2017-24;8229.83;8658.92;8443.47;8876.17;8500
45to64;2017-25;8216.28;8646.63;8430.54;8864.54;8807
45to64;2017-26;8205.67;8637.36;8420.59;8855.96;8240
45to64;2017-27;8198.18;8631.15;8413.74;8850.4;8349
45to64;2017-28;8193.94;8627.97;8410.03;8847.77;8581
45to64;2017-29;8193.02;8627.82;8409.49;8848.02;8546
45to64;2017-30;8195.42;8630.64;8412.09;8851.05;8318
45to64;2017-31;8201.12;8636.33;8417.79;8856.74;8737
45to64;2017-32;8210;8644.83;8426.48;8865.03;8429
45to64;2017-33;8221.91;8656.02;8438.03;8875.85;8181
45to64;2017-34;8236.65;8669.75;8452.28;8889.06;8386
45to64;2017-35;8253.96;8685.9;8469.01;8904.6;8439
45to64;2017-36;8273.53;8704.28;8488;8922.38;8347
45to64;2017-37;8295.02;8724.72;8508.97;8942.27;8410
45to64;2017-38;8318.07;8747.01;8531.64;8964.15;8556
45to64;2017-39;8342.27;8770.91;8555.69;8987.89;8609
45to64;2017-40;8367.2;8796.15;8580.78;9013.28;8798
45to64;2017-41;8392.45;8822.43;8606.55;9040.1;8698
45to64;2017-42;8417.61;8849.44;8632.62;9068.04;8688
45to64;2017-43;8442.24;8876.82;8658.62;9096.82;8622
45to64;2017-44;8465.99;8904.16;8684.15;9125.99;8642
45to64;2017-45;8488.5;8931.04;8708.83;9155.1;8867
45to64;2017-46;8509.43;8957.01;8732.27;9183.66;9062
45to64;2017-47;8528.51;8981.64;8754.1;9211.12;8905
45to64;2017-48;8545.46;9004.45;8773.96;9236.93;8997
45to64;2017-49;8560.09;9025.01;8791.53;9260.53;9102
45to64;2017-50;8572.19;9042.91;8806.5;9281.4;9333
45to64;2017-51;8581.63;9057.75;8818.62;9299;9428
45to64;2017-52;8588.29;9069.21;8827.65;9312.92;9764
45to64;2018-01;8592.09;9077;8833.44;9322.77;9954
45to64;2018-02;8593;9080.94;8835.84;9328.25;9542
45to64;2018-03;8591;9080.87;8834.81;9329.18;9642
45to64;2018-04;8586.13;9076.76;8830.31;9325.46;9392
45to64;2018-05;8578.44;9068.62;8822.4;9317.1;9489
45to64;2018-06;8568.03;9056.58;8811.18;9304.22;9396
45to64;2018-07;8555.02;9040.8;8796.79;9287.03;9735
45to64;2018-08;8539.57;9021.57;8779.47;9265.86;9975
45to64;2018-09;8521.86;8999.2;8759.45;9241.11;10246
45to64;2018-10;8502.1;8974.1;8737.04;9213.27;10144
45to64;2018-11;8480.52;8946.7;8712.57;9182.88;9724
45to64;2018-12;8457.38;8917.48;8686.41;9150.56;9472
45to64;2018-13;8432.95;8886.96;8658.96;9116.92;9028
45to64;2018-14;8407.52;8855.65;8630.61;9082.61;9289
45to64;2018-15;8381.4;8824.08;8601.79;9048.25;9059
45to64;2018-16;8354.93;8792.75;8572.91;9014.43;8690
45to64;2018-17;8328.42;8762.15;8544.37;8981.75;8514
45to64;2018-18;8302.27;8732.7;8516.58;8950.62;8488
45to64;2018-19;8276.79;8704.83;8489.91;8921.54;8398
45to64;2018-20;8252.36;8678.89;8464.73;8894.83;8481
45to64;2018-21;8229.38;8655.13;8441.36;8870.68;8428
45to64;2018-22;8208.09;8633.93;8420.11;8849.52;8438
45to64;2018-23;8188.92;8615.34;8401.23;8831.23;8423
45to64;2018-24;8172.15;8599.57;8384.95;8815.99;8345
45to64;2018-25;8158.04;8586.73;8371.47;8803.8;8377
45to64;2018-26;8146.82;8576.88;8360.93;8794.66;8510
45to64;2018-27;8138.67;8570.07;8353.44;8788.53;8468
45to64;2018-28;8133.74;8566.28;8349.08;8785.34;8328
45to64;2018-29;8132.1;8565.51;8347.86;8785.01;8495
45to64;2018-30;8133.77;8567.69;8349.79;8787.46;8704
45to64;2018-31;8138.72;8572.78;8354.81;8792.61;8895
45to64;2018-32;8146.88;8580.67;8362.84;8800.37;8657
45to64;2018-33;8158.08;8591.27;8373.74;8810.66;8304
45to64;2018-34;8172.15;8604.45;8387.37;8823.36;8311
45to64;2018-35;8188.84;8620.06;8403.52;8838.42;8381
45to64;2018-36;8207.84;8637.95;8421.98;8855.73;8433
45to64;2018-37;8228.84;8657.93;8442.48;8875.19;8298
45to64;2018-38;8251.47;8679.81;8464.74;8896.68;8441
45to64;2018-39;8275.33;8703.35;8488.44;8920.05;8541
45to64;2018-40;8300.01;8728.3;8513.26;8945.12;8693
45to64;2018-41;8325.11;8754.37;8538.84;8971.68;8486
45to64;2018-42;8350.21;8781.23;8564.82;8999.44;8399
45to64;2018-43;8374.89;8808.54;8590.8;9028.09;8531
45to64;2018-44;8398.78;8835.9;8616.41;9057.22;8614
45to64;2018-45;8421.51;8862.9;8641.26;9086.4;8733
45to64;2018-46;8442.75;8889.1;8664.97;9115.13;8721
45to64;2018-47;8462.14;8914.12;8687.15;9143.03;8715
45to64;2018-48;8479.62;8937.29;8707.45;9169.12;8874
45to64;2018-49;8494.76;8958.38;8725.55;9193.26;8924
45to64;2018-50;8507.44;8976.9;8741.12;9214.77;8874
45to64;2018-51;8517.49;8992.47;8753.9;9233.16;9239
45to64;2018-52;8524.8;9004.72;8763.66;9247.95;9078
45to64;2019-01;8529.28;9013.39;8770.22;9258.76;9491
45to64;2019-02;8530.88;9018.24;8773.43;9265.28;9522
45to64;2019-03;8529.6;9019.13;8773.23;9267.28;9404
45to64;2019-04;8525.42;9016.01;8769.57;9264.71;9624
45to64;2019-05;8518.43;9008.86;8762.5;9257.49;9720
45to64;2019-06;8508.69;8997.79;8752.1;9245.74;9522
45to64;2019-07;8496.35;8982.95;8738.52;9229.62;9574
45to64;2019-08;8481.5;8964.63;8721.95;9209.52;9190
45to64;2019-09;8464.37;8943.1;8702.64;9185.74;9352
45to64;2019-10;8445.14;8918.76;8680.87;9158.79;9170
45to64;2019-11;8424.03;8892.04;8656.98;9129.2;8759
45to64;2019-12;8401.32;8863.4;8631.33;9097.52;8694
45to64;2019-13;8377.24;8833.36;8604.29;9064.43;8515
45to64;2019-14;8352.09;8802.43;8576.27;9030.53;8589
45to64;2019-15;8326.21;8771.09;8547.68;8996.41;8381
45to64;2019-16;8299.87;8739.91;8518.95;8962.76;8576
45to64;2019-17;8273.44;8709.34;8490.46;8930.07;8562
45to64;2019-18;8247.27;8679.83;8462.63;8898.86;8319
45to64;2019-19;8221.71;8651.8;8435.84;8869.57;8332
45to64;2019-20;8197.12;8625.59;8410.45;8842.54;8373
45to64;2019-21;8173.86;8601.54;8386.79;8818.08;8270
45to64;2019-22;8152.29;8579.88;8365.17;8796.39;8334
45to64;2019-23;8132.72;8560.83;8345.86;8777.62;8312
45to64;2019-24;8115.48;8544.56;8329.1;8761.84;8400
45to64;2019-25;8100.84;8531.16;8315.07;8749.09;8446
45to64;2019-26;8089.02;8520.74;8303.95;8739.38;8557
45to64;2019-27;8080.24;8513.32;8295.84;8732.66;8597
45to64;2019-28;8074.63;8508.91;8290.82;8728.88;8058
45to64;2019-29;8072.29;8507.51;8288.95;8727.96;8455
45to64;2019-30;8073.22;8509.09;8290.2;8729.87;8542
45to64;2019-31;8077.45;8513.56;8294.55;8734.47;8225
45to64;2019-32;8084.87;8520.86;8301.91;8741.69;8164
45to64;2019-33;8095.36;8530.89;8312.17;8751.48;7915
45to64;2019-34;8108.76;8543.51;8325.19;8763.71;8089
45to64;2019-35;8124.78;8558.62;8340.76;8778.35;8427
45to64;2019-36;8143.23;8576;8358.68;8795.17;8189
45to64;2019-37;8163.72;8595.54;8378.7;8814.21;8149
45to64;2019-38;8185.91;8617.01;8400.54;8835.31;8430
45to64;2019-39;8209.4;8640.22;8423.9;8858.37;8546
45to64;2019-40;8233.83;8664.88;8448.44;8883.13;8450
45to64;2019-41;8258.76;8690.72;8473.82;8909.44;8554
45to64;2019-42;8283.77;8717.44;8499.68;8937.03;8427
45to64;2019-43;8308.49;8744.66;8525.64;8965.53;8444
45to64;2019-44;8332.49;8772.04;8551.32;8994.62;8517
45to64;2019-45;8355.44;8799.14;8576.33;9023.84;8850
45to64;2019-46;8376.98;8825.54;8600.28;9052.72;8687
45to64;2019-47;8396.82;8850.79;8622.81;9080.74;8591
45to64;2019-48;8414.69;8874.42;8643.54;9107.32;8708
45to64;2019-49;8430.34;8896.02;8662.14;9131.98;9064
45to64;2019-50;8443.6;8915.12;8678.29;9154.07;8917
45to64;2019-51;8454.25;8931.39;8691.73;9173.21;9147
45to64;2019-52;8462.21;8944.41;8702.2;9188.83;8787
45to64;2020-01;8467.38;8953.92;8709.51;9200.56;9143
45to64;2020-02;8469.68;8959.67;8713.52;9208.09;9231
45to64;2020-03;8469.09;8961.51;8714.14;9211.17;9186
45to64;2020-04;8465.62;8959.35;8711.32;9209.68;8900
45to64;2020-05;8459.32;8953.17;8705.08;9203.58;9169
45to64;2020-06;8450.27;8943.07;8695.5;9192.94;9017
45to64;2020-07;8438.56;8929.18;8682.71;9177.94;8925
45to64;2020-08;8424.34;8911.75;8666.9;9158.86;8772
45to64;2020-09;8407.78;8891.07;8648.3;9136.07;8856
45to64;2020-10;8389.07;8867.5;8627.18;9110.01;8886
45to64;2020-11;8368.45;8841.47;8603.87;9081.21;9116
45to64;2020-12;8346.14;8813.43;8578.72;9050.23;9632
45to64;2020-13;8322.42;8783.87;8552.11;9017.7;10413
45to64;2020-14;8297.57;8753.32;8524.43;8984.22;11131
45to64;2020-15;8271.9;8722.27;8496.09;8950.42;10800
45to64;2020-16;8245.72;8691.24;8467.5;8916.91;9897
45to64;2020-17;8219.37;8660.71;8439.08;8884.25;9398
45to64;2020-18;8193.21;8631.14;8411.23;8852.95;8816
45to64;2020-19;8167.57;8602.95;8384.32;8823.45;8822
45to64;2020-20;8142.83;8576.5;8358.73;8796.13;8596
45to64;2020-21;8119.35;8552.11;8334.8;8771.28;8657
45to64;2020-22;8097.47;8530.05;8312.83;8749.14;8575
45to64;2020-23;8077.54;8510.54;8293.1;8729.85;8342
45to64;2020-24;8059.85;8493.75;8275.85;8713.53;8336
45to64;2020-25;8044.69;8479.8;8261.29;8700.21;8129
45to64;2020-26;8032.32;8468.79;8249.59;8689.9;8435
45to64;2020-27;8022.92;8460.77;8240.87;8682.58;8295
