"excess_mortality_x","excess_mortality_x_date","excess_mortality_week","excess_mortality_y"
"-7265","2000-02-10","2000W06","135.50628953130263"
"-7258","2000-02-17","2000W07","109.46728662499561"
"-7251","2000-02-24","2000W08","54.42563501592099"
"-7244","2000-03-02","2000W09","169.35084723430714"
"-7237","2000-03-09","2000W10","104.19841705251793"
"-7230","2000-03-16","2000W11","40.91045865132594"
"-7223","2000-03-23","2000W12","37.41653986823496"
"-7216","2000-03-30","2000W13","-22.365302466058438"
"-7209","2000-04-06","2000W14","26.47262026038493"
"-7202","2000-04-13","2000W15","60.82898161210301"
"-7195","2000-04-20","2000W16","27.594904407262447"
"-7188","2000-04-27","2000W17","30.65553498736506"
"-7181","2000-05-04","2000W18","14.891704693125916"
"-7174","2000-05-11","2000W19","91.18165451161542"
"-7167","2000-05-18","2000W20","40.40279793501179"
"-7160","2000-05-25","2000W21","18.433496507864447"
"-7153","2000-06-01","2000W22","12.154822345752905"
"-7146","2000-06-08","2000W23","75.45228208680419"
"-7139","2000-06-15","2000W24","28.21747728605078"
"-7132","2000-06-22","2000W25","162.34967717348923"
"-7125","2000-06-29","2000W26","133.75728095666614"
"-7118","2000-07-06","2000W27","101.35914843975638"
"-7111","2000-07-13","2000W28","106.08577963035634"
"-7104","2000-07-20","2000W29","53.88032618522766"
"-7097","2000-07-27","2000W30","23.699419975597607"
"-7090","2000-08-03","2000W31","51.51380669612786"
"-7083","2000-08-10","2000W32","102.30877526122072"
"-7076","2000-08-17","2000W33","45.08437668705733"
"-7069","2000-08-24","2000W34","93.8554292049912"
"-7062","2000-08-31","2000W35","100.65130944746761"
"-7055","2000-09-07","2000W36","48.51553264674624"
"-7048","2000-09-14","2000W37","70.50512784441435"
"-7041","2000-09-21","2000W38","65.68981708173942"
"-7034","2000-09-28","2000W39","70.15101038415605"
"-7027","2000-10-05","2000W40","13.980631026475066"
"-7020","2000-10-12","2000W41","22.2797880298084"
"-7013","2000-10-19","2000W42","-31.842684938896127"
"-7006","2000-10-26","2000W43","-2.271803150839901"
"-6999","2000-11-02","2000W44","-21.888094131113917"
"-6992","2000-11-09","2000W45","35.43067335455066"
"-6985","2000-11-16","2000W46","4.807719663590319"
"-6978","2000-11-23","2000W47","-56.63453038859518"
"-6971","2000-11-30","2000W48","21.2237786253462"
"-6964","2000-12-07","2000W49","-19.501804580341286"
"-6957","2000-12-14","2000W50","37.29828637416483"
"-6950","2000-12-21","2000W51","21.72604591555603"
"-6943","2000-12-28","2000W52","101.874415963861"
"-6936","2001-01-04","2001W01","43.82593593570505"
"-6929","2001-01-11","2001W02","-27.348457086843723"
"-6922","2001-01-18","2001W03","-13.590460580800482"
"-6915","2001-01-25","2001W04","-22.855256180289757"
"-6908","2001-02-01","2001W05","-27.11216426800229"
"-6901","2001-02-08","2001W06","-8.345094000151448"
"-6894","2001-02-15","2001W07","-9.552782164779387"
"-6887","2001-02-22","2001W08","43.251182670194794"
"-6880","2001-03-01","2001W09","35.0385511536922"
"-6873","2001-03-08","2001W10","47.76681661085945"
"-6866","2001-03-15","2001W11","2.3798252040184025"
"-6859","2001-03-22","2001W12","9.808584037365904"
"-6852","2001-03-29","2001W13","-18.0277444234697"
"-6845","2001-04-05","2001W14","82.77932405039951"
"-6838","2001-04-12","2001W15","34.128917005500966"
"-6831","2001-04-19","2001W16","21.912262928877226"
"-6824","2001-04-26","2001W17","58.0142638767079"
"-6817","2001-05-03","2001W18","75.31516037151539"
"-6810","2001-05-10","2001W19","71.69226448520362"
"-6803","2001-05-17","2001W20","102.02173602784114"
"-6796","2001-05-24","2001W21","3.180376127823024"
"-6789","2001-05-31","2001W22","58.047412226926554"
"-6782","2001-06-07","2001W23","105.50624862796349"
"-6775","2001-06-14","2001W24","123.44615722159824"
"-6768","2001-06-21","2001W25","108.76388387551299"
"-6761","2001-06-28","2001W26","177.36514718130024"
"-6754","2001-07-05","2001W27","135.1660078046608"
"-6747","2001-07-12","2001W28","111.09408855053903"
"-6740","2001-07-19","2001W29","25.089627409654895"
"-6733","2001-07-26","2001W30","86.1063482655336"
"-6726","2001-08-02","2001W31","58.11213657664712"
"-6719","2001-08-09","2001W32","73.08951016859749"
"-6712","2001-08-16","2001W33","61.03587823563737"
"-6705","2001-08-23","2001W34","70.96358471629105"
"-6698","2001-08-30","2001W35","63.8997353300947"
"-6691","2001-09-06","2001W36","62.8858106962731"
"-6684","2001-09-13","2001W37","80.9770710551253"
"-6677","2001-09-20","2001W38","94.24176113409612"
"-6670","2001-09-27","2001W39","66.76012659913965"
"-6663","2001-10-04","2001W40","92.62325626599977"
"-6656","2001-10-11","2001W41","28.931766775817096"
"-6649","2001-10-18","2001W42","-17.205651271820898"
"-6642","2001-10-25","2001W43","6.326195279268632"
"-6635","2001-11-01","2001W44","6.647335923665764"
"-6628","2001-11-08","2001W45","37.88089956089243"
"-6621","2001-11-15","2001W46","29.151331981643352"
"-6614","2001-11-22","2001W47","31.58259357880263"
"-6607","2001-11-29","2001W48","-7.7036366150395"
"-6600","2001-12-06","2001W49","14.410275456654176"
"-6593","2001-12-13","2001W50","30.03621316719591"
"-6586","2001-12-20","2001W51","68.27868614097349"
"-6579","2001-12-27","2001W52","58.23331337461707"
"-6572","2002-01-03","2002W01","160.9854345612821"
"-6565","2002-01-10","2002W02","72.60886978564758"
"-6558","2002-01-17","2002W03","5.164845615700074"
"-6551","2002-01-24","2002W04","57.701103213816054"
"-6544","2002-01-31","2002W05","31.2512014588998"
"-6537","2002-02-07","2002W06","68.83402525127542"
"-6530","2002-02-14","2002W07","20.453506203570782"
"-6523","2002-02-21","2002W08","93.09855984681656"
"-6516","2002-02-28","2002W09","13.743240345970207"
"-6509","2002-03-07","2002W10","105.34711056843207"
"-6502","2002-03-14","2002W11","49.85582222848052"
"-6495","2002-03-21","2002W12","134.20189778515123"
"-6488","2002-03-28","2002W13","44.305702845066094"
"-6481","2002-04-04","2002W14","151.07659505749245"
"-6474","2002-04-11","2002W15","70.41423292665104"
"-6467","2002-04-18","2002W16","140.21002564310243"
"-6460","2002-04-25","2002W17","76.34870298575936"
"-6453","2002-05-02","2002W18","56.70998259847636"
"-6446","2002-05-09","2002W19","27.17031052562652"
"-6439","2002-05-16","2002W20","6.6046498204449335"
"-6432","2002-05-23","2002W21","3.8882913336251477"
"-6425","2002-05-30","2002W22","49.898660458303425"
"-6418","2002-06-06","2002W23","77.51709365588226"
"-6411","2002-06-13","2002W24","25.63055901478708"
"-6404","2002-06-20","2002W25","13.133295894970956"
"-6397","2002-06-27","2002W26","64.92834987349852"
"-6390","2002-07-04","2002W27","96.92898071404261"
"-6383","2002-07-11","2002W28","64.0599229139251"
"-6376","2002-07-18","2002W29","147.2584805101111"
"-6369","2002-07-25","2002W30","40.47544021946567"
"-6362","2002-08-01","2002W31","45.67578961420327"
"-6355","2002-08-08","2002W32","27.83922985268248"
"-6348","2002-08-15","2002W33","62.96047545790316"
"-6341","2002-08-22","2002W34","96.04933671813944"
"-6334","2002-08-29","2002W35","22.130583431556147"
"-6327","2002-09-05","2002W36","7.243591883795148"
"-6320","2002-09-12","2002W37","5.441780088528276"
"-6313","2002-09-19","2002W38","26.791839390326686"
"-6306","2002-09-26","2002W39","107.37277348242435"
"-6299","2002-10-03","2002W40","39.27475868616921"
"-6292","2002-10-10","2002W41","74.5978419337207"
"-6285","2002-10-17","2002W42","76.450495253074"
"-6278","2002-10-24","2002W43","71.9480476406103"
"-6271","2002-10-31","2002W44","-16.788983009223443"
"-6264","2002-11-07","2002W45","4.3633662090893495"
"-6257","2002-11-14","2002W46","51.530708742413594"
"-6250","2002-11-21","2002W47","-9.16151049702296"
"-6243","2002-11-28","2002W48","-26.589832470841657"
"-6236","2002-12-05","2002W49","-7.6345732888935345"
"-6229","2002-12-12","2002W50","44.81844051286748"
"-6222","2002-12-19","2002W51","18.87621585054012"
"-6215","2002-12-26","2002W52","133.63704014893813"
"-6208","2003-01-02","2003W01","149.18905411387004"
"-6201","2003-01-09","2003W02","148.60897094458767"
"-6194","2003-01-16","2003W03","196.96096059756746"
"-6187","2003-01-23","2003W04","66.29571532887383"
"-6180","2003-01-30","2003W05","13.649710122504871"
"-6173","2003-02-06","2003W06","-4.955331205913353"
"-6166","2003-02-13","2003W07","-1.512756416137563"
"-6159","2003-02-20","2003W08","-17.03108703682824"
"-6152","2003-02-27","2003W09","-48.533900780796785"
"-6145","2003-03-06","2003W10","-41.05949580048184"
"-6138","2003-03-13","2003W11","-36.66034156322246"
"-6131","2003-03-20","2003W12","-6.4023242189566645"
"-6124","2003-03-27","2003W13","-53.363797313166515"
"-6117","2003-04-03","2003W14","-13.634451522005293"
"-6110","2003-04-10","2003W15","12.685980286357676"
"-6103","2003-04-17","2003W16","27.489163968281446"
"-6096","2003-04-24","2003W17","15.659730181168698"
"-6089","2003-05-01","2003W18","32.07694298089325"
"-6082","2003-05-08","2003W19","19.616446807073203"
"-6075","2003-05-15","2003W20","-13.847933421702805"
"-6068","2003-05-22","2003W21","-25.442365159800374"
"-6061","2003-05-29","2003W22","-29.291180492626836"
"-6054","2003-06-05","2003W23","-26.515074278703082"
"-6047","2003-06-12","2003W24","4.770645711196494"
"-6040","2003-06-19","2003W25","23.45773128802398"
"-6033","2003-06-26","2003W26","55.4465647127098"
"-6026","2003-07-03","2003W27","-23.35239485721513"
"-6019","2003-07-10","2003W28","-8.017310344875114"
"-6012","2003-07-17","2003W29","87.38616994123959"
"-6005","2003-07-24","2003W30","152.80586814483536"
"-5998","2003-07-31","2003W31","98.20383792505118"
"-5991","2003-08-07","2003W32","57.55691964510504"
"-5984","2003-08-14","2003W33","35.857081564263126"
"-5977","2003-08-21","2003W34","36.111542008065385"
"-5970","2003-08-28","2003W35","57.34267066273321"
"-5963","2003-09-04","2003W36","97.58767033876723"
"-5956","2003-09-11","2003W37","109.89804372954904"
"-5949","2003-09-18","2003W38","27.338852807268267"
"-5942","2003-09-25","2003W39","-8.012218494578974"
"-5935","2003-10-02","2003W40","-8.065984808989128"
"-5928","2003-10-09","2003W41","38.27695308886405"
"-5921","2003-10-16","2003W42","-2.8752277532869357"
"-5914","2003-10-23","2003W43","8.592863787497095"
"-5907","2003-10-30","2003W44","59.80216405348642"
"-5900","2003-11-06","2003W45","53.8774047781734"
"-5893","2003-11-13","2003W46","-53.05469239584227"
"-5886","2003-11-20","2003W47","-57.86725091874712"
"-5879","2003-11-27","2003W48","-12.435077283336568"
"-5872","2003-12-04","2003W49","64.36352470203576"
"-5865","2003-12-11","2003W50","89.64498960933042"
"-5858","2003-12-18","2003W51","242.51880163371868"
"-5851","2003-12-25","2003W52","295.0859058770277"
"-5844","2004-01-01","2004W01","262.4372427253887"
"-5837","2004-01-08","2004W02","103.65242660035608"
"-5830","2004-01-15","2004W03","46.79858827936812"
"-5823","2004-01-22","2004W04","35.92939761921173"
"-5816","2004-01-29","2004W05","-36.91571909089748"
"-5809","2004-02-05","2004W06","-51.712155734091425"
"-5802","2004-02-12","2004W07","-85.45048849650641"
"-5795","2004-02-19","2004W08","-33.13661819564402"
"-5788","2004-02-26","2004W09","-2.7916906604604037"
"-5781","2004-03-04","2004W10","-66.45179623171043"
"-5774","2004-03-11","2004W11","-80.16745265132408"
"-5767","2004-03-18","2004W12","-18.002878749214233"
"-5760","2004-03-25","2004W13","16.964930630550953"
"-5753","2004-04-01","2004W14","-56.35268486108589"
"-5746","2004-04-08","2004W15","6.945228849542559"
"-5739","2004-04-15","2004W16","-46.249328872130036"
"-5732","2004-04-22","2004W17","-36.051752229469685"
"-5725","2004-04-29","2004W18","-46.5831601508803"
"-5718","2004-05-06","2004W19","-3.968643876633223"
"-5711","2004-05-13","2004W20","27.66454366885887"
"-5704","2004-05-20","2004W21","-56.81116948848751"
"-5697","2004-05-27","2004W22","-26.521826412760902"
"-5690","2004-06-03","2004W23","86.4098852579832"
"-5683","2004-06-10","2004W24","34.86641191569936"
"-5676","2004-06-17","2004W25","41.73703888985642"
"-5669","2004-06-24","2004W26","65.91949693185347"
"-5662","2004-07-01","2004W27","-8.678553033897174"
"-5655","2004-07-08","2004W28","14.861821552221045"
"-5648","2004-07-15","2004W29","42.47200357030317"
"-5641","2004-07-22","2004W30","42.096824991981975"
"-5634","2004-07-29","2004W31","-3.304628800208775"
"-5627","2004-08-05","2004W32","56.24157912881719"
"-5620","2004-08-12","2004W33","58.724620487000266"
"-5613","2004-08-19","2004W34","-26.85093557936625"
"-5606","2004-08-26","2004W35","-0.4651828153959059"
"-5599","2004-09-02","2004W36","-25.083160393535536"
"-5592","2004-09-09","2004W37","26.344646352785844"
"-5585","2004-09-16","2004W38","77.88159416875044"
"-5578","2004-09-23","2004W39","8.603969321759223"
"-5571","2004-09-30","2004W40","41.59988739263065"
"-5564","2004-10-07","2004W41","0.9680212814271272"
"-5557","2004-10-14","2004W42","36.816175789594695"
"-5550","2004-10-21","2004W43","-3.740270630272221"
"-5543","2004-10-28","2004W44","-13.580034433641686"
"-5536","2004-11-04","2004W45","-89.57768172218402"
"-5529","2004-11-11","2004W46","-69.60544377323902"
"-5522","2004-11-18","2004W47","-34.53506708263319"
"-5515","2004-11-25","2004W48","-6.239671132938042"
"-5508","2004-12-02","2004W49","-20.595586977171934"
"-5501","2004-12-09","2004W50","-53.484149995617145"
"-5494","2004-12-16","2004W51","-29.79342083724896"
"-5487","2004-12-23","2004W52","-34.41980958772592"
"-5480","2004-12-30","2004W53","-11.269579598408086"
"-5473","2005-01-06","2005W01","-3.2602091452081368"
"-5466","2005-01-13","2005W02","-58.321591137414885"
"-5459","2005-01-20","2005W03","-70.39705343525657"
"-5452","2005-01-27","2005W04","-37.44418492713987"
"-5445","2005-02-03","2005W05","-35.435455325816065"
"-5438","2005-02-10","2005W06","-38.35861962647766"
"-5431","2005-02-17","2005W07","-9.216901285936387"
"-5424","2005-02-24","2005W08","-7.028951385381447"
"-5417","2005-03-03","2005W09","4.171415716540423"
"-5410","2005-03-10","2005W10","44.33570649545334"
"-5403","2005-03-17","2005W11","100.40144520782337"
"-5396","2005-03-24","2005W12","142.2930736564997"
"-5389","2005-03-31","2005W13","-8.076959182646078"
"-5382","2005-04-07","2005W14","31.19306661379369"
"-5375","2005-04-14","2005W15","4.995561597110964"
"-5368","2005-04-21","2005W16","-72.78481797480742"
"-5361","2005-04-28","2005W17","5.730497862834227"
"-5354","2005-05-05","2005W18","22.415749582566377"
"-5347","2005-05-12","2005W19","35.14266834934449"
"-5340","2005-05-19","2005W20","68.78233324458677"
"-5333","2005-05-26","2005W21","24.20703863856602"
"-5326","2005-06-02","2005W22","-33.70785533708681"
"-5319","2005-06-09","2005W23","20.917883969666036"
"-5312","2005-06-16","2005W24","65.97109858636816"
"-5305","2005-06-23","2005W25","10.34688167957313"
"-5298","2005-06-30","2005W26","8.95010040711827"
"-5291","2005-07-07","2005W27","89.69677775320565"
"-5284","2005-07-14","2005W28","51.515313274864866"
"-5277","2005-07-21","2005W29","7.3475250144293796"
"-5270","2005-07-28","2005W30","-27.850502583290222"
"-5263","2005-08-04","2005W31","-49.10777710582818"
"-5256","2005-08-11","2005W32","14.562027668151927"
"-5249","2005-08-18","2005W33","-10.839224364268262"
"-5242","2005-08-25","2005W34","18.705847225240177"
"-5235","2005-09-01","2005W35","-31.77010653812306"
"-5228","2005-09-08","2005W36","9.78036872152029"
"-5221","2005-09-15","2005W37","40.41884885816705"
"-5214","2005-09-22","2005W38","35.22014450223219"
"-5207","2005-09-29","2005W39","19.27122229790234"
"-5200","2005-10-06","2005W40","-64.33005036507757"
"-5193","2005-10-13","2005W41","-53.47631900700003"
"-5186","2005-10-20","2005W42","-25.052293681606784"
"-5179","2005-10-27","2005W43","25.063583858608695"
"-5172","2005-11-03","2005W44","-38.00261843659723"
"-5165","2005-11-10","2005W45","-82.12214750604414"
"-5158","2005-11-17","2005W46","-39.16542935238374"
"-5151","2005-11-24","2005W47","-67.00394581094861"
"-5144","2005-12-01","2005W48","-89.51209672882851"
"-5137","2005-12-08","2005W49","-94.56902057189086"
"-5130","2005-12-15","2005W50","-18.060347069597583"
"-5123","2005-12-22","2005W51","-53.87985648210531"
"-5116","2005-12-29","2005W52","143.06897858271122"
"-5109","2006-01-05","2006W01","25.871591182197335"
"-5102","2006-01-12","2006W02","-63.39892175552245"
"-5095","2006-01-19","2006W03","-53.6828629837654"
"-5088","2006-01-26","2006W04","-43.93480477303433"
"-5081","2006-02-02","2006W05","-111.1242523565578"
"-5074","2006-02-09","2006W06","-2.2360912970470963"
"-5067","2006-02-16","2006W07","-50.270812212744886"
"-5060","2006-02-23","2006W08","-110.24450952370535"
"-5053","2006-03-02","2006W09","-62.18865415170194"
"-5046","2006-03-09","2006W10","-65.14964338181187"
"-5039","2006-03-16","2006W11","24.81186567687098"
"-5032","2006-03-23","2006W12","-14.378170543396095"
"-5025","2006-03-30","2006W13","44.19388554780528"
"-5018","2006-04-06","2006W14","20.43059917390599"
"-5011","2006-04-13","2006W15","30.22487053401096"
"-5004","2006-04-20","2006W16","-1.5385173140801953"
"-4997","2006-04-27","2006W17","24.018767598523368"
"-4990","2006-05-04","2006W18","15.770366282267105"
"-4983","2006-05-11","2006W19","42.58705753453205"
"-4976","2006-05-18","2006W20","-17.661371166815115"
"-4969","2006-05-25","2006W21","-35.10423770888599"
"-4962","2006-06-01","2006W22","-56.86809164380725"
"-4955","2006-06-08","2006W23","-15.074879891542423"
"-4948","2006-06-15","2006W24","52.159821566944515"
"-4941","2006-06-22","2006W25","80.72848436464142"
"-4934","2006-06-29","2006W26","-24.46681153208317"
"-4927","2006-07-06","2006W27","16.487044287453728"
"-4920","2006-07-13","2006W28","38.51545552728669"
"-4913","2006-07-20","2006W29","-19.442795582044255"
"-4906","2006-07-27","2006W30","-3.434656453962816"
"-4899","2006-08-03","2006W31","73.50788128818158"
"-4892","2006-08-10","2006W32","28.36825084293264"
"-4885","2006-08-17","2006W33","24.145555984822522"
"-4878","2006-08-24","2006W34","-46.145410102769574"
"-4871","2006-08-31","2006W35","-0.4743732735234971"
"-4864","2006-09-07","2006W36","-23.796011207988727"
"-4857","2006-09-14","2006W37","-5.05060436133806"
"-4850","2006-09-21","2006W38","-30.16489572040973"
"-4843","2006-09-28","2006W39","-32.05314699291773"
"-4836","2006-10-05","2006W40","83.38162399852808"
"-4829","2006-10-12","2006W41","-12.753757424263085"
"-4822","2006-10-19","2006W42","-8.344166651309251"
"-4815","2006-10-26","2006W43","54.732155555713234"
"-4808","2006-11-02","2006W44","50.60184167033003"
"-4801","2006-11-09","2006W45","42.3945647554724"
"-4794","2006-11-16","2006W46","1.24116108734313"
"-4787","2006-11-23","2006W47","-64.72826477085744"
"-4780","2006-11-30","2006W48","-22.38622500074905"
"-4773","2006-12-07","2006W49","-67.60969635471031"
"-4766","2006-12-14","2006W50","-42.28190399328196"
"-4759","2006-12-21","2006W51","-64.29401546844633"
"-4752","2006-12-28","2006W52","11.453279720784963"
"-4745","2007-01-04","2007W01","-10.95167207452198"
"-4738","2007-01-11","2007W02","-3.4327725596743903"
"-4731","2007-01-18","2007W03","34.07272155199928"
"-4724","2007-01-25","2007W04","-72.3867153559172"
"-4717","2007-02-01","2007W05","-10.777585330369902"
"-4710","2007-02-08","2007W06","2.918142317725483"
"-4703","2007-02-15","2007W07","60.70276406510379"
"-4696","2007-02-22","2007W08","60.562803063187744"
"-4689","2007-03-01","2007W09","81.46919851179712"
"-4682","2007-03-08","2007W10","182.37772086099778"
"-4675","2007-03-15","2007W11","112.22960691008473"
"-4668","2007-03-22","2007W12","58.952405684883956"
"-4661","2007-03-29","2007W13","8.46102291772388"
"-4654","2007-04-05","2007W14","38.65894907277527"
"-4647","2007-04-12","2007W15","-6.560346805056611"
"-4640","2007-04-19","2007W16","26.68812245165543"
"-4633","2007-04-26","2007W17","-42.71747488117478"
"-4626","2007-05-03","2007W18","-12.904027034261844"
"-4619","2007-05-10","2007W19","-16.00164245531039"
"-4612","2007-05-17","2007W20","-23.141766188830957"
"-4605","2007-05-24","2007W21","-34.45527619518475"
"-4598","2007-05-31","2007W22","-69.07058717929215"
"-4591","2007-06-07","2007W23","52.888210599070476"
"-4584","2007-06-14","2007W24","21.303150558113543"
"-4577","2007-06-21","2007W25","18.064100982250352"
"-4570","2007-06-28","2007W26","-12.92963665623563"
"-4563","2007-07-05","2007W27","35.232134561877956"
"-4556","2007-07-12","2007W28","-25.528188034349455"
"-4549","2007-07-19","2007W29","-53.274878001976504"
"-4542","2007-07-26","2007W30","15.942056244667697"
"-4535","2007-08-02","2007W31","-5.912398843518417"
"-4528","2007-08-09","2007W32","96.1422508182095"
"-4521","2007-08-16","2007W33","62.10229525467298"
"-4514","2007-08-23","2007W34","-5.020119984965163"
"-4507","2007-08-30","2007W35","20.802836087368632"
"-4500","2007-09-06","2007W36","-12.385717477398316"
"-4493","2007-09-13","2007W37","78.47200744047313"
"-4486","2007-09-20","2007W38","53.44763630273815"
"-4479","2007-09-27","2007W39","-45.374400576054995"
"-4472","2007-10-04","2007W40","-64.89808639711362"
"-4465","2007-10-11","2007W41","2.9827954561179695"
"-4458","2007-10-18","2007W42","-8.616873520498302"
"-4451","2007-10-25","2007W43","-22.575207980929804"
"-4444","2007-11-01","2007W44","-52.765081832625015"
"-4437","2007-11-08","2007W45","17.94403208900701"
"-4430","2007-11-15","2007W46","-8.315827602294235"
"-4423","2007-11-22","2007W47","-48.413023059183956"
"-4416","2007-11-29","2007W48","-74.21822431570706"
"-4409","2007-12-06","2007W49","-75.60628367225945"
"-4402","2007-12-13","2007W50","-68.45805018499436"
"-4395","2007-12-20","2007W51","-96.66209795178713"
"-4388","2007-12-27","2007W52","-5.1163431260346215"
"-4381","2008-01-03","2008W01","-61.7295261922269"
"-4374","2008-01-10","2008W02","10.577462019441441"
"-4367","2008-01-17","2008W03","-85.12957015354925"
"-4360","2008-01-24","2008W04","-64.79907343342893"
"-4353","2008-01-31","2008W05","-30.394509618025154"
"-4346","2008-02-07","2008W06","-30.894886415100814"
"-4339","2008-02-14","2008W07","-63.29506726727902"
"-4332","2008-02-21","2008W08","-43.60585159644302"
"-4325","2008-02-28","2008W09","43.146175779321766"
"-4318","2008-03-06","2008W10","107.91902395971613"
"-4311","2008-03-13","2008W11","47.65589859630927"
"-4304","2008-03-20","2008W12","-33.713980801288926"
"-4297","2008-03-27","2008W13","55.72563935177959"
"-4290","2008-04-03","2008W14","97.87925513899131"
"-4283","2008-04-10","2008W15","-11.35901566481175"
"-4276","2008-04-17","2008W16","60.89609645167582"
"-4269","2008-04-24","2008W17","-22.47732847606619"
"-4262","2008-05-01","2008W18","39.393363659076385"
"-4255","2008-05-08","2008W19","-23.62275616626755"
"-4248","2008-05-15","2008W20","-27.658304724402115"
"-4241","2008-05-22","2008W21","-19.845666009630804"
"-4234","2008-05-29","2008W22","-47.315073378616376"
"-4227","2008-06-05","2008W23","16.80727785778174"
"-4220","2008-06-12","2008W24","-2.5989399621091707"
"-4213","2008-06-19","2008W25","34.3535584219527"
"-4206","2008-06-26","2008W26","-78.43869317980273"
"-4199","2008-07-03","2008W27","26.931589841423374"
"-4192","2008-07-10","2008W28","-17.616210049287247"
"-4185","2008-07-17","2008W29","3.850559765142293"
"-4178","2008-07-24","2008W30","-5.721197459111636"
"-4171","2008-07-31","2008W31","29.63044657752232"
"-4164","2008-08-07","2008W32","-3.1169977544624317"
"-4157","2008-08-14","2008W33","20.02989348805022"
"-4150","2008-08-21","2008W34","14.080558911760477"
"-4143","2008-08-28","2008W35","-19.939679081663712"
"-4136","2008-09-04","2008W36","23.010024687144323"
"-4129","2008-09-11","2008W37","35.98545215498302"
"-4122","2008-09-18","2008W38","-45.94348060009213"
"-4115","2008-09-25","2008W39","85.30626897704644"
"-4108","2008-10-02","2008W40","-27.170328270992968"
"-4101","2008-10-09","2008W41","-25.267744641168747"
"-4094","2008-10-16","2008W42","9.128579569445037"
"-4087","2008-10-23","2008W43","-60.85942019652009"
"-4080","2008-10-30","2008W44","-36.10419647101537"
"-4073","2008-11-06","2008W45","-75.47443541808286"
"-4066","2008-11-13","2008W46","-41.83695772729345"
"-4059","2008-11-20","2008W47","-38.0586472258409"
"-4052","2008-11-27","2008W48","14.991620719515481"
"-4045","2008-12-04","2008W49","-129.55892105329565"
"-4038","2008-12-11","2008W50","-65.5887760727826"
"-4031","2008-12-18","2008W51","-27.983946378536416"
"-4024","2008-12-25","2008W52","-47.639586681889"
"-4017","2009-01-01","2009W01","150.5384734599221"
"-4010","2009-01-08","2009W02","70.63236155534116"
"-4003","2009-01-15","2009W03","41.71096805092793"
"-3996","2009-01-22","2009W04","36.82894352691687"
"-3989","2009-01-29","2009W05","-2.9740981871455006"
"-3982","2009-02-05","2009W06","58.32584064252046"
"-3975","2009-02-12","2009W07","129.73678832016026"
"-3968","2009-02-19","2009W08","-1.7493184010036202"
"-3961","2009-02-26","2009W09","-48.15652337459392"
"-3954","2009-03-05","2009W10","84.47549142648154"
"-3947","2009-03-12","2009W11","28.091975063862378"
"-3940","2009-03-19","2009W12","47.62389529131724"
"-3933","2009-03-26","2009W13","-25.01106661480469"
"-3926","2009-04-02","2009W14","-46.90732818847596"
"-3919","2009-04-09","2009W15","-44.17004240527524"
"-3912","2009-04-16","2009W16","-30.91357829860658"
"-3905","2009-04-23","2009W17","-17.25986751471453"
"-3898","2009-04-30","2009W18","61.66335928953731"
"-3891","2009-05-07","2009W19","21.724420697708297"
"-3884","2009-05-14","2009W20","-11.210409310392492"
"-3877","2009-05-21","2009W21","-78.27496489063276"
"-3870","2009-05-28","2009W22","-14.601249595996592"
"-3863","2009-06-04","2009W23","-9.317523452316095"
"-3856","2009-06-11","2009W24","14.453556430619756"
"-3849","2009-06-18","2009W25","36.59671475700611"
"-3842","2009-06-25","2009W26","63.00573065268168"
"-3835","2009-07-02","2009W27","21.584979713565872"
"-3828","2009-07-09","2009W28","-27.749176891482193"
"-3821","2009-07-16","2009W29","14.932823557755341"
"-3814","2009-07-23","2009W30","-4.425229491328423"
"-3807","2009-07-30","2009W31","-20.86450041148146"
"-3800","2009-08-06","2009W32","-19.41050561173313"
"-3793","2009-08-13","2009W33","29.927261780892422"
"-3786","2009-08-20","2009W34","-34.844524745137846"
"-3779","2009-08-27","2009W35","-26.70311589772996"
"-3772","2009-09-03","2009W36","-66.61001030773548"
"-3765","2009-09-10","2009W37","-33.51150656501284"
"-3758","2009-09-17","2009W38","-46.339475649639894"
"-3751","2009-09-24","2009W39","-27.01234264831271"
"-3744","2009-10-01","2009W40","7.563736389910332"
"-3737","2009-10-08","2009W41","-69.50648056361467"
"-3730","2009-10-15","2009W42","39.8911648691394"
"-3723","2009-10-22","2009W43","-5.121418867784541"
"-3716","2009-10-29","2009W44","-6.416336473712931"
"-3709","2009-11-05","2009W45","-9.861556367490152"
"-3702","2009-11-12","2009W46","-6.322821853603273"
"-3695","2009-11-19","2009W47","-27.665595214010864"
"-3688","2009-11-26","2009W48","23.242993425558552"
"-3681","2009-12-03","2009W49","-93.46777931457575"
"-3674","2009-12-10","2009W50","-58.67410412108484"
"-3667","2009-12-17","2009W51","-80.25943451643548"
"-3660","2009-12-24","2009W52","71.88382217593437"
"-3653","2009-12-31","2009W53","26.852742964090112"
"-3646","2010-01-07","2010W01","-0.2675209095605169"
"-3639","2010-01-14","2010W02","-57.404981812797814"
"-3632","2010-01-21","2010W03","-34.50186332117255"
"-3625","2010-01-28","2010W04","27.484557676143595"
"-3618","2010-02-04","2010W05","-8.418673364338702"
"-3611","2010-02-11","2010W06","-35.20058609280227"
"-3604","2010-02-18","2010W07","-60.86644999053692"
"-3597","2010-02-25","2010W08","-27.43770389610313"
"-3590","2010-03-04","2010W09","-3.9516512692582637"
"-3583","2010-03-11","2010W10","32.53907447732081"
