"excess_mortality_x","excess_mortality_x_date","excess_mortality_week","excess_mortality_y"
"-3576","2010-03-18","2010W11","-20.032733084006964"
"-3569","2010-03-25","2010W12","-23.74788507342123"
"-3562","2010-04-01","2010W13","-30.699631548136608"
"-3555","2010-04-08","2010W14","-36.99231513036682"
"-3548","2010-04-15","2010W15","12.260136542116356"
"-3541","2010-04-22","2010W16","-21.064142238218324"
"-3534","2010-04-29","2010W17","41.90680728521761"
"-3527","2010-05-06","2010W18","3.0406209637558277"
"-3520","2010-05-13","2010W19","5.20252766513147"
"-3513","2010-05-20","2010W20","-5.742699246062557"
"-3506","2010-05-27","2010W21","-43.9287831264827"
"-3499","2010-06-03","2010W22","-10.486006344010207"
"-3492","2010-06-10","2010W23","-21.53932171784868"
"-3485","2010-06-17","2010W24","-31.20654048510073"
"-3478","2010-06-24","2010W25","50.40337692857827"
"-3471","2010-07-01","2010W26","47.19190253647753"
"-3464","2010-07-08","2010W27","52.07237185829604"
"-3457","2010-07-15","2010W28","236.9712436422319"
"-3450","2010-07-22","2010W29","52.82916993109188"
"-3443","2010-07-29","2010W30","24.6018609026911"
"-3436","2010-08-05","2010W31","66.26073188223825"
"-3429","2010-08-12","2010W32","69.79332307545315"
"-3422","2010-08-19","2010W33","-48.796514139734995"
"-3415","2010-08-26","2010W34","-2.4886671455092255"
"-3408","2010-09-02","2010W35","100.75295239797447"
"-3401","2010-09-09","2010W36","42.97989150072476"
"-3394","2010-09-16","2010W37","12.25841466417171"
"-3387","2010-09-23","2010W38","56.668549232165674"
"-3380","2010-09-30","2010W39","10.302931024609506"
"-3373","2010-10-07","2010W40","29.265466904778805"
"-3366","2010-10-14","2010W41","38.66983358936011"
"-3359","2010-10-21","2010W42","39.63783438945336"
"-3352","2010-10-28","2010W43","-41.70236236334915"
"-3345","2010-11-04","2010W44","-39.218077729187144"
"-3338","2010-11-11","2010W45","-19.774042579806633"
"-3331","2010-11-18","2010W46","-43.23435622956504"
"-3324","2010-11-25","2010W47","-10.46445491756515"
"-3317","2010-12-02","2010W48","45.666938371992046"
"-3310","2010-12-09","2010W49","29.2859110039941"
"-3303","2010-12-16","2010W50","-1.488467715591696"
"-3296","2010-12-23","2010W51","30.454126063998274"
"-3289","2010-12-30","2010W52","85.21366941388055"
"-3282","2011-01-06","2011W01","-5.121659384351005"
"-3275","2011-01-13","2011W02","53.52323755408065"
"-3268","2011-01-20","2011W03","-18.790714860584558"
"-3261","2011-01-27","2011W04","-66.0176523454993"
"-3254","2011-02-03","2011W05","-43.1274410408887"
"-3247","2011-02-10","2011W06","-109.10611966761235"
"-3240","2011-02-17","2011W07","-42.95610755986786"
"-3233","2011-02-24","2011W08","-25.696175475628934"
"-3226","2011-03-03","2011W09","33.638820477152194"
"-3219","2011-03-10","2011W10","53.998438028795135"
"-3212","2011-03-17","2011W11","-10.682626097562434"
"-3205","2011-03-24","2011W12","15.516404510686243"
"-3198","2011-03-31","2011W13","21.50352864400304"
"-3191","2011-04-07","2011W14","-32.82470433056119"
"-3184","2011-04-14","2011W15","-2.5816999349578964"
"-3177","2011-04-21","2011W16","10.110820698786483"
"-3170","2011-04-28","2011W17","0.12458115630386146"
"-3163","2011-05-05","2011W18","-9.673394340339541"
"-3156","2011-05-12","2011W19","23.581143725557354"
"-3149","2011-05-19","2011W20","9.751635705939407"
"-3142","2011-05-26","2011W21","-29.297309248181136"
"-3135","2011-06-02","2011W22","28.302048550994982"
"-3128","2011-06-09","2011W23","60.42249641519197"
"-3121","2011-06-16","2011W24","-14.056286071168188"
"-3114","2011-06-23","2011W25","48.75401841113239"
"-3107","2011-06-30","2011W26","33.75198587055388"
"-3100","2011-07-07","2011W27","50.84792392528618"
"-3093","2011-07-14","2011W28","-24.034824700427635"
"-3086","2011-07-21","2011W29","17.0412329524263"
"-3079","2011-07-28","2011W30","11.028650617338258"
"-3072","2011-08-04","2011W31","-5.104264510419966"
"-3065","2011-08-11","2011W32","-17.372987051076393"
"-3058","2011-08-18","2011W33","18.223456504404567"
"-3051","2011-08-25","2011W34","25.702479546459358"
"-3044","2011-09-01","2011W35","-15.902311058863347"
"-3037","2011-09-08","2011W36","-28.541596048817496"
"-3030","2011-09-15","2011W37","14.848947369638836"
"-3023","2011-09-22","2011W38","71.34771905389869"
"-3016","2011-09-29","2011W39","15.046065204052411"
"-3009","2011-10-06","2011W40","67.04695969305885"
"-3002","2011-10-13","2011W41","-1.536483515200075"
"-2995","2011-10-20","2011W42","5.417354629788747"
"-2988","2011-10-27","2011W43","-53.96316052841382"
"-2981","2011-11-03","2011W44","-2.544774501345046"
"-2974","2011-11-10","2011W45","-86.19127228976356"
"-2967","2011-11-17","2011W46","-18.765450590037972"
"-2960","2011-11-24","2011W47","-57.131105017952905"
"-2953","2011-12-01","2011W48","4.844996432585276"
"-2946","2011-12-08","2011W49","-90.70881771069537"
"-2939","2011-12-15","2011W50","-78.67098315036287"
"-2932","2011-12-22","2011W51","-56.9284632421934"
"-2925","2011-12-29","2011W52","12.621610491250067"
"-2918","2012-01-05","2012W01","19.070444565227945"
"-2911","2012-01-12","2012W02","-17.503741852504845"
"-2904","2012-01-19","2012W03","-24.03685465708304"
"-2897","2012-01-26","2012W04","-13.479858303946003"
"-2890","2012-02-02","2012W05","26.20050850721077"
"-2883","2012-02-09","2012W06","-4.978754593116264"
"-2876","2012-02-16","2012W07","130.98283833058576"
"-2869","2012-02-23","2012W08","101.06924662842152"
"-2862","2012-03-01","2012W09","116.24812958086886"
"-2855","2012-03-08","2012W10","91.47130912416719"
"-2848","2012-03-15","2012W11","97.67546216570759"
"-2841","2012-03-22","2012W12","44.78303254153457"
"-2834","2012-03-29","2012W13","-24.29665051733059"
"-2827","2012-04-05","2012W14","-63.66606353924885"
"-2820","2012-04-12","2012W15","16.56199151981923"
"-2813","2012-04-19","2012W16","-47.73398228984422"
"-2806","2012-04-26","2012W17","-44.68241994192283"
"-2799","2012-05-03","2012W18","-12.416836335840571"
"-2792","2012-05-10","2012W19","-45.073893951602145"
"-2785","2012-05-17","2012W20","-21.791424224278558"
"-2778","2012-05-24","2012W21","0.29356871493712333"
"-2771","2012-05-31","2012W22","-19.953106981374503"
"-2764","2012-06-07","2012W23","-35.66088593533004"
"-2757","2012-06-14","2012W24","37.047431169960305"
"-2750","2012-06-21","2012W25","50.057458865234025"
"-2743","2012-06-28","2012W26","-12.735113107015081"
"-2736","2012-07-05","2012W27","17.5769948381228"
"-2729","2012-07-12","2012W28","40.91399939842427"
"-2722","2012-07-19","2012W29","9.210214718514408"
"-2715","2012-07-26","2012W30","2.415008912275198"
"-2708","2012-08-02","2012W31","-29.506457154869622"
"-2701","2012-08-09","2012W32","3.4272803970394534"
"-2694","2012-08-16","2012W33","35.21426273368252"
"-2687","2012-08-23","2012W34","-39.130857470624505"
"-2680","2012-08-30","2012W35","-65.57702243871267"
"-2673","2012-09-06","2012W36","11.922786580199386"
"-2666","2012-09-13","2012W37","29.430873807853914"
"-2659","2012-09-20","2012W38","39.023931764967415"
"-2652","2012-09-27","2012W39","-9.208064651375366"
"-2645","2012-10-04","2012W40","15.836843106387391"
"-2638","2012-10-11","2012W41","-8.728875546884865"
"-2631","2012-10-18","2012W42","7.216134104584626"
"-2624","2012-10-25","2012W43","-65.19964277722045"
"-2617","2012-11-01","2012W44","1.1575506489327836"
"-2610","2012-11-08","2012W45","27.424807114666578"
"-2603","2012-11-15","2012W46","-41.25942955318965"
"-2596","2012-11-22","2012W47","-115.7573694987185"
"-2589","2012-11-29","2012W48","-26.93387313483754"
"-2582","2012-12-06","2012W49","-21.658409750676583"
"-2575","2012-12-13","2012W50","51.19304995809398"
"-2568","2012-12-20","2012W51","-23.263765124745987"
"-2561","2012-12-27","2012W52","47.07689406053055"
"-2554","2013-01-03","2013W01","70.30926132724039"
"-2547","2013-01-10","2013W02","45.51468609447761"
"-2540","2013-01-17","2013W03","22.76045040636245"
"-2533","2013-01-24","2013W04","-62.90121067905261"
"-2526","2013-01-31","2013W05","-5.433871068705912"
"-2519","2013-02-07","2013W06","-6.817446866471755"
"-2512","2013-02-14","2013W07","-17.0484930531627"
"-2505","2013-02-21","2013W08","-7.140259233696952"
"-2498","2013-02-28","2013W09","65.8774964407337"
"-2491","2013-03-07","2013W10","7.958932564767565"
"-2484","2013-03-14","2013W11","27.04278290823777"
"-2477","2013-03-21","2013W12","42.05323852630454"
"-2470","2013-03-28","2013W13","24.90104085019493"
"-2463","2013-04-04","2013W14","42.48476999757304"
"-2456","2013-04-11","2013W15","54.692309707977984"
"-2449","2013-04-18","2013W16","9.402467743573993"
"-2442","2013-04-25","2013W17","-43.51327166410681"
"-2435","2013-05-02","2013W18","38.8111113381558"
"-2428","2013-05-09","2013W19","38.238111188080666"
"-2421","2013-05-16","2013W20","5.6286876205083445"
"-2414","2013-05-23","2013W21","-47.15572069035443"
"-2407","2013-05-30","2013W22","-14.251188721521089"
"-2400","2013-06-06","2013W23","-52.78933300701033"
"-2393","2013-06-13","2013W24","-14.895403439804"
"-2386","2013-06-20","2013W25","-25.686466635306715"
"-2379","2013-06-27","2013W26","-0.2697072049322742"
"-2372","2013-07-04","2013W27","-53.74087158955217"
"-2365","2013-07-11","2013W28","-32.18287704597503"
"-2358","2013-07-18","2013W29","-18.66460599505001"
"-2351","2013-07-25","2013W30","-24.23990326180683"
"-2344","2013-08-01","2013W31","-1.946790804994066"
"-2337","2013-08-08","2013W32","34.193088612178144"
"-2330","2013-08-15","2013W33","-25.82520932916134"
"-2323","2013-08-22","2013W34","-32.9898530428427"
"-2316","2013-08-29","2013W35","34.7275994283209"
"-2309","2013-09-05","2013W36","3.371794196877204"
"-2302","2013-09-12","2013W37","-31.997059566025314"
"-2295","2013-09-19","2013W38","-17.304056403346863"
"-2288","2013-09-26","2013W39","17.53932545680243"
"-2281","2013-10-03","2013W40","-10.366053497730945"
"-2274","2013-10-10","2013W41","-21.908450851063435"
"-2267","2013-10-17","2013W42","25.033142804880868"
"-2260","2013-10-24","2013W43","29.587254126037465"
"-2253","2013-10-31","2013W44","-6.11193223612986"
"-2246","2013-11-07","2013W45","-28.926515499265633"
"-2239","2013-11-14","2013W46","-123.71687512521794"
"-2232","2013-11-21","2013W47","-84.34369280429439"
"-2225","2013-11-28","2013W48","-51.66997076629832"
"-2218","2013-12-05","2013W49","-42.56301717898896"
"-2211","2013-12-12","2013W50","6.103630138814879"
"-2204","2013-12-19","2013W51","-15.551630421320397"
"-2197","2013-12-26","2013W52","5.579817779847872"
"-2190","2014-01-02","2014W01","0.5952327699617399"
"-2183","2014-01-09","2014W02","-64.42089889860517"
"-2176","2014-01-16","2014W03","-31.39809049237465"
"-2169","2014-01-23","2014W04","-76.28088106180849"
"-2162","2014-01-30","2014W05","2.9703559052254604"
"-2155","2014-02-06","2014W06","31.378832931692386"
"-2148","2014-02-13","2014W07","-80.04899342330941"
"-2141","2014-02-20","2014W08","-128.32352192554708"
"-2134","2014-02-27","2014W09","-52.47186188915225"
"-2127","2014-03-06","2014W10","-74.53744627500532"
"-2120","2014-03-13","2014W11","-80.57940818460588"
"-2113","2014-03-20","2014W12","-84.67172969952571"
"-2106","2014-03-27","2014W13","-12.902175317558203"
"-2099","2014-04-03","2014W14","12.628974638638738"
"-2092","2014-04-10","2014W15","22.810372361564987"
"-2085","2014-04-17","2014W16","42.52121172948023"
"-2078","2014-04-24","2014W17","11.632975052373922"
"-2071","2014-05-01","2014W18","44.011292137019836"
"-2064","2014-05-08","2014W19","6.51788477896946"
"-2057","2014-05-15","2014W20","11.012568542446616"
"-2050","2014-05-22","2014W21","53.35528284946395"
"-2043","2014-05-29","2014W22","-6.591880020704025"
"-2036","2014-06-05","2014W23","-36.96267641495956"
"-2029","2014-06-12","2014W24","-44.88477223461359"
"-2022","2014-06-19","2014W25","4.522108580803206"
"-2015","2014-06-26","2014W26","50.147921161979525"
"-2008","2014-07-03","2014W27","36.89389720640156"
"-2001","2014-07-10","2014W28","24.673979672686528"
"-1994","2014-07-17","2014W29","57.41607383268831"
"-1987","2014-07-24","2014W30","62.06309649448565"
"-1980","2014-07-31","2014W31","131.57380812684482"
"-1973","2014-08-07","2014W32","82.92341575545652"
"-1966","2014-08-14","2014W33","27.10393781773496"
"-1959","2014-08-21","2014W34","32.12432560829939"
"-1952","2014-08-28","2014W35","-48.98966052846731"
"-1945","2014-09-04","2014W36","38.804181449816156"
"-1938","2014-09-11","2014W37","48.56388962472727"
"-1931","2014-09-18","2014W38","68.36250284252117"
"-1924","2014-09-25","2014W39","45.28700784454236"
"-1917","2014-10-02","2014W40","21.437083979548106"
"-1910","2014-10-09","2014W41","8.923663612503447"
"-1903","2014-10-16","2014W42","12.867329020567126"
"-1896","2014-10-23","2014W43","-14.603431057091598"
"-1889","2014-10-30","2014W44","74.64591999211461"
"-1882","2014-11-06","2014W45","43.75401981161667"
"-1875","2014-11-13","2014W46","-84.13839984866661"
"-1868","2014-11-20","2014W47","-178.89055108614252"
"-1861","2014-11-27","2014W48","-143.36362931696772"
"-1854","2014-12-04","2014W49","10.57717527896557"
"-1847","2014-12-11","2014W50","11.060723487722726"
"-1840","2014-12-18","2014W51","32.2080582957542"
"-1833","2014-12-25","2014W52","29.130648730231542"
"-1826","2015-01-01","2015W01","10.928771784568198"
"-1819","2015-01-08","2015W02","80.69005591683344"
"-1812","2015-01-15","2015W03","68.48820727626162"
"-1805","2015-01-22","2015W04","-45.61806282673069"
"-1798","2015-01-29","2015W05","-25.585893600505187"
"-1791","2015-02-05","2015W06","-26.388901131638704"
"-1784","2015-02-12","2015W07","4.982433728935803"
"-1777","2015-02-19","2015W08","-11.479378345621171"
"-1770","2015-02-26","2015W09","42.20126747103609"
"-1763","2015-03-05","2015W10","53.983417726351945"
"-1756","2015-03-12","2015W11","-28.1898517549605"
"-1749","2015-03-19","2015W12","-54.390616755365954"
"-1742","2015-03-26","2015W13","-50.70506577579977"
"-1735","2015-04-02","2015W14","14.767743652170111"
"-1728","2015-04-09","2015W15","27.9173155073172"
"-1721","2015-04-16","2015W16","1.6233120138629147"
"-1714","2015-04-23","2015W17","45.757293497035334"
"-1707","2015-04-30","2015W18","1.1845762041535863"
"-1700","2015-05-07","2015W19","-1.2338187812483739"
"-1693","2015-05-14","2015W20","-74.63915373360317"
"-1686","2015-05-21","2015W21","-52.172928709924236"
"-1679","2015-05-28","2015W22","-34.974831826193736"
"-1672","2015-06-04","2015W23","-66.18071507715456"
"-1665","2015-06-11","2015W24","-37.92062503130603"
"-1658","2015-06-18","2015W25","29.6830830519458"
"-1651","2015-06-25","2015W26","-26.482479665279357"
"-1644","2015-07-02","2015W27","71.4809029896719"
"-1637","2015-07-09","2015W28","-54.515969518543216"
"-1630","2015-07-16","2015W29","-33.548417929339394"
"-1623","2015-07-23","2015W30","-30.67678730389912"
"-1616","2015-07-30","2015W31","-47.94556770874499"
"-1609","2015-08-06","2015W32","-56.3827442776593"
"-1602","2015-08-13","2015W33","25.000613854052403"
"-1595","2015-08-20","2015W34","13.210519706105174"
"-1588","2015-08-27","2015W35","21.26998720952065"
"-1581","2015-09-03","2015W36","-22.781296345322176"
"-1574","2015-09-10","2015W37","21.112460491655042"
"-1567","2015-09-17","2015W38","26.022350645595566"
"-1560","2015-09-24","2015W39","-19.966256105010416"
"-1553","2015-10-01","2015W40","-8.754944920199023"
"-1546","2015-10-08","2015W41","7.7663229125882935"
"-1539","2015-10-15","2015W42","41.71761991553478"
"-1532","2015-10-22","2015W43","52.227316459731696"
"-1525","2015-10-29","2015W44","-35.56977599553693"
"-1518","2015-11-05","2015W45","-45.53435560720516"
"-1511","2015-11-12","2015W46","-17.524646570112623"
"-1504","2015-11-19","2015W47","21.601547932123367"
"-1497","2015-11-26","2015W48","26.984785974317674"
"-1490","2015-12-03","2015W49","30.761950170989167"
"-1483","2015-12-10","2015W50","0.06426350420792915"
"-1476","2015-12-17","2015W51","-48.98461354057372"
"-1469","2015-12-24","2015W52","30.72962306268596"
"-1462","2015-12-31","2015W53","21.31026184443226"
"-1455","2016-01-07","2016W01","96.84807580948996"
"-1448","2016-01-14","2016W02","100.42000319754516"
"-1441","2016-01-21","2016W03","154.0880282069345"
"-1434","2016-01-28","2016W04","88.89827796434201"
"-1427","2016-02-04","2016W05","84.88034889595065"
"-1420","2016-02-11","2016W06","69.0468723368831"
"-1413","2016-02-18","2016W07","-49.60667424656776"
"-1406","2016-02-25","2016W08","-48.10190760329374"
"-1399","2016-03-03","2016W09","-15.477231391594614"
"-1392","2016-03-10","2016W10","-62.78728558841772"
"-1385","2016-03-17","2016W11","-39.10216050656527"
"-1378","2016-03-24","2016W12","21.493613274483323"
"-1371","2016-03-31","2016W13","30.90228450843847"
"-1364","2016-04-07","2016W14","-77.98570718326846"
"-1357","2016-04-14","2016W15","-39.29014822475915"
"-1350","2016-04-21","2016W16","19.860680678619474"
"-1343","2016-04-28","2016W17","-62.668140053984416"
"-1336","2016-05-05","2016W18","-45.01621666768335"
"-1329","2016-05-12","2016W19","-64.3258213024643"
"-1322","2016-05-19","2016W20","-38.739831915834884"
"-1315","2016-05-26","2016W21","30.60033727291193"
"-1308","2016-06-02","2016W22","-3.4432151602406975"
"-1301","2016-06-09","2016W23","-62.00287897597423"
"-1294","2016-06-16","2016W24","-20.203612565958224"
"-1287","2016-06-23","2016W25","-21.161130246038397"
"-1280","2016-06-30","2016W26","41.019777155774136"
"-1273","2016-07-07","2016W27","-74.75323595741565"
"-1266","2016-07-14","2016W28","-4.558727975015927"
"-1259","2016-07-21","2016W29","7.539672628981634"
"-1252","2016-07-28","2016W30","12.494194114003108"
"-1245","2016-08-04","2016W31","-36.72638109871639"
"-1238","2016-08-11","2016W32","-20.136258568594485"
"-1231","2016-08-18","2016W33","5.267579736788889"
"-1224","2016-08-25","2016W34","62.50533758043946"
"-1217","2016-09-01","2016W35","43.61411762458306"
"-1210","2016-09-08","2016W36","38.64738969964992"
"-1203","2016-09-15","2016W37","-36.325778206827636"
"-1196","2016-09-22","2016W38","46.778284818075235"
"-1189","2016-09-29","2016W39","10.056645500725836"
"-1182","2016-10-06","2016W40","4.618364803355917"
"-1175","2016-10-13","2016W41","83.58292211849619"
"-1168","2016-10-20","2016W42","-5.921511996130789"
"-1161","2016-10-27","2016W43","15.240070428028503"
"-1154","2016-11-03","2016W44","20.207561337878474"
"-1147","2016-11-10","2016W45","41.12371181229287"
"-1140","2016-11-17","2016W46","-33.86793488982357"
"-1133","2016-11-24","2016W47","49.37487754122026"
"-1126","2016-12-01","2016W48","-15.008942725837187"
"-1119","2016-12-08","2016W49","-33.885849052262984"
"-1112","2016-12-15","2016W50","-7.12959273286242"
"-1105","2016-12-22","2016W51","84.3769456634891"
"-1098","2016-12-29","2016W52","230.74005658134502"
"-1091","2017-01-05","2017W01","177.0536580614364"
"-1084","2017-01-12","2017W02","234.39793103010584"
"-1077","2017-01-19","2017W03","103.8381531256407"
"-1070","2017-01-26","2017W04","38.42374802236941"
"-1063","2017-02-02","2017W05","8.187564097336235"
"-1056","2017-02-09","2017W06","-1.8546070332706677"
"-1049","2017-02-16","2017W07","15.295734947959545"
"-1042","2017-02-23","2017W08","19.619814928607184"
"-1035","2017-03-02","2017W09","-17.91815150284424"
"-1028","2017-03-09","2017W10","-48.37044543500451"
"-1021","2017-03-16","2017W11","-69.8050928628686"
"-1014","2017-03-23","2017W12","-19.304884577852818"
"-1007","2017-03-30","2017W13","-91.96618183947544"
"-1000","2017-04-06","2017W14","-9.897525057630446"
"-993","2017-04-13","2017W15","-62.21806557387845"
"-986","2017-04-20","2017W16","3.944156800371502"
"-979","2017-04-27","2017W17","-35.54593441118004"
"-972","2017-05-04","2017W18","47.17150201628442"
"-965","2017-05-11","2017W19","26.95325365886424"
"-958","2017-05-18","2017W20","-13.344871984289284"
"-951","2017-05-25","2017W21","-7.865959020831042"
"-944","2017-06-01","2017W22","-13.749910045897764"
"-937","2017-06-08","2017W23","28.868581589345695"
"-930","2017-06-15","2017W24","43.861984731617554"
"-923","2017-06-22","2017W25","23.111780285532973"
"-916","2017-06-29","2017W26","29.51018114725491"
"-909","2017-07-06","2017W27","-29.038302747565467"
"-902","2017-07-13","2017W28","-32.61547698561867"
"-895","2017-07-20","2017W29","-25.288273006336453"
"-888","2017-07-27","2017W30","-4.1077735015160215"
"-881","2017-08-03","2017W31","-24.108467075092904"
"-874","2017-08-10","2017W32","6.6922569623714026"
"-867","2017-08-17","2017W33","-5.705633735059905"
"-860","2017-08-24","2017W34","-45.28480822789413"
"-853","2017-08-31","2017W35","-1.0108174971537665"
"-846","2017-09-07","2017W36","41.167412290264565"
"-839","2017-09-14","2017W37","74.31684551880244"
"-832","2017-09-21","2017W38","-32.48062758043409"
"-825","2017-09-28","2017W39","-6.12937217887179"
"-818","2017-10-05","2017W40","41.47861039479358"
"-811","2017-10-12","2017W41","-33.53787767084111"
"-804","2017-10-19","2017W42","16.949051976845567"
"-797","2017-10-26","2017W43","7.074524298630195"
"-790","2017-11-02","2017W44","6.978945853687719"
"-783","2017-11-09","2017W45","-60.19402737867949"
"-776","2017-11-16","2017W46","-81.299569933062"
"-769","2017-11-23","2017W47","-59.1937844332258"
"-762","2017-11-30","2017W48","-78.73578642848997"
"-755","2017-12-07","2017W49","-61.789746285355704"
"-748","2017-12-14","2017W50","-28.226858540487"
"-741","2017-12-21","2017W51","20.072789837978235"
"-734","2017-12-28","2017W52","4.218479378962229"
"-727","2018-01-04","2018W01","-32.69272852289055"
"-720","2018-01-11","2018W02","-18.57740176244465"
"-713","2018-01-18","2018W03","-30.366950715973644"
"-706","2018-01-25","2018W04","14.991373171104442"
"-699","2018-02-01","2018W05","68.53370793857857"
"-692","2018-02-08","2018W06","-7.720947968748078"
"-685","2018-02-15","2018W07","26.228983329345056"
"-678","2018-02-22","2018W08","58.36763044298709"
"-671","2018-03-01","2018W09","135.6618967713232"
"-664","2018-03-08","2018W10","116.06193416528868"
"-657","2018-03-15","2018W11","149.50185941618565"
"-650","2018-03-22","2018W12","120.90070327227909"
"-643","2018-03-29","2018W13","66.16357831368487"
"-636","2018-04-05","2018W14","163.18304884077952"
"-629","2018-04-12","2018W15","24.84068299927776"
"-622","2018-04-19","2018W16","48.008764718548946"
"-615","2018-04-26","2018W17","-25.44785928288593"
"-608","2018-05-03","2018W18","-19.669824135657564"
"-601","2018-05-10","2018W19","-52.80121139127118"
"-594","2018-05-17","2018W20","-49.98746298621995"
"-587","2018-05-24","2018W21","-104.37327480044519"
"-580","2018-05-31","2018W22","-78.10050031782544"
"-573","2018-06-07","2018W23","-51.3060947602504"
"-566","2018-06-14","2018W24","-66.1201294906881"
"-559","2018-06-21","2018W25","-25.66390547269407"
"-552","2018-06-28","2018W26","-27.048193148482596"
"-545","2018-07-05","2018W27","-6.371624275489694"
"-538","2018-07-12","2018W28","23.28074093140981"
"-531","2018-07-19","2018W29","100.83865053659963"
"-524","2018-07-26","2018W30","90.24768351801458"
"-517","2018-08-02","2018W31","107.47004341325089"
"-510","2018-08-09","2018W32","-36.514888596055584"
"-503","2018-08-16","2018W33","27.28975074585037"
"-496","2018-08-23","2018W34","-16.10164194855497"
"-489","2018-08-30","2018W35","-15.657339402455591"
"-482","2018-09-06","2018W36","-26.328737490668914"
"-475","2018-09-13","2018W37","-66.05105368901536"
"-468","2018-09-20","2018W38","17.255739879127304"
"-461","2018-09-27","2018W39","24.685762237098515"
"-454","2018-10-04","2018W40","63.345864836347346"
"-447","2018-10-11","2018W41","-0.6459120605748012"
"-440","2018-10-18","2018W42","-32.16204559587686"
"-433","2018-10-25","2018W43","-25.067374468818343"
"-426","2018-11-01","2018W44","-13.221054355550223"
"-419","2018-11-08","2018W45","-13.478596306900272"
"-412","2018-11-15","2018W46","-71.6939586229837"
"-405","2018-11-22","2018W47","-69.72166191902124"
"-398","2018-11-29","2018W48","-36.41889675067205"
"-391","2018-12-06","2018W49","-20.647593264771785"
"-384","2018-12-13","2018W50","-27.27642288128891"
"-377","2018-12-20","2018W51","-63.18270298693801"
"-370","2018-12-27","2018W52","85.74582298377823"
"-363","2019-01-03","2019W01","99.60935590836652"
"-356","2019-01-10","2019W02","6.494585434495548"
"-349","2019-01-17","2019W03","48.47342967987947"
"-342","2019-01-24","2019W04","8.60198849596236"
"-335","2019-01-31","2019W05","13.919725529819743"
"-328","2019-02-07","2019W06","42.448891009331646"
"-321","2019-02-14","2019W07","-37.80580630655663"
"-314","2019-02-21","2019W08","-66.85727317733222"
"-307","2019-02-28","2019W09","-51.73585077294956"
"-300","2019-03-07","2019W10","-32.488880947076495"
"-293","2019-03-14","2019W11","41.81997390940023"
"-286","2019-03-21","2019W12","-58.888352336203525"
"-279","2019-03-28","2019W13","-26.70718931626243"
"-272","2019-04-04","2019W14","-57.74278291760061"
"-265","2019-04-11","2019W15","-24.1127604808471"
"-258","2019-04-18","2019W16","-48.9444306155649"
"-251","2019-04-25","2019W17","-62.372942205521895"
"-244","2019-05-02","2019W18","36.46067077356497"
"-237","2019-05-09","2019W19","-71.58846966153965"
"-230","2019-05-16","2019W20","-40.66698805412534"
"-223","2019-05-23","2019W21","-96.9211320624861"
"-216","2019-05-30","2019W22","-95.49465376943203"
"-209","2019-06-06","2019W23","47.47327356016251"
"-202","2019-06-13","2019W24","-63.1499269163769"
"-195","2019-06-20","2019W25","-27.488312902774965"
"-188","2019-06-27","2019W26","-87.65562301902423"
"-181","2019-07-04","2019W27","-27.753625743766975"
"-174","2019-07-11","2019W28","11.129358789124353"
"-167","2019-07-18","2019W29","-6.080257331198709"
"-160","2019-07-25","2019W30","56.5597410975023"
"-153","2019-08-01","2019W31","-41.99178529138692"
"-146","2019-08-08","2019W32","-5.758728965081332"
"-139","2019-08-15","2019W33","-41.74738366580391"
"-132","2019-08-22","2019W34","25.05365259277528"
"-125","2019-08-29","2019W35","-4.326681782580522"
"-118","2019-09-05","2019W36","11.157674638388471"
"-111","2019-09-12","2019W37","9.56924472808862"
"-104","2019-09-19","2019W38","19.986112536952078"
"-97","2019-09-26","2019W39","52.500797308962206"
"-90","2019-10-03","2019W40","47.21891801338472"
"-83","2019-10-10","2019W41","78.25766766928837"
"-76","2019-10-17","2019W42","30.744119501223736"
"-69","2019-10-24","2019W43","49.813389407850536"
"-62","2019-10-31","2019W44","59.606681314920706"
"-55","2019-11-07","2019W45","-54.73075631063239"
"-48","2019-11-14","2019W46","-48.05173321243933"
"-41","2019-11-21","2019W47","-102.20924892088624"
"-34","2019-11-28","2019W48","-58.05862228475462"
"-27","2019-12-05","2019W49","5.540411891285885"
"-20","2019-12-12","2019W50","-47.27833051338189"
"-13","2019-12-19","2019W51","-3.389423541300175"
"-6","2019-12-26","2019W52","-26.677650866084377"
"1","2020-01-02","2020W01","-75.03967820405182"
"8","2020-01-09","2020W02","-58.38555415272026"
"15","2020-01-16","2020W03","-70.64001765800003"
"22","2020-01-23","2020W04","-94.74359310594377"
"29","2020-01-30","2020W05","-62.65345710517522"
"36","2020-02-06","2020W06","-22.344064328214472"
"43","2020-02-13","2020W07","-38.807523266094904"
"50","2020-02-20","2020W08","-44.05371637046983"
"57","2020-02-27","2020W09","-82.11016275847987"
"64","2020-03-05","2020W10","-22.02162538433413"
"71","2020-03-12","2020W11","-17.84946828394368"
"78","2020-03-19","2020W12","5.329226878704503"
"85","2020-03-26","2020W13","-1.5772277551168372"
"92","2020-04-02","2020W14","8.326197148824804"
"99","2020-04-09","2020W15","87.92276435875101"
"106","2020-04-16","2020W16","10.085657270153433"
"113","2020-04-23","2020W17","67.67981366657614"
"120","2020-04-30","2020W18","66.56387953189756"
"127","2020-05-07","2020W19","19.59225465026816"
"134","2020-05-14","2020W20","59.61720039089437"
"141","2020-05-21","2020W21","-77.50902083571395"
